category,tag,domain,source,environment,scenario
Clarity/Definition,clear,Musical,tuning fork,quiet library,a steel tuning fork vibrating after a soft strike
Clarity/Definition,clear,Musical,silver flute,mountain peak,a silver flute playing a long pure note in the thin air
Clarity/Definition,clear,Musical,triangle,stone chapel,a single strike on a polished metal triangle
Clarity/Definition,clear,Musical,harp,empty ballroom,a solitary harp string being plucked and left to ring
Clarity/Definition,clear,Musical,piccolo,meadow,a piccolo playing a short high-pitched trill
Clarity/Definition,clear,Musical,glockenspiel,nursery,a glockenspiel bar being hit with a hard mallet
Clarity/Definition,clear,Musical,celesta,theatrical stage,a single celesta key being pressed in a silent hall
Clarity/Definition,clear,Musical,violin,recital room,a violin playing a high-register pizzicato note
Clarity/Definition,clear,Musical,handbell,village square,a brass handbell ringing once in the morning air
Clarity/Definition,clear,Musical,xylophone,classroom,a high-register xylophone bar being struck with a plastic mallet
Clarity/Definition,clear,Musical,mandolin,garden,a mandolin string being plucked with a stiff plectrum
Clarity/Definition,clear,Musical,harpsichord,marble hall,a harpsichord string being plucked in a resonant space
Clarity/Definition,clear,Musical,banjo,dusty barn,a banjo string being plucked with a metal fingerpick
Clarity/Definition,clear,Musical,ukulele,beach,a ukulele string being plucked in a light breeze
Clarity/Definition,clear,Musical,trumpet,canyon,a short trumpet blast echoing once off a stone wall
Clarity/Definition,clear,Musical,kalimba,porch,a metal kalimba tine being flicked and released
Clarity/Definition,clear,Musical,chime,zen garden,a single glass wind chime tinkling in a light wind
Clarity/Definition,clear,Musical,zither,tea house,a zither string being plucked with a metal pick
Clarity/Definition,clear,Mechanical,camera shutter,rooftop,the sharp click of a professional camera shutter
Clarity/Definition,clear,Mechanical,watch,watchmaker shop,the rhythmic ticking of a precision mechanical watch
Clarity/Definition,clear,Mechanical,typewriter,study,a single typewriter key hitting a clean sheet of paper
Clarity/Definition,clear,Mechanical,lock,vault,the heavy metallic click of a vault lock engaging
Clarity/Definition,clear,Mechanical,stapler,office,a desk stapler being pressed through a single sheet
Clarity/Definition,clear,Mechanical,telegraph,station,the rapid clicking of a brass telegraph key
Clarity/Definition,clear,Mechanical,metronome,music room,the steady tick of a mechanical metronome
