category,tag,domain,source,environment,scenario
Spatial/Distant,far,Musical,trumpet,mountain range,a trumpet fanfare performed from a peak several miles away
Spatial/Distant,far,Musical,bagpipes,highlands,the drone of bagpipes carried over a wide lake from a remote shore
Spatial/Distant,far,Musical,temple bell,valley,a large bronze bell striking in a monastery on a distant hill
Spatial/Distant,far,Musical,marching band,city street,the rhythmic pulse of a drumline heard from several blocks away
Spatial/Distant,far,Musical,organ,fields,a church organ playing during a service heard from across a meadow
Spatial/Distant,far,Musical,flute,forest,a wooden flute melody drifting through a dense woods from a hidden clearing
Spatial/Distant,far,Musical,gong,desert,a ceremonial gong being struck at a remote encampment
Spatial/Distant,far,Musical,piano,manor house,a piano being played in a distant wing of a large stone estate
Spatial/Distant,far,Musical,violin,cliffs,a violin soloist performing on a high ledge above a coastal path
Spatial/Distant,far,Musical,drums,stadium,the sound of a stadium drum kit heard from a parking lot outside
Spatial/Distant,far,Musical,harmonica,campsite,a harmonica tune played by a fire on the opposite side of a canyon
Spatial/Distant,far,Musical,cello,art gallery,the low notes of a cello in a basement heard from the top floor
Spatial/Distant,far,Musical,accordion,village square,an accordion playing at a festival heard from a remote vineyard
Spatial/Distant,far,Musical,harp,conservatory,the high strings of a harp in a courtyard heard through a closed window
Spatial/Distant,far,Musical,tuba,park,a tuba practicing in a gazebo heard from the edge of the woods
Spatial/Distant,far,Musical,shaker,beach,a percussionist shaking beads on a far sandbar at low tide
Spatial/Distant,far,Musical,triangle,cathedral,a triangle strike in the bell tower heard from the street level
Spatial/Distant,far,Mechanical,train engine,prairie,a freight train crossing a trestle on the distant horizon
Spatial/Distant,far,Mechanical,siren,city center,an emergency siren wailing from across a sprawling metropolitan area
Spatial/Distant,far,Mechanical,tractor,farmland,a diesel tractor tilling a field on the opposite side of a valley
Spatial/Distant,far,Mechanical,winch,dockyard,a heavy metal winch ratcheting on a ship anchored in the bay
Spatial/Distant,far,Mechanical,lawnmower,suburban park,a gasoline lawnmower running in a neighboring residential block
Spatial/Distant,far,Mechanical,crane,industrial site,a massive construction crane pivoting on a site across the river
Spatial/Distant,far,Mechanical,propeller plane,sky,a vintage biplane flying at a high altitude over a field
Spatial/Distant,far,Mechanical,drill,quarry,a rock drill boring into granite on the floor of a deep pit
Spatial/Distant,far,Mechanical,gears,mill,the rhythmic grinding of a water-powered mill from a forest path
Spatial/Distant,far,Mechanical,shutter,factory,a large metal loading bay door closing in a warehouse district
Spatial/Distant,far,Mechanical,pump,oil field,a pumpjack rhythmically moving in a remote desert patch
Spatial/Distant,far,Mechanical,clock tower,town square,a clock mechanism striking the hour heard from a rural road
Spatial/Distant,far,Mechanical,compressor,garage,an industrial air compressor running inside a brick building across a yard
Spatial/Distant,far,Mechanical,fan,parking garage,a massive ventilation fan humming from deep within a tunnel
