category,tag,domain,source,environment,scenario
Brightness/Spectral,bright,Musical,high-pitched silver handbell,marble cathedral,a sharp strike on a high-pitched silver handbell
Brightness/Spectral,bright,Musical,steel guitar string,open meadow,a steel guitar string being plucked forcefully with a metal pick
Brightness/Spectral,bright,Musical,brass trumpet,busy street corner,a short staccato blast from a brass trumpet
Brightness/Spectral,bright,Musical,thin cymbal,echoing canyon,a light tap on a thin splash cymbal
Brightness/Spectral,bright,Musical,xylophone bar,botanical garden,a hard mallet striking a high-pitched wooden xylophone bar
Brightness/Spectral,bright,Musical,violin,narrow alleyway,a rapid up-bow on a high violin string
Brightness/Spectral,bright,Musical,tambourine,high-altitude plateau,the rhythmic shaking of a tambourine with metal jingles
Brightness/Spectral,bright,Musical,glockenspiel,misty lakeside,a metal striker hitting a glockenspiel plate
Brightness/Spectral,bright,Musical,piccolo,desert dunes,a short trill on a piccolo flute
Brightness/Spectral,bright,Musical,harpsichord,tiled bathroom,the plucking of a high harpsichord string
Brightness/Spectral,bright,Musical,banjo,dusty barn,a fast fingerstyle roll on a banjo
Brightness/Spectral,bright,Musical,triangle,underwater grotto,a single strike on a steel triangle
Brightness/Spectral,bright,Musical,mandolin,mountain ridge,a quick tremolo on a mandolin
Brightness/Spectral,bright,Musical,chimes,windy rooftop,hollow metal chimes clashing together
Brightness/Spectral,bright,Musical,tin whistle,grassy hillside,a high note played on a tin whistle
Brightness/Spectral,bright,Musical,snare drum,industrial warehouse,a rimshot on a tight snare drum
Brightness/Spectral,bright,Musical,kalimba,dense rainforest,a thumb pluck on a metal kalimba tine
Brightness/Spectral,bright,Musical,accordion,seaside boardwalk,a high-register chord on a small accordion
Brightness/Spectral,bright,Mechanical,brass gears,clocktower,small brass gears spinning rapidly against a metal pawl
Brightness/Spectral,bright,Mechanical,typewriter,quiet library,the metal typebars of a typewriter striking a platen
Brightness/Spectral,bright,Mechanical,bicycle bell,suburban sidewalk,a spring-loaded lever releasing on a bicycle bell
Brightness/Spectral,bright,Mechanical,metal lathe,machine shop,a thin strip of aluminum being shaved by a metal lathe
Brightness/Spectral,bright,Mechanical,hand drill,wooden deck,a high-speed manual hand drill spinning into cedar
Brightness/Spectral,bright,Mechanical,staple gun,shipping dock,a heavy-duty staple gun firing into a pine crate
Brightness/Spectral,bright,Mechanical,pocket watch,antique store,the fast ticking of a small mechanical pocket watch
Brightness/Spectral,bright,Mechanical,sewing machine,attic room,the rhythmic needle strikes of a vintage sewing machine
Brightness/Spectral,bright,Mechanical,wire cutter,construction site,a pair of wire cutters snapping through a thin copper cable
Brightness/Spectral,bright,Mechanical,metal shutters,abandoned factory,the rattling of thin metal shutters in a breeze
Brightness/Spectral,bright,Mechanical,lock mechanism,bank vault,the clicking of small tumblers inside a metal lock
Brightness/Spectral,bright,Mechanical,coin sorter,busy arcade,metal coins sliding down a stainless steel chute
Brightness/Spectral,bright,Mechanical,ratchet wrench,auto garage,the rapid clicking of a small ratchet wrench
Brightness/Spectral,bright,Mechanical,film projector,cinema booth,the mechanical whirring of a 16mm film projector
Brightness/Spectral,bright,Mechanical,wind-up toy,nursery,a small tin toy walking across a hardwood floor
Brightness/Spectral,bright,Mechanical,slot machine,casino floor,the mechanical spinning of metal reels in a slot machine
Brightness/Spectral,bright,Mechanical,handcuffs,police station,the ratcheting sound of metal handcuffs being tightened
Brightness/Spectral,bright,Mechanical,ball bearings,empty hangar,small steel ball bearings rolling across a metal sheet
Brightness/Spectral,bright,Environmental,icicles,frozen waterfall,thin icicles snapping and falling onto a frozen pool
Brightness/Spectral,bright,Environmental,dry leaves,autumn forest,the crunching of very dry leaves under a light footstep
