category,tag,domain,source,environment,scenario
Mass/Thin,thin,Musical,piccolo,parade ground,a piccolo playing a high solo in a vast parade ground
Mass/Thin,thin,Musical,violin,art gallery,a single violin string vibrating at a high pitch
Mass/Thin,thin,Musical,banjo,front porch,a steel banjo string being plucked with a metal fingerpick
Mass/Thin,thin,Musical,triangle,orchestra pit,a small steel triangle being struck by a thin rod
Mass/Thin,thin,Musical,harpsichord,ballroom,a harpsichord key plucking a slender wire
Mass/Thin,thin,Musical,mouth harp,campfire,a jaw harp vibrating against a person's teeth
Mass/Thin,thin,Musical,sitar,temple,the resonance of a thin sympathetic string on a sitar
Mass/Thin,thin,Musical,mandolin,piazza,a mandolin string being tremolo picked with a light plectrum
Mass/Thin,thin,Musical,zither,parlor,a zither wire being plucked in a quiet room
Mass/Thin,thin,Musical,tin whistle,seaside,a tin whistle blowing a high note in a stiff breeze
Mass/Thin,thin,Musical,dulcimer,attic,a hammered dulcimer string being struck by a light mallet
Mass/Thin,thin,Musical,glockenspiel,nursery,a glockenspiel note being struck with a plastic tip
Mass/Thin,thin,Musical,recorder,classroom,a plastic recorder blowing a weak high note
Mass/Thin,thin,Musical,electric guitar,garage,a clean electric guitar string being plucked without an amp
Mass/Thin,thin,Musical,lyre,garden,a gut string on a small lyre being flicked
Mass/Thin,thin,Musical,harmonica,street corner,a single high note being held on a harmonica
Mass/Thin,thin,Musical,ukulele,beach,a nylon ukulele string being strummed lightly
Mass/Thin,thin,Mechanical,needle,sewing room,a sewing machine needle piercing a sheet of silk
Mass/Thin,thin,Mechanical,wire,workshop,a thin copper wire being pulled through a narrow metal eyelet
Mass/Thin,thin,Mechanical,watch,jewelry shop,the hairspring of a watch vibrating in its housing
Mass/Thin,thin,Mechanical,drill,dentist office,a high-speed air-driven drill spinning in the air
Mass/Thin,thin,Mechanical,lathe,factory,a metal lathe shaving a hair-thin ribbon of aluminum
Mass/Thin,thin,Mechanical,gears,clock tower,the high-pitched whir of tiny brass gears in a chronometer
Mass/Thin,thin,Mechanical,fan,server room,a small plastic cooling fan spinning at high rpm
Mass/Thin,thin,Mechanical,typewriter,library,a manual typewriter ribbon moving across a spool
Mass/Thin,thin,Mechanical,spring,basement,a fine metal spring being stretched and released
Mass/Thin,thin,Mechanical,spindle,textile mill,a spinning spindle winding a single thread of cotton
Mass/Thin,thin,Mechanical,camera,studio,a mechanical camera shutter leaf opening and closing
Mass/Thin,thin,Mechanical,razor,bathroom,an electric razor cutting a single strand of hair
Mass/Thin,thin,Mechanical,stylus,living room,a record player needle sliding into a vinyl groove
Mass/Thin,thin,Mechanical,ticking,pawn shop,the collective ticking of several thin pocket watches
Mass/Thin,thin,Mechanical,pulley,greenhouse,a thin nylon cord sliding over a small plastic pulley
Mass/Thin,thin,Mechanical,escapement,study,the rapid ticking of a small mechanical metronome
Mass/Thin,thin,Mechanical,vent,office,a thin metal vane vibrating in a ventilation duct
Mass/Thin,thin,Environmental,ice,lake,the sound of thin ice cracking across a frozen pond
Mass/Thin,thin,Environmental,wind,canyon,wind whistling through a hairline crack in a rock wall
Mass/Thin,thin,Environmental,grass,meadow,a single blade of grass whistling in a breeze
Mass/Thin,thin,Environmental,rain,balcony,light rain tapping on a thin plastic skylight
Mass/Thin,thin,Environmental,water,cave,a tiny stream of water falling onto a flat stone
Mass/Thin,thin,Environmental,reeds,marsh,the dry rustle of thin reeds clashing in the wind
Mass/Thin,thin,Environmental,sand,desert,a thin stream of sand falling from a sandstone ledge
Mass/Thin,thin,Environmental,leaves,forest,a dry willow leaf skittering across a frozen path
Mass/Thin,thin,Environmental,mist,ocean,the sound of water condensing and dripping off a wire
Mass/Thin,thin,Environmental,twigs,thicket,a very thin dry twig snapping underfoot
Mass/Thin,thin,Environmental,thaw,eaves,a small icicle shattering on a stone pavement
Mass/Thin,thin,Environmental,sand,beach,sand grains hitting a thin glass bottle in the wind
Mass/Thin,thin,Environmental,echo,valley,a high-pitched bird call echoing in a narrow gorge
Mass/Thin,thin,Environmental,frost,window,the microscopic crackle of frost forming on a pane
Mass/Thin,thin,Environmental,web,garden,an insect struggling in a thin spider web
Mass/Thin,thin,Environmental,roots,woods,a thin root snapping as a sapling is pulled
Mass/Thin,thin,Environmental,shale,cliff,a thin flake of shale sliding down a rock face
Mass/Thin,thin,Organic,insect,meadow,the high-pitched whine of a mosquito's wings
Mass/Thin,thin,Organic,vocalizations,forest,the shrill peep of a small tree frog
Mass/Thin,thin,Organic,wings,garden,the rapid flutter of a hummingbird's wings
Mass/Thin,thin,Organic,teeth,bathroom,a person's teeth chattering in the cold
Mass/Thin,thin,Organic,claws,tile floor,a small bird's claws clicking on a tile floor
Mass/Thin,thin,Organic,scales,desert,a small lizard scuttling over dry leaves
Mass/Thin,thin,Organic,hair,bedroom,a comb running through a head of fine hair
Mass/Thin,thin,Organic,whistle,stadium,a high-pitched human whistle through two fingers
Mass/Thin,thin,Organic,shell,tide pool,a small crab's legs scraping against a shell
Mass/Thin,thin,Organic,bone,kitchen,a thin fish bone snapping in half
Mass/Thin,thin,Organic,skin,nursery,rubbing two dry fingers together
Mass/Thin,thin,Organic,seed pods,prairie,the rattle of tiny seeds in a dried pod
Mass/Thin,thin,Organic,feathers,aviary,an owl ruffling its fine down feathers
Mass/Thin,thin,Organic,grasshopper,field,a grasshopper's legs rubbing together in a high pitch
Mass/Thin,thin,Organic,bat,cave,the ultrasonic chirp of a small bat
Mass/Thin,thin,Organic,shriek,canopy,the high-pitched cry of a small monkey
Mass/Thin,thin,Organic,stomp,deck,the sharp tap of a high heel on a wooden plank
Mass/Thin,thin,Domestic,needle,sewing room,a hand-sewing needle clinking against a thimble
Mass/Thin,thin,Domestic,glass,dining room,the rim of a thin wine glass being struck
Mass/Thin,thin,Domestic,foil,kitchen,the light crinkle of a thin sheet of aluminum foil
Mass/Thin,thin,Domestic,paper,office,a single sheet of tissue paper being crumpled
Mass/Thin,thin,Domestic,scissors,studio,sharp scissors cutting through a strand of hair
Mass/Thin,thin,Domestic,wire,garage,a thin metal coat hanger being bent back and forth
Mass/Thin,thin,Domestic,zipper,bedroom,a small nylon zipper being pulled up quickly
Mass/Thin,thin,Domestic,lightbulb,closet,the tinkle of a shattered lightbulb filament
Mass/Thin,thin,Domestic,string,pantry,a piece of kitchen twine being pulled taut and plucked
Mass/Thin,thin,Domestic,cellophane,kitchen,tearing a thin strip of plastic wrap
Mass/Thin,thin,Domestic,keys,foyer,a single small key jangling on a metal ring
Mass/Thin,thin,Domestic,ceramic,pantry,a thin porcelain teacup being placed on a saucer
Mass/Thin,thin,Domestic,razor,bathroom,a manual razor blade being rinsed in a sink
Mass/Thin,thin,Domestic,clock,bedroom,the tiny tick of a plastic travel clock
Mass/Thin,thin,Domestic,measuring tape,workshop,a thin metal tape measure retracting rapidly
Mass/Thin,thin,Domestic,tweezers,vanity,the click of metal tweezers snapping shut
Mass/Thin,thin,Domestic,can,kitchen,a thin aluminum soda can being crushed
Mass/Thin,thin,Electronic,signal,laboratory,a high-frequency sine wave on an oscilloscope
Mass/Thin,thin,Electronic,beeper,hospital,a digital pager emitting a high-pitched beep
Mass/Thin,thin,Electronic,buzzer,game show,a thin electronic buzzer sounding
Mass/Thin,thin,Electronic,static,radio,the hiss of white noise on a high-frequency band
Mass/Thin,thin,Electronic,led,control room,the faint high-pitched sing of a small led display
Mass/Thin,thin,Electronic,capacitor,workbench,the whine of a small capacitor charging
Mass/Thin,thin,Electronic,modem,office,the high-pitched screech of a data handshake
Mass/Thin,thin,Electronic,spark,garage,a tiny blue spark jumping from a wire
Mass/Thin,thin,Electronic,relay,server room,the rapid clicking of a miniature electronic relay
Mass/Thin,thin,Electronic,sensor,gate,an infrared sensor emitting a sharp chirp
Mass/Thin,thin,Electronic,keypad,office,the beep of a membrane keypad being pressed
Mass/Thin,thin,Electronic,synthesizer,studio,a thin pulse-width modulated lead note
Mass/Thin,thin,Electronic,router,study,the high-pitched whir of a tiny router fan
Mass/Thin,thin,Electronic,transformer,pole,the faint high-frequency hum of a small transformer
Mass/Thin,thin,Electronic,strobe,nightclub,the high-pitched recycle hum of a strobe light
Mass/Thin,thin,Electronic,alarm,bank,the shrill warble of an electronic security alarm
Mass/Thin,thin,Electronic,earphone,subway,the tinny sound of music leaking from earphones
Mass/Thin,empty,Musical,drum,concert hall,a large bass drum being struck with a hard mallet
Mass/Thin,empty,Musical,pipe,cathedral,the breathy onset of a large organ pipe
Mass/Thin,empty,Musical,flute,cave,a wooden flute being blown into a hollow chamber
Mass/Thin,empty,Musical,gong,temple,the deep hollow resonance of a large bronze gong
Mass/Thin,empty,Musical,didgeridoo,outback,the low drone through a hollowed eucalyptus branch
Mass/Thin,empty,Musical,cello,conservatory,the hollow resonance of a cello's body after a pluck
Mass/Thin,empty,Musical,marimba,studio,the air moving through a marimba resonator tube
Mass/Thin,empty,Musical,jug,porch,blowing across the top of an empty glass jug
Mass/Thin,empty,Musical,pan drum,garden,the hollow ring of a steel tongue drum
Mass/Thin,empty,Musical,bell,tower,the deep hollow toll of a large cast iron bell
Mass/Thin,empty,Musical,shaker,recording room,a hollow gourd shaker filled with few seeds
Mass/Thin,empty,Musical,harp,parlor,the resonance of a harp's sound box
Mass/Thin,empty,Musical,tuba,rehearsal room,air being puffed through a tuba's wide bell
Mass/Thin,empty,Musical,bassoon,hall,a low staccato note echoing in a hollow instrument
Mass/Thin,empty,Musical,singing bowl,shrine,the hollow sing of a brass bowl being struck
Mass/Thin,empty,Musical,thumb piano,patio,the resonance of a kalimba's hollow box
Mass/Thin,empty,Musical,cymbals,stage,the wash of a hollow-sounding riveted cymbal
Mass/Thin,empty,Mechanical,tank,shipyard,hammering on the side of an empty steel fuel tank
Mass/Thin,empty,Mechanical,pipe,factory,the ring of a metal wrench hitting a hollow pipe
Mass/Thin,empty,Mechanical,boiler,basement,the echo of footsteps inside a large empty boiler
Mass/Thin,empty,Mechanical,drum,warehouse,rolling an empty 55-gallon steel drum on concrete
Mass/Thin,empty,Mechanical,engine,garage,the hollow rattle of a dry engine block
Mass/Thin,empty,Mechanical,silo,farm,the echo of corn hitting the bottom of an empty silo
Mass/Thin,empty,Mechanical,pump,well,the hollow sound of a pump sucking air
Mass/Thin,empty,Mechanical,gears,mill,the clatter of unloaded gears in a wooden mill
Mass/Thin,empty,Mechanical,exhaust,street,the hollow drone of a car's exhaust pipe
Mass/Thin,empty,Mechanical,vent,hospital,air rushing through a large empty ventilation shaft
Mass/Thin,empty,Mechanical,press,plant,the thud of a hydraulic press hitting an empty bed
Mass/Thin,empty,Mechanical,piston,workshop,the hollow puff of a piston in an empty cylinder
Mass/Thin,empty,Mechanical,turbine,dam,the deep hum of an unloaded turbine spinning
Mass/Thin,empty,Mechanical,hopper,quarry,rocks falling into a large empty metal hopper
Mass/Thin,empty,Mechanical,pulley,barn,a wooden pulley wheel creaking in an empty loft
Mass/Thin,empty,Mechanical,valve,ship,the hiss of air through an empty water valve
Mass/Thin,empty,Mechanical,conveyor,warehouse,a hollow clatter of an empty conveyor belt
Mass/Thin,empty,Mechanical,well,courtyard,a stone falling into a deep empty well
Mass/Thin,empty,Environmental,cave,mountains,wind moaning through a large empty limestone cave
Mass/Thin,empty,Environmental,well,village,a bucket clanging against the walls of an empty well
Mass/Thin,empty,Environmental,canyon,desert,the echo of a single clap in a wide empty canyon
Mass/Thin,empty,Environmental,tree,forest,the hollow thud of a woodpecker on a dead tree
Mass/Thin,empty,Environmental,geyser,basin,the subterranean gurgle of an empty volcanic vent
Mass/Thin,empty,Environmental,thunder,plains,the distant hollow roll of thunder
Mass/Thin,empty,Environmental,wind,tundra,wind howling through a hollow metal fence post
Mass/Thin,empty,Environmental,water,waterfall,water falling into a deep hollow pool
Mass/Thin,empty,Environmental,ice,glacier,the boom of an air bubble bursting in a glacier
Mass/Thin,empty,Environmental,river,gorge,the roar of a river echoing in a hollow gorge
Mass/Thin,empty,Environmental,rocks,quarry,a boulder hitting the floor of an empty pit
Mass/Thin,empty,Environmental,shells,beach,the wind whistling across the opening of a conch shell
Mass/Thin,empty,Environmental,avalanche,slope,the muffled roar of a snow slide in a hollow valley
Mass/Thin,empty,Environmental,lava,crater,the hollow pop of a gas bubble in a lava tube
Mass/Thin,empty,Environmental,mist,harbor,a foghorn echoing through a wide empty bay
Mass/Thin,empty,Environmental,storm,prairie,the low-frequency hum of wind in a hollow culvert
Mass/Thin,empty,Environmental,reeds,marsh,the hollow pipe-like sound of dry broken reeds
Mass/Thin,empty,Organic,vocalizations,zoo,the hollow grunt of a hippopotamus
Mass/Thin,empty,Organic,chest,meadow,a person thumping their hollow chest
Mass/Thin,empty,Organic,stomach,bedroom,the gurgle of a hungry empty stomach
Mass/Thin,empty,Organic,beak,woods,a bird tapping on a hollow bamboo stalk
Mass/Thin,empty,Organic,shell,tide pool,a hermit crab clicking inside a hollow shell
Mass/Thin,empty,Organic,bone,kitchen,snapping a hollow bird bone in half
Mass/Thin,empty,Organic,snore,tent,a hollow rhythmic snore echoing in a tent
Mass/Thin,empty,Organic,wings,night,the muffled flap of a large owl's wings in a barn
Mass/Thin,empty,Organic,growl,cave,a low gutteral growl echoing in a cavern
Mass/Thin,empty,Organic,breath,hallway,a deep sigh echoing in an empty house
Mass/Thin,empty,Organic,seeds,field,shaking a dried poppy head with few seeds
Mass/Thin,empty,Organic,claws,attic,a squirrel's paws scuttling on a hollow floor
Mass/Thin,empty,Organic,branches,orchard,the hollow creak of a dead tree limb
Mass/Thin,empty,Organic,thud,forest floor,a hollow fruit hitting a bed of leaves
Mass/Thin,empty,Organic,hooves,road,a horse walking over a hollow wooden bridge
Mass/Thin,empty,Organic,scales,swamp,an alligator's hollow bellow across the water
Mass/Thin,empty,Organic,nest,eaves,the rustle of a hollow bird nest in the wind
Mass/Thin,empty,Domestic,bottle,kitchen,blowing across the mouth of an empty wine bottle
Mass/Thin,empty,Domestic,cup,dining room,the hollow ring of an empty ceramic mug
Mass/Thin,empty,Domestic,box,pantry,shaking an empty cardboard cereal box
Mass/Thin,empty,Domestic,cabinet,kitchen,the thud of a hollow cabinet door closing
Mass/Thin,empty,Domestic,can,garage,the hollow clatter of an empty paint can
Mass/Thin,empty,Domestic,pot,kitchen,the ring of a wooden spoon on an empty iron pot
Mass/Thin,empty,Domestic,glass,foyer,tapping on an empty glass aquarium
Mass/Thin,empty,Domestic,room,hallway,footsteps echoing in a completely empty room
Mass/Thin,empty,Domestic,suitcase,bedroom,the hollow sound of an empty suitcase being closed
Mass/Thin,empty,Domestic,kettle,stove,the hollow hum of air in an empty tea kettle
Mass/Thin,empty,Domestic,closet,hall,sliding a hanger across an empty closet rod
Mass/Thin,empty,Domestic,drain,bathroom,water gurgling down an empty drain pipe
