category,tag,domain,source,environment,scenario
Harmonic/Resonant,resonant,Musical,cello,chapel,a horsehair bow drawn across the lowest string of a wooden cello
Harmonic/Resonant,resonant,Musical,gong,temple,a large bronze gong struck with a heavy felt-covered mallet
Harmonic/Resonant,resonant,Musical,pipe organ,cathedral,the air moving through a massive wooden organ pipe in a stone hall
Harmonic/Resonant,resonant,Musical,timpani,concert hall,a large kettle drum being struck in the center with a soft beater
Harmonic/Resonant,resonant,Musical,didgeridoo,canyon,a person blowing a steady drone into a hollowed eucalyptus branch
Harmonic/Resonant,resonant,Musical,singing bowl,spa,a wooden mallet circling the rim of a thick brass bowl
Harmonic/Resonant,resonant,Musical,handpan,cave,a metal drum being tapped with fingers inside a damp cavern
Harmonic/Resonant,resonant,Musical,harp,conservatory,the vibration of a low gut string after a forceful pluck
Harmonic/Resonant,resonant,Musical,piano,ballroom,a grand piano chord sustained with the damper pedal down
Harmonic/Resonant,resonant,Musical,tuba,museum,a tuba player sustaining a pedal note in a high-ceilinged gallery
Harmonic/Resonant,resonant,Musical,marimba,theatre,a rubber mallet hitting a rosewood bar over a resonator tube
Harmonic/Resonant,resonant,Musical,handbell,abbey,a polished brass handbell ringing out in a stone cloister
Harmonic/Resonant,resonant,Musical,cello,cistern,the decay of a plucked string inside an empty water tank
Harmonic/Resonant,resonant,Musical,djembe,forest,a large skin-covered drum being hit in the center
Harmonic/Resonant,resonant,Musical,harmonium,temple,the air pressure building within the reeds of a hand-pumped organ
Harmonic/Resonant,resonant,Musical,zither,tea house,a long wire being plucked on a wooden sounding board
Harmonic/Resonant,resonant,Musical,bassoon,hall,a contrabassoon playing its lowest register during a rehearsal
Harmonic/Resonant,resonant,Mechanical,boiler,basement,a metal rod striking the side of an empty industrial boiler
Harmonic/Resonant,resonant,Mechanical,pipe,construction site,a wrench hitting a long hollow steel pipe on a rack
Harmonic/Resonant,resonant,Mechanical,winch,mine shaft,a steel cable vibrating as it lowers a metal cage
Harmonic/Resonant,resonant,Mechanical,shutter,warehouse,a heavy metal door vibrating in a strong wind
Harmonic/Resonant,resonant,Mechanical,tank,garage,a wrench tapping the side of an empty oxygen cylinder
Harmonic/Resonant,resonant,Mechanical,elevator,hotel,the low hum of a lift car moving in a long shaft
Harmonic/Resonant,resonant,Mechanical,pump,waterworks,a subterranean water pump vibrating through concrete floors
Harmonic/Resonant,resonant,Mechanical,ventilation,parking garage,an exhaust fan spinning in a large metal duct
Harmonic/Resonant,resonant,Mechanical,lathe,machine shop,a lathe tool grazing a thin metal tube
Harmonic/Resonant,resonant,Mechanical,gears,mill,wooden gears grinding together in an empty granary
Harmonic/Resonant,resonant,Mechanical,hammer,foundry,a steel hammer hitting a heavy metal anvil
Harmonic/Resonant,resonant,Mechanical,winch,dockyard,a steel cable ratcheting through a metal pulley
Harmonic/Resonant,resonant,Mechanical,press,factory,a hydraulic ram hitting a block in an empty hall
Harmonic/Resonant,resonant,Mechanical,bell,ship,the clapper of a brass bell hitting the rim once
Harmonic/Resonant,resonant,Mechanical,turbine,power plant,a large steam turbine spinning down in a generator hall
Harmonic/Resonant,resonant,Mechanical,winch,mine shaft,a metal cage hitting a guide rail in a deep pit
Harmonic/Resonant,resonant,Mechanical,boiler,factory,the internal vibration of a high-pressure steam boiler
Harmonic/Resonant,resonant,Environmental,cave,canyon,a gust of wind echoing deep within a limestone cavern
Harmonic/Resonant,resonant,Environmental,thunder,valley,rolling thunderclaps echoing through a wide mountain pass
Harmonic/Resonant,resonant,Environmental,ice,lake,a sheet of ice cracking across a deep frozen lake
Harmonic/Resonant,resonant,Environmental,water,cistern,a single drop of water falling into a deep underground tank
Harmonic/Resonant,resonant,Environmental,wind,desert,wind howling across the mouth of a dry well
Harmonic/Resonant,resonant,Environmental,volcano,lava tube,rocks clattering down the side of a hollow volcanic pipe
Harmonic/Resonant,resonant,Environmental,ocean,cliffs,waves crashing inside a hollow sea cave at high tide
Harmonic/Resonant,resonant,Environmental,geyser,thermal field,the thumping of water boiling in a subterranean pipe
Harmonic/Resonant,resonant,Environmental,sand,dunes,the low boom of sand sliding down a steep dune face
Harmonic/Resonant,resonant,Environmental,thaw,orchard,meltwater dripping from a branch into a metal bucket
Harmonic/Resonant,resonant,Environmental,bamboo,jungle,hollow bamboo stalks knocking together in a breeze
Harmonic/Resonant,resonant,Environmental,mud,swamp,a gas bubble bursting on the surface of a deep pool
Harmonic/Resonant,resonant,Environmental,storm,prairie,wind whistling through a hollow metal fence post
Harmonic/Resonant,resonant,Environmental,rock,cliffs,a stone bouncing down a deep mountain crevice
Harmonic/Resonant,resonant,Environmental,wood,forest,a woodpecker drumming on a hollow rotting log
Harmonic/Resonant,resonant,Environmental,bridge,river,footsteps echoing on a hollow wooden bridge
Harmonic/Resonant,resonant,Environmental,glacier,arctic,a deep boom from an air bubble bursting in a glacier
Harmonic/Resonant,resonant,Organic,vocal,mountains,a person shouting into a deep canyon
Harmonic/Resonant,resonant,Organic,chest,meadow,a gorilla thumping its chest in an open field
