category,tag,domain,source,environment,scenario
Material/Source,metallic,Musical,ride cymbal,jazz club,a ride cymbal being struck with a wooden drumstick in a smoky cellar
Material/Source,metallic,Musical,steel drum,beach,a steel drum playing a bright melody at a seaside festival
Material/Source,metallic,Musical,triangle,cathedral,a steel triangle being struck once in a large stone hall
Material/Source,metallic,Musical,handbell,village square,a bronze handbell ringing in a quiet snowy town
Material/Source,metallic,Musical,gamelan,temple,a bronze gamelan set being played in a resonant courtyard
Material/Source,metallic,Musical,trumpet,city street,a brass trumpet playing a sharp fanfare in a narrow alley
Material/Source,metallic,Musical,tubular bells,monastery,tubular bells tolling in a hilltop belfry
Material/Source,metallic,Musical,glockenspiel,school,a glockenspiel note being struck with a brass mallet
Material/Source,metallic,Musical,electric guitar,garage,a metal pick scraping across the strings of an electric guitar
Material/Source,metallic,Musical,handpan,cave,a steel handpan being struck with the fingers in a cavern
Material/Source,metallic,Musical,vibraphone,conservatory,a vibraphone bar sustaining a note with a rotating motor
Material/Source,metallic,Musical,banjo,porch,a banjo string being plucked with a metal fingerpick
Material/Source,metallic,Musical,mouth harp,garden,a steel jaw harp twanging against a person's teeth
Material/Source,metallic,Musical,harpsichord,ballroom,the metallic pluck of a harpsichord string in a grand hall
Material/Source,metallic,Musical,piano,parlor,a piano hammer striking a high-register steel string
Material/Source,metallic,Musical,agogo bells,parade,two metal agogo bells being struck in a rhythmic pattern
Material/Source,metallic,Musical,tambourine,park,the metal jingles of a tambourine shaking in a meadow
Material/Source,metallic,Musical,sitar,palace,the sympathetic metal strings of a sitar vibrating in a hall
Material/Source,metallic,Mechanical,gears,clock tower,large brass gears grinding together inside a clock tower
Material/Source,metallic,Mechanical,lathe,machine shop,a metal lathe carving a stainless steel rod at high speed
Material/Source,metallic,Mechanical,wrench,auto shop,a heavy steel wrench falling onto a concrete garage floor
Material/Source,metallic,Mechanical,drill,shipyard,a high-speed drill bit piercing a thick metal hull
Material/Source,metallic,Mechanical,hammer,foundry,a heavy hammer striking a glowing iron bar on an anvil
Material/Source,metallic,Mechanical,chain,dock,a heavy iron chain clinking as it is pulled across a pier
Material/Source,metallic,Mechanical,typewriter,library,the metal type-bars of a manual typewriter hitting the paper
