category,tag,domain,source,environment,scenario
Emotional/Subjective,haunting,Musical,bowed cymbal,empty cathedral,a violin bow being drawn across the edge of a suspended brass cymbal
Emotional/Subjective,haunting,Musical,pipe organ,abandoned chapel,a single low wooden organ pipe sustaining a note with fluctuating air pressure
Emotional/Subjective,haunting,Musical,piano,stone cellar,a piano string being struck by a soft mallet and allowed to ring out in a damp room
Emotional/Subjective,haunting,Musical,cello,misty moor,a cello playing a slow portamento on the lowest string
Emotional/Subjective,haunting,Musical,waterphone,mountain cave,a metal waterphone being bowed and tilted to shift internal water
Emotional/Subjective,haunting,Musical,glass harmonica,observatory,a finger circling the rim of a rotating glass bowl
Emotional/Subjective,haunting,Musical,flute,canyon,a wooden flute playing a long breathy note that echoes off rock walls
Emotional/Subjective,haunting,Musical,gong,temple,a large bronze gong vibrating faintly long after being struck
Emotional/Subjective,haunting,Musical,harmonium,attic,a hand-pumped harmonium wheezing as air leaks from the bellows
Emotional/Subjective,haunting,Musical,violin,theatre,a violin playing a high-register tremolo in an empty auditorium
Emotional/Subjective,haunting,Musical,harp,conservatory,a single harp string being plucked and echoing in a glass hall
Emotional/Subjective,haunting,Musical,chimes,bell tower,tubular bells swaying and clinking in a high wind
Emotional/Subjective,haunting,Musical,accordion,subway,an accordion sustaining a cluster of notes in a concrete tunnel
Emotional/Subjective,haunting,Musical,singing bowl,shrine,a crystal singing bowl singing as a suede mallet circles the rim
Emotional/Subjective,haunting,Musical,dulcimer,hallway,a hammered dulcimer being played softly at the far end of a corridor
Emotional/Subjective,haunting,Musical,didgeridoo,desert,a didgeridoo providing a continuous low pulse in the midnight air
Emotional/Subjective,haunting,Musical,zither,parlor,the strings of a zither vibrating in sympathy with a distant sound
Emotional/Subjective,haunting,Musical,saw,workshop,a musical saw being bent and struck with a mallet
Emotional/Subjective,haunting,Haunting,Mechanical,wind turbine,open field
Emotional/Subjective,haunting,Mechanical,rusted gears,clock tower,large iron gears grinding slowly inside a high belfry
Emotional/Subjective,haunting,Mechanical,winch,shipyard,a heavy steel cable groaning as it tenses under a load
Emotional/Subjective,haunting,Mechanical,printing press,basement,a manual letterpress machine churning in a dark room
Emotional/Subjective,haunting,Mechanical,ventilation,tunnel,wind whistling through a massive stationary exhaust fan
Emotional/Subjective,haunting,Mechanical,elevator,skyscraper,a lift cable humming as it moves through a concrete shaft
Emotional/Subjective,haunting,Mechanical,grandfather clock,library,the internal weights of a large clock shifting in a silent room
Emotional/Subjective,haunting,Mechanical,factory belt,warehouse,a rubber drive belt flapping against a metal guard
Emotional/Subjective,haunting,Mechanical,watermill,riverbank,a wooden waterwheel creaking as it turns in the current
Emotional/Subjective,haunting,Mechanical,boiler,utility room,a large domestic boiler hissing and rumbling behind a heavy door
Emotional/Subjective,haunting,Mechanical,well,farmyard,a wooden windlass turning as a bucket is lowered into a deep shaft
Emotional/Subjective,haunting,Mechanical,pumpjack,oil field,a mechanical beam pump thumping rhythmically in a desert
Emotional/Subjective,haunting,Mechanical,sewing machine,attic,a vintage treadle sewing machine whirring in a quiet room
Emotional/Subjective,haunting,Mechanical,lathe,workshop,a metal lathe finishing a polished rod in the moonlight
