category,tag,domain,source,environment,scenario
Material,woody,Musical,marimba,theatre,a rosewood mallet striking a marimba bar over a resonator
Material,woody,Musical,woodblock,music room,a hard rubber beater hitting a hollow teak block
Material,woody,Musical,claves,recording studio,two polished rosewood sticks being struck together
Material,woody,Musical,log drum,jungle,a heavy branch hitting the side of a hollowed tree trunk
Material,woody,Musical,temple block,monastery,a wooden striker hitting a carved cherry wood block
Material,woody,Musical,castanets,dance studio,two ebony shells clicking together in a dancer's hand
Material,woody,Musical,cajon,street corner,a hand slapping the thin plywood face of a drum box
Material,woody,Musical,xylophone,classroom,a wooden mallet striking a hard maple key
Material,woody,Musical,guiro,plaza,a wooden stick scraping across a notched mahogany gourd
Material,woody,Musical,slit drum,village square,a padded stick hitting the edge of a hollow oak log
Material,woody,Musical,recorder,conservatory,the vibration of air inside a pearwood flute
Material,woody,Musical,harp,parlor,a hand tapping the spruce soundboard of a pedal harp
Material,woody,Musical,violin,art gallery,a knuckle rapping on the maple back of a violin
Material,woody,Musical,piano,ballroom,the internal wooden hammers of a piano returning to their rest position
Material,woody,Musical,lute,temple ruins,a finger plucking a string on a hollow cedar body
Material,woody,Musical,acoustic guitar,porch,a thumb sliding across the wooden bridge of a guitar
Material,woody,Musical,oboe,concert hall,the resonance of air through a grenadilla wood body
Material,woody,Mechanical,loom,loft,a wooden shuttle clicking as it passes through a loom frame
Material,woody,Mechanical,gears,windmill,massive oak gears grinding together in a stone tower
Material,woody,Mechanical,pulley,well,a wooden pulley wheel creaking as a rope pulls a bucket
Material,woody,Mechanical,spinning wheel,attic,a wooden flywheel whirring on a spinning wheel
Material,woody,Mechanical,winch,dockyard,a hemp rope ratcheting over a wooden capstan
Material,woody,Mechanical,clock,hallway,a wooden pendulum assembly swinging inside a tall case
Material,woody,Mechanical,press,factory,a wooden screw press crushing a batch of olives
Material,woody,Mechanical,metronome,music room,the mechanical click of a wooden metronome box
Material,woody,Mechanical,bellows,foundry,wooden handles of a leather bellows pumping air
Material,woody,Mechanical,lathe,workshop,a wooden treadle assembly moving on a manual lathe
Material,woody,Mechanical,pump,basement,a wooden piston rod moving in a manual pump
Material,woody,Mechanical,drill,garage,a bow drill spinning a wooden shaft against a base
Material,woody,Mechanical,fan,bedroom,a hand-held palm leaf fan waving back and forth
Material,woody,Mechanical,shutter,farmhouse,wooden slats of a window shutter rattling in the wind
Material,woody,Mechanical,staircase,manor,a heavy wooden step creaking under a person's weight
Material,woody,Mechanical,barrel,cellar,a wooden barrel being rolled across a timber floor
Material,woody,Mechanical,gate,stable,a wooden latch sliding into a barn door frame
Material,woody,Environmental,branch,forest,a dry oak branch snapping in a frozen woods
Material,woody,Environmental,tree trunk,meadow,two birch trees rubbing together in a stiff breeze
Material,woody,Environmental,logs,river,hollow logs knocking together in a fast current
Material,woody,Environmental,bamboo,jungle,hollow bamboo stalks clattering in a tropical storm
Material,woody,Environmental,bark,woods,a large piece of dry bark falling onto a wooden deck
Material,woody,Environmental,roots,canyon,dry roots cracking as a rock face shifts
Material,woody,Environmental,sticks,beach,driftwood pieces clacking together in the tide
Material,woody,Environmental,fence,farmland,a wooden fence post creaking in a dust storm
Material,woody,Environmental,hollow log,valley,a woodpecker drumming on a hollow cedar trunk
Material,woody,Environmental,shrub,desert,dry sagebrush branches scraping against a stone wall
Material,woody,Environmental,underbrush,forest,a heavy animal moving through dry fallen twigs
Material,woody,Environmental,reed,swamp,hollow reed stalks knocking together in a gust
Material,woody,Environmental,thaw,orchard,a chunk of ice hitting a wooden fruit crate
Material,woody,Environmental,storm,prairie,wind-blown debris hitting a cedar barn wall
Material,woody,Environmental,leaves,autumn woods,dry leaves rustling against a fallen tree trunk
Material,woody,Environmental,bridge,river,footsteps on a weathered wooden plank bridge
Material,woody,Environmental,dock,shoreline,wooden pilings groaning against a pier in the swell
Material,woody,Organic,claws,attic,a squirrel's claws scratching on a dry wooden beam
Material,woody,Organic,tail,swamp,a beaver's tail hitting a floating log
Material,woody,Organic,beak,cliffs,a bird pecking at a hollow piece of driftwood
Material,woody,Organic,teeth,zoo,a beaver gnawing on a hard willow branch
Material,woody,Organic,hooves,stable,a horse's hooves trotting on a wooden ramp
Material,woody,Organic,bones,museum,animal bones clacking together in a wooden box
Material,woody,Organic,feet,dance floor,hard-soled shoes dancing on a springy wooden floor
Material,woody,Organic,fingernails,boardroom,fingernails tapping on a polished mahogany table
Material,woody,Organic,throat,woods,a person's dry cough into a wooden room
Material,woody,Organic,seed,garden,seeds rattling inside a hard dry gourd
Material,woody,Organic,nest,barn,a bird's wings hitting a wooden birdhouse
Material,woody,Organic,scales,reptile house,a snake sliding over a dry bark chip
Material,woody,Organic,chest,mountains,a gorilla thumping a hollow log in a clearing
Material,woody,Organic,bark,forest,bark beetles boring into the interior of a tree
Material,woody,Organic,eggs,kitchen,an eggshell cracking against a wooden cutting board
Material,woody,Organic,hair,salon,a wooden comb pulling through dry hair
Material,woody,Organic,skin,spa,a hand rubbing against a wooden massage table
Material,woody,Domestic,cutting board,kitchen,a metal knife hitting a thick bamboo cutting board
Material,woody,Domestic,spoon,pantry,a wooden spoon being tapped on a cabinet shelf
Material,woody,Domestic,drawer,bedroom,a heavy oak drawer being slid into a dresser
Material,woody,Domestic,door,hallway,a solid mahogany door being slammed shut
Material,woody,Domestic,pencil,office,a pencil being sharpened in a manual sharpener
Material,woody,Domestic,chair,dining room,a wooden chair being dragged across a hardwood floor
Material,woody,Domestic,box,closet,a cedar chest lid being closed
Material,woody,Domestic,basket,pantry,a wicker basket being set down on a counter
Material,woody,Domestic,floor,living room,the creaking of floorboards in an old house
Material,woody,Domestic,broom,porch,the sound of a straw broom on a wooden deck
Material,woody,Domestic,rolling pin,bakery,a wooden rolling pin moving over a floury table
Material,woody,Domestic,match,campsite,a matchstick being struck against a wooden box
Material,woody,Domestic,blinds,bedroom,wooden window blinds being adjusted
Material,woody,Domestic,shelf,library,a heavy book being slid onto a wooden shelf
Material,woody,Domestic,ladder,attic,the creak of a wooden ladder being climbed
Material,woody,Domestic,picture frame,gallery,a wooden frame being set against a wall
Material,woody,Domestic,tongs,kitchen,wooden salad tongs being clicked together
Material,woody,Electronic,speaker,studio,a synthesizer pulse through a resonant plywood cabinet
Material,woody,Electronic,filter,laboratory,an analog filter with a resonance mimicking a woodblock
Material,woody,Electronic,oscillator,workshop,a square wave being processed through a wooden resonator
Material,woody,Electronic,drum machine,basement,a digital sample of a clave being triggered
Material,woody,Electronic,keyboard,parlor,a MIDI-controlled marimba sound playing through a speaker
Material,woody,Electronic,circuit,attic,a relay clicking inside a wooden enclosure
Material,woody,Electronic,sampler,loft,a recording of a wooden door creak being pitched down
Material,woody,Electronic,toy,playroom,a wooden toy train with an internal electronic chime
Material,woody,Electronic,pedal,rehearsal space,a guitar pedal adding a hollow resonance to a signal
Material,woody,Electronic,delay,concert,a rhythmic echo of a drum strike in a wooden hall
Material,woody,Electronic,vibration,bedroom,a phone vibrating on a hollow wooden nightstand
Material,woody,Electronic,sequencer,studio,a sequence of short percussive pulses with wood-like decay
Material,woody,Electronic,hum,garage,the low hum of a refrigerator in a wooden-walled room
Material,woody,Electronic,spark,auto shop,an electric spark hitting a wooden workbench
Material,woody,Electronic,buzzer,factory,a digital buzzer sounding from a wooden panel
Material,woody,Electronic,cable,radio station,a heavy audio cable being dropped on a wooden floor
Material,woody,Electronic,modem,basement,the handshake tones of a modem heard through a wooden door
Material,metallic,Musical,triangle,concert hall,a steel triangle being struck once with a metal rod
Material,metallic,Musical,gong,temple,a large bronze gong struck with a heavy mallet
Material,metallic,Musical,handbell,cathedral,a brass handbell ringing out in a stone tower
Material,metallic,Musical,glockenspiel,observatory,a metal mallet hitting a steel glockenspiel bar
Material,metallic,Musical,cymbals,stadium,two brass cymbals crashing together forcefully
Material,metallic,Musical,trumpet,city square,a trumpet fanfare echoing off a glass building
Material,metallic,Musical,tambourine,festival,the metal jingles of a tambourine vibrating
Material,metallic,Musical,harp,conservatory,the resonance of steel harp strings after a pluck
Material,metallic,Musical,piano,ballroom,a grand piano high note ringing with the pedal down
Material,metallic,Musical,celesta,attic,a felt hammer hitting a small steel plate
Material,metallic,Musical,vibraphone,jazz club,a vibraphone bar sustaining with the motor on
Material,metallic,Musical,guitar,tavern,an electric guitar string vibrating against a metal fret
Material,metallic,Musical,bell,plaza,a bronze church bell tolling over a city
Material,metallic,Musical,triangle,studio,the shimmering ring of a small silver triangle
Material,metallic,Musical,marimba,theatre,a mallet roll on a bar with a metal resonator tube
Material,metallic,Musical,zither,tea house,a metal pick plucking a high-tension steel wire
Material,metallic,Musical,cowbell,farmland,a heavy iron cowbell swinging in a field
Material,metallic,Mechanical,anvil,foundry,a steel hammer striking a heavy iron anvil
Material,metallic,Mechanical,gears,clock tower,brass gears meshing in a precision mechanism
Material,metallic,Mechanical,engine,railway yard,the rhythmic clatter of a diesel locomotive engine
Material,metallic,Mechanical,winch,dockyard,a steel cable ratcheting through a metal pulley
Material,metallic,Mechanical,drill,workshop,a steel drill bit spinning against a metal sheet
Material,metallic,Mechanical,lathe,machine shop,a metal lathe tool shaving a strip of brass
Material,metallic,Mechanical,shutter,warehouse,a heavy steel rolling door hitting a concrete floor
Material,metallic,Mechanical,pump,basement,a water pump vibrating against a metal shelf
Material,metallic,Mechanical,fan,office,the steady whir of metal fan blades
Material,metallic,Mechanical,typewriter,attic,a steel typewriter key striking a metal platen
Material,metallic,Mechanical,sewing machine,loft,a metal needle plate vibrating at high speed
Material,metallic,Mechanical,bicycle,road,a bicycle chain clicking through metal gears
Material,metallic,Mechanical,stapler,library,a metal stapler punching a staple into paper
Material,metallic,Mechanical,lock,vault,a brass key turning in a complex tumbler lock
