category,tag,domain,source,environment,scenario
Darkness,cold,Musical,steel cello,stone crypt,a steel cello string being plucked once in a stone crypt
Darkness,cold,Musical,metal flute,ice cave,a metal flute playing a sustained low note in a limestone ice cave
Darkness,cold,Musical,tubular bell,mountain peak,a single strike on a tubular bell echoing on a frozen mountain peak
Darkness,cold,Musical,piano,ballroom,the low keys of an iron-frame piano being struck in an unheated ballroom
Darkness,cold,Musical,triangle,arctic,a steel triangle being struck once in the middle of a snowy plain
Darkness,cold,Musical,gong,cathedral,a large metal gong being tapped lightly in a cold stone cathedral
Darkness,cold,Musical,harpsichord,basement,a harpsichord playing a slow melody in a damp cellar
Darkness,cold,Musical,violin,forest,a violin playing a long slow note on the g string in a winter forest
Darkness,cold,Musical,chimes,clifftop,metal wind chimes clinking together in a freezing coastal wind
Darkness,cold,Musical,harmonica,tunnel,a harmonica playing a low draw note in a concrete subway tunnel
Darkness,cold,Musical,trumpet,glacier,a trumpet fanfare echoing off the walls of a blue ice glacier
Darkness,cold,Musical,pipe organ,abbey,a pipe organ playing a low pedal note in a drafty stone abbey
Darkness,cold,Musical,zither,attic,a metal-stringed zither being plucked in a frosty attic
Darkness,cold,Musical,cymbals,dock,a pair of brass cymbals clashing in the mist at a winter dock
Darkness,cold,Musical,mandolin,mountain,a mandolin being picked slowly on a rocky mountain ridge
Darkness,cold,Musical,xylophone,cave,a stone xylophone being struck with marble mallets in a cavern
Darkness,cold,Musical,harp,conservatory,the low strings of a harp being plucked in a glass conservatory at night
Darkness,cold,Musical,bells,tower,large iron bells tolling slowly in a high stone tower
Darkness,cold,Mechanical,iron latch,warehouse,a heavy iron latch sliding shut in a refrigerated warehouse
Darkness,cold,Mechanical,gears,observatory,large brass gears turning slowly in a high-altitude observatory
Darkness,cold,Mechanical,chains,shipyard,heavy steel chains being dragged across a frozen metal deck
Darkness,cold,Mechanical,piston,factory,a pneumatic piston firing with a sharp hiss of compressed air in a cold plant
Darkness,cold,Mechanical,crane,dock,a dock crane's metal joints creaking in a freezing sea breeze
Darkness,cold,Mechanical,vault door,bank,a massive steel vault door swinging slowly on its hinges
Darkness,cold,Mechanical,engine,tundra,a diesel engine idling with a rhythmic thrum in the arctic
Darkness,cold,Mechanical,generator,outpost,a large generator humming steadily in a remote snowy outpost
Darkness,cold,Mechanical,conveyor,quarry,a metal conveyor belt moving granite rocks in a winter quarry
Darkness,cold,Mechanical,turbine,dam,a hydroelectric turbine whirring deep inside a concrete dam
Darkness,cold,Mechanical,elevator,shaft,a service elevator's metal cables rattling in a drafty shaft
Darkness,cold,Mechanical,printing press,basement,a vintage printing press cycling slowly in a cool basement
Darkness,cold,Mechanical,ventilation,tunnel,a large metal fan spinning in a subway ventilation shaft
Darkness,cold,Mechanical,drill,mine,a diamond-tipped drill boring into a wall of solid ice
Darkness,cold,Mechanical,pulley,well,a metal bucket hitting the surface of deep water in a stone well
Darkness,cold,Mechanical,clockwork,tower,the heavy iron clockwork of a tower ticking in the winter air
Darkness,cold,Mechanical,lathe,workshop,a metal lathe carving a steel rod in an unheated workshop
Darkness,cold,Mechanical,scales,market,the metal pans of a balance scale clinking in a winter market
Darkness,cold,Environmental,ice,lake,a thick sheet of ice cracking across the surface of a frozen lake
Darkness,cold,Environmental,wind,canyon,wind whistling through a narrow gap in a frozen rock canyon
Darkness,cold,Environmental,hail,valley,large hailstones bouncing off a field of frozen mud
Darkness,cold,Environmental,stream,mountain,a mountain stream rushing under a thin layer of surface ice
Darkness,cold,Environmental,snow,forest,heavy wet snow falling from a pine branch onto a frozen crust
Darkness,cold,Environmental,glacier,arctic,the deep groan of a glacier shifting against a rocky coast
Darkness,cold,Environmental,sleet,rooftop,sleet hitting a slate roof during a winter storm
Darkness,cold,Environmental,frost,morning,frost crystals snapping as a heavy boot steps on frozen grass
Darkness,cold,Environmental,waves,shore,arctic waves crashing against a wall of frozen sea spray
Darkness,cold,Environmental,rocks,tundra,frozen rocks clattering down a slope in a high-altitude desert
Darkness,cold,Environmental,stalactite,cave,a drop of water hitting a frozen pool in a limestone cavern
Darkness,cold,Environmental,avalanche,slope,the low roar of a snow avalanche starting on a mountain
Darkness,cold,Environmental,thunder,plains,a distant roll of thunder across a frozen winter plain
Darkness,cold,Environmental,river,valley,a river full of ice chunks grinding together in a valley
Darkness,cold,Environmental,geyser,arctic,the hiss of steam from a volcanic vent in a snowy field
Darkness,cold,Environmental,breeze,tundra,a stiff breeze rattling dry frozen stalks of tundra grass
Darkness,cold,Environmental,icicles,eaves,a cluster of icicles shattering on a frozen stone patio
Darkness,cold,Environmental,mist,ocean,the low hum of a foghorn through thick freezing mist
Darkness,cold,Organic,boots,glacier,heavy boots crunching through a thick layer of frozen snow
Darkness,cold,Organic,breath,alley,a person shivering and their teeth chattering in a damp alleyway
Darkness,cold,Organic,penguin,ice,a colony of penguins calling out on a frozen shoreline
Darkness,cold,Organic,wolf,forest,a wolf howling in a silent snow-covered forest
Darkness,cold,Organic,bear,den,the low heavy breathing of a bear in a cold winter den
Darkness,cold,Organic,scales,cave,a reptile's scales rasping against a cold wet stone
Darkness,cold,Organic,twigs,woods,frozen twigs snapping under the weight of a heavy animal
Darkness,cold,Organic,claws,lake,an animal's claws scratching at the surface of a frozen pond
Darkness,cold,Organic,beak,tree,a woodpecker drumming on a frozen oak tree trunk
Darkness,cold,Organic,whale,ocean,a whale's song vibrating through freezing deep-sea water
Darkness,cold,Organic,hooves,road,horse hooves trotting on a hard frozen cobblestone street
Darkness,cold,Organic,wings,field,the stiff flutter of a bird's wings in a freezing morning field
Darkness,cold,Organic,stomp,tundra,a heavy foot stomp on a patch of permafrost
Darkness,cold,Organic,bones,cave,dry bones being rattled in a cold limestone cavern
Darkness,cold,Organic,heartbeat,room,the slow steady thumping of a heart in a silent cold room
Darkness,cold,Organic,insects,marsh,the rhythmic clicking of beetles in a cold autumn marsh
Darkness,cold,Organic,bark,yard,the hollow bark of a dog echoing in a frosty night air
Darkness,cold,Organic,hand,stream,a hand splashing in a pool of near-freezing mountain water
Darkness,cold,Domestic,keys,doorway,a bunch of metal keys clinking together in the winter air
Darkness,cold,Domestic,kettle,kitchen,a metal kettle being set down on a cold cast iron stove
Darkness,cold,Domestic,glass,dining room,ice cubes clinking in a heavy glass on a marble table
Darkness,cold,Domestic,door,hallway,a heavy wooden door creaking shut in a drafty hallway
