category,tag,domain,source,environment,scenario
Density/Complexity,sparse,Musical,steel triangle,empty desert,a single strike on a steel triangle echoing across an empty desert
Density/Complexity,sparse,Musical,bass drum,frozen lake,a lone bass drum hit with a soft mallet on a wide frozen lake
Density/Complexity,sparse,Musical,piano,misty meadow,a single middle-c note being pressed once on a piano in a misty meadow
Density/Complexity,sparse,Musical,harp,abandoned factory,a single harp string being plucked and allowed to decay in an abandoned factory
Density/Complexity,sparse,Musical,gong,mountain peak,a small gong being tapped once on a quiet mountain peak
Density/Complexity,sparse,Musical,violin,starlit field,a single violin harmonic being played in a starlit field
Density/Complexity,sparse,Musical,wood block,canyon floor,a single wooden block strike in a deep canyon floor
Density/Complexity,sparse,Musical,flute,limestone cave,a single breathy note from a flute in a large limestone cave
Density/Complexity,sparse,Musical,cymbal,sand dune,a finger cymbal being tapped once on a sand dune
Density/Complexity,sparse,Musical,cello,snowy forest,a single pizzicato note on a cello in a snowy forest
Density/Complexity,sparse,Musical,xylophone,botanical garden,a lone xylophone bar being hit in a quiet botanical garden
Density/Complexity,sparse,Musical,tubular bell,open prairie,a single strike of a tubular bell on an open prairie
Density/Complexity,sparse,Musical,acoustic guitar,clifftop,a single guitar string being plucked on a windy clifftop
Density/Complexity,sparse,Musical,harmonica,farmland,a single short note on a harmonica in an empty farmland
Density/Complexity,sparse,Musical,handpan,subway tunnel,a single resonant hit on a handpan in a subway tunnel
Density/Complexity,sparse,Musical,celesta,observatory,a single celesta note ringing in a quiet observatory
Density/Complexity,sparse,Musical,tambourine,tundra,a single shake of a tambourine jingle in the tundra
Density/Complexity,sparse,Musical,oboe,orchard,a lone oboe note floating through a quiet orchard
Density/Complexity,sparse,Mechanical,clock,vault,a single mechanical tick from a large brass clock in a stone vault
Density/Complexity,sparse,Mechanical,piston,warehouse,a single stroke of a pneumatic piston in a large empty warehouse
Density/Complexity,sparse,Mechanical,camera,photography studio,a single vintage camera shutter firing in a photography studio
Density/Complexity,sparse,Mechanical,relay,server room,a single electrical relay clicking once in a quiet server room
Density/Complexity,sparse,Mechanical,stapler,office,a single staple being pressed into a sheet of paper in an office
Density/Complexity,sparse,Mechanical,metronome,library,a mechanical metronome ticking once in a quiet library
Density/Complexity,sparse,Mechanical,typewriter,study,a single typewriter key hitting the platen in a study
Density/Complexity,sparse,Mechanical,lever,shipyard,a heavy metal lever being thrown once in a shipyard
Density/Complexity,sparse,Mechanical,latch,gate,a small metal latch clicking shut on a garden gate
Density/Complexity,sparse,Mechanical,bell,bicycle,a single ring of a bicycle bell on a quiet suburban street
Density/Complexity,sparse,Mechanical,pulley,barn,a single squeak of a wooden pulley in a quiet barn
Density/Complexity,sparse,Mechanical,winch,dock,a single click of a winch pawl at a harbor dock
Density/Complexity,sparse,Mechanical,gears,watch shop,a single movement of a watch gear in a watchmaker shop
Density/Complexity,sparse,Mechanical,switch,basement,a heavy toggle switch being flipped once in a basement
Density/Complexity,sparse,Mechanical,spring,nursery,a single coil spring bouncing once in a nursery
Density/Complexity,sparse,Mechanical,valves,plant,a single burst of air from a pressure valve in a plant
Density/Complexity,sparse,Mechanical,punch,bindery,a single hole being punched in a sheet of cardstock
Density/Complexity,sparse,Mechanical,hammer,workshop,a single tap of a jeweler's hammer on an anvil
Density/Complexity,sparse,Environmental,water,cave,a single water droplet falling into a deep pool in a cave
Density/Complexity,sparse,Environmental,ice,lake,a single crack forming on the surface of a frozen lake
Density/Complexity,sparse,Environmental,thunder,valley,a single distant thunderclap in a quiet valley
Density/Complexity,sparse,Environmental,twig,forest floor,a single dry twig snapping under a light step in a forest
Density/Complexity,sparse,Environmental,rock,quarry,a single pebble falling and hitting a granite ledge in a quarry
Density/Complexity,sparse,Environmental,rain,greenhouse,a single raindrop hitting a glass pane of a greenhouse
Density/Complexity,sparse,Environmental,leaves,autumn woods,a single dry leaf skittering across a stone path
Density/Complexity,sparse,Environmental,fire,campsite,a single pop of a dry pine needle in a small fire
Density/Complexity,sparse,Environmental,wind,canyon,a single gust of wind whistling through a narrow rock gap
Density/Complexity,sparse,Environmental,hail,car,a single hailstone hitting a car's metal roof
