category,tag,domain,source,environment,scenario
Texture/Smooth,smooth,Musical,cello,courtyard,a cello bow gliding across a resin-coated string with a legato stroke
Texture/Smooth,smooth,Musical,glass harmonica,museum,a glass harmonica being played with a wet fingertip on a rotating bowl
Texture/Smooth,smooth,Musical,flute,garden,a concert flute playing a sustained note in a peaceful botanical garden
Texture/Smooth,smooth,Musical,french horn,cathedral,a sustained melodic phrase on a brass french horn
Texture/Smooth,smooth,Musical,vibraphone,conservatory,a vibraphone note with a slow and steady motor tremolo
Texture/Smooth,smooth,Musical,violin,art gallery,a violin string being bowed with a long and even pressure
Texture/Smooth,smooth,Musical,pipe organ,chapel,the softest flute stop on a pipe organ sounding in a stone nave
Texture/Smooth,smooth,Musical,clarinet,meadow,a clarinet playing a slow descending scale in the open air
Texture/Smooth,smooth,Musical,harp,parlor,a harp glissando performed on nylon strings
Texture/Smooth,smooth,Musical,acoustic guitar,piazza,a fingerstyle melody on a polished cedar guitar
Texture/Smooth,smooth,Musical,singing bowl,shrine,a wooden mallet circling the rim of a brass singing bowl
Texture/Smooth,smooth,Musical,saxophone,club,a breathy tenor saxophone note held at a constant volume
Texture/Smooth,smooth,Musical,bassoon,hall,a low-register legato passage on a wooden bassoon
Texture/Smooth,smooth,Musical,theremin,observatory,a slow pitch slide on an electronic theremin
Texture/Smooth,smooth,Musical,oboe,chamber,a sustained oboe note in a wood-lined rehearsal room
Texture/Smooth,smooth,Musical,marimba,patio,a marimba chord played with extremely soft yarn mallets
Texture/Smooth,smooth,Musical,recorder,classroom,a wooden recorder being blown with a steady and gentle breath
Texture/Smooth,smooth,Mechanical,ball bearings,workshop,a set of steel ball bearings spinning in a greased race
Texture/Smooth,smooth,Mechanical,piston,factory,a hydraulic piston sliding into a polished cylinder
Texture/Smooth,smooth,Mechanical,gears,clock tower,brass gears meshing silently in a well-oiled clock movement
Texture/Smooth,smooth,Mechanical,fan,office,a large ceiling fan blades cutting the air at a low speed
Texture/Smooth,smooth,Mechanical,lathe,workshop,a metal lathe shaving a continuous ribbon of soft aluminum
Texture/Smooth,smooth,Mechanical,turbine,hangar,the steady whir of a jet turbine idling on the tarmac
Texture/Smooth,smooth,Mechanical,shutter,studio,a professional camera lens iris opening and closing
Texture/Smooth,smooth,Mechanical,conveyor,warehouse,a rubber conveyor belt gliding over stainless steel rollers
Texture/Smooth,smooth,Mechanical,winch,harbor,a greased cable winch winding a synthetic rope
Texture/Smooth,smooth,Mechanical,elevator,hotel,the silent movement of an elevator cabin between floors
Texture/Smooth,smooth,Mechanical,sewing machine,loft,the rhythmic and even motion of a modern sewing machine
Texture/Smooth,smooth,Mechanical,pump,pool,the consistent hum of a high-end water filtration pump
Texture/Smooth,smooth,Mechanical,gyroscope,laboratory,a high-speed gyroscope spinning on a friction-less mount
Texture/Smooth,smooth,Mechanical,escapement,shop,the tiny and precise movement of a watch mechanism
Texture/Smooth,smooth,Mechanical,fountain,garden,the quiet hum of a submerged pond pump
Texture/Smooth,smooth,Mechanical,drill,garage,an electric screwdriver spinning at a constant low speed
Texture/Smooth,smooth,Mechanical,tape recorder,study,the silent rotation of reel-to-reel magnetic tape
Texture/Smooth,smooth,Environmental,ice,glacier,wind sliding across the surface of a frozen lake
Texture/Smooth,smooth,Environmental,water,stream,a stream of water flowing over highly polished river stones
Texture/Smooth,smooth,Environmental,sand,desert,sand cascading down the face of a crescent dune
Texture/Smooth,smooth,Environmental,wind,meadow,a steady breeze passing through a field of tall grass
Texture/Smooth,smooth,Environmental,mist,valley,the sound of heavy fog rolling through a mountain pass
Texture/Smooth,smooth,Environmental,leaves,forest,the soft rustle of broad leaves in a gentle air
Texture/Smooth,smooth,Environmental,snow,tundra,a wooden sled runner gliding over a crust of frozen snow
Texture/Smooth,smooth,Environmental,rain,balcony,rainwater flowing through a plastic downspout
Texture/Smooth,smooth,Environmental,thaw,eaves,water dripping into a deep and still puddle
Texture/Smooth,smooth,Environmental,ocean,shore,a gentle tide receding over a flat sandy beach
Texture/Smooth,smooth,Environmental,lava,crater,the slow movement of a molten lava flow
Texture/Smooth,smooth,Environmental,ice,cave,a block of ice sliding across a stone floor
Texture/Smooth,smooth,Environmental,geyser,basin,the quiet bubbling of a thermal mud pot
Texture/Smooth,smooth,Environmental,mud,swamp,a heavy object sinking slowly into soft silt
Texture/Smooth,smooth,Environmental,reeds,marsh,the swaying of cattails in a constant wind
Texture/Smooth,smooth,Environmental,rocks,canyon,river water eroding a smooth channel through sandstone
Texture/Smooth,smooth,Environmental,bubbles,pond,a single large air bubble rising to a still surface
Texture/Smooth,smooth,Organic,purr,living room,the continuous and rhythmic purring of a large cat
Texture/Smooth,smooth,Organic,vocalizations,forest,the long and even cooing of a wood pigeon
Texture/Smooth,smooth,Organic,skin,bedroom,a hand sliding across a sheet of silk fabric
Texture/Smooth,smooth,Organic,heartbeat,chamber,the steady and calm thumping of a resting heart
Texture/Smooth,smooth,Organic,wings,garden,the silent flight of a large owl through the night air
Texture/Smooth,smooth,Organic,breath,nursery,the deep and rhythmic breathing of a sleeping infant
Texture/Smooth,smooth,Organic,scales,desert,a snake sliding over a flat and sun-warmed rock
Texture/Smooth,smooth,Organic,claws,tile floor,a cat's paws walking silently on a marble floor
Texture/Smooth,smooth,Organic,fur,barn,brushing the groomed coat of a horse
Texture/Smooth,smooth,Organic,feathers,aviary,a bird preening its feathers with its beak
Texture/Smooth,smooth,Organic,swallow,kitchen,the sound of a person drinking a glass of water
Texture/Smooth,smooth,Organic,bark,orchard,the slow creak of a willow tree swaying
Texture/Smooth,smooth,Organic,fingers,bathroom,rubbing together two fingertips coated in oil
Texture/Smooth,smooth,Organic,tongue,field,a cow licking a large block of salt
Texture/Smooth,smooth,Organic,hair,dressing room,a brush moving through a head of long straight hair
Texture/Smooth,smooth,Organic,stomp,deck,the even step of a soft-soled shoe on wood
Texture/Smooth,smooth,Organic,hum,hallway,a person humming a single note under their breath
Texture/Smooth,smooth,Domestic,glass,dining room,a crystal glass being filled with filtered water
Texture/Smooth,smooth,Domestic,ceramic,pantry,a porcelain plate sliding across a wooden shelf
Texture/Smooth,smooth,Domestic,curtains,den,velvet drapes being drawn across a metal rod
Texture/Smooth,smooth,Domestic,iron,laundry,a steam iron gliding over a cotton shirt
Texture/Smooth,smooth,Domestic,soap,bathroom,rubbing a wet bar of soap between hands
Texture/Smooth,smooth,Domestic,oil,kitchen,pouring olive oil into a stainless steel pan
Texture/Smooth,smooth,Domestic,rug,foyer,sliding a foot across a polished hardwood floor
Texture/Smooth,smooth,Domestic,cabinet,pantry,a kitchen drawer closing on a soft-close track
Texture/Smooth,smooth,Domestic,blanket,bedroom,the rustle of a heavy satin duvet
Texture/Smooth,smooth,Domestic,spoon,kitchen,a silver spoon stirring a bowl of heavy cream
Texture/Smooth,smooth,Domestic,vacuum,room,the even drone of a vacuum cleaner on a plush carpet
Texture/Smooth,smooth,Domestic,window,attic,a sash window sliding up in its frame
Texture/Smooth,smooth,Domestic,measuring tape,workshop,a metal tape measure retracting into its housing
Texture/Smooth,smooth,Domestic,lid,pantry,unscrewing the metal lid of a glass jar
Texture/Smooth,smooth,Domestic,mirror,bathroom,wiping a damp cloth across a mirror
Texture/Smooth,smooth,Domestic,ice,tumbler,an ice cube melting and shifting in a glass
Texture/Smooth,smooth,Domestic,door,hallway,a solid oak door swinging shut on greased hinges
Texture/Smooth,smooth,Electronic,signal,laboratory,a pure sine wave output from a function generator
Texture/Smooth,smooth,Electronic,synthesizer,studio,a low-pass filter sweep on an analog synthesizer
Texture/Smooth,smooth,Electronic,hum,basement,the steady and even buzz of a modern transformer
Texture/Smooth,smooth,Electronic,modem,office,the continuous hiss of a data transmission
Texture/Smooth,smooth,Electronic,noise,room,a wash of white noise through a high-quality speaker
Texture/Smooth,smooth,Electronic,oscillator,lab,a triangle wave frequency rising at an even rate
Texture/Smooth,smooth,Electronic,relay,server room,the silent operation of a solid-state relay
Texture/Smooth,smooth,Electronic,drone,hallway,the consistent hum of a ventilation system
Texture/Smooth,smooth,Electronic,motor,workshop,the whir of a small electric motor at a constant speed
Texture/Smooth,smooth,Electronic,speaker,loft,a sustained sub-bass note from a large driver
Texture/Smooth,smooth,Electronic,strobe,nightclub,the high-pitched recycle hum of a xenon flash
Texture/Smooth,smooth,Electronic,router,study,the faint whir of a small cooling fan
