category,tag,domain,source,environment,scenario
Texture/Rough,rough,Musical,cello,stone crypt,a rusted metal cello string being bowed in a stone crypt
Texture/Rough,rough,Musical,bassoon,rehearsal hall,a bassoon with a dry splintered reed being played in a hall
Texture/Rough,rough,Musical,drum,alleyway,a wooden drumstick dragging across a rough brick wall
Texture/Rough,rough,Musical,violin,park,a violin bow with coarse hair pulling across a heavy string
Texture/Rough,rough,Musical,tambourine,garden,a tambourine with rusted jingles being shaken in a garden
Texture/Rough,rough,Musical,guitar,desert,a guitar string being plucked with a piece of slate
Texture/Rough,rough,Musical,flute,forest,a wooden flute with a cracked bore being blown in a forest
Texture/Rough,rough,Musical,trumpet,busy street,a brass trumpet playing with a mouth-full of water
Texture/Rough,rough,Musical,snare drum,quarry,a snare drum being struck while covered in gravel
Texture/Rough,rough,Musical,harp,abandoned house,the rusted strings of an old harp being plucked
Texture/Rough,rough,Musical,banjo,farmhouse porch,a banjo being played with a piece of rough sandpaper
Texture/Rough,rough,Musical,saxophone,jazz club,a saxophone being played with a chipped wooden reed
Texture/Rough,rough,Musical,organ,ruined abbey,a pipe organ blowing air through a pipe filled with debris
Texture/Rough,rough,Musical,viola,conservatory,a viola being bowed with a block of coarse unrefined rosin
Texture/Rough,rough,Musical,cymbal,shipyard,a metal cymbal being scraped by a rusted iron nail
Texture/Rough,rough,Musical,recorder,classroom,a plastic recorder being blown through a clogged mouthpiece
Texture/Rough,rough,Musical,piano,saloon,the hammers of a piano hitting strings covered in rusted tacks
Texture/Rough,rough,Musical,bagpipes,highland field,a bagpipe drone vibrating with a loose internal flap
Texture/Rough,rough,Mechanical,iron gear,old mill,a rusted iron gear turning against a stone surface
Texture/Rough,rough,Mechanical,bicycle chain,back lane,an unlubricated bicycle chain grinding on a sprocket
Texture/Rough,rough,Mechanical,conveyor,factory,a metal conveyor belt dragging across a concrete floor
Texture/Rough,rough,Mechanical,pulley,barn,a rusted pulley squeaking as a heavy hemp rope moves
Texture/Rough,rough,Mechanical,manual drill,backyard,a manual drill boring into a block of coarse sandstone
Texture/Rough,rough,Mechanical,metal file,workshop,a metal file being pushed across a rusted pipe
Texture/Rough,rough,Mechanical,lathe,machine shop,a lathe carving a jagged edge on a spinning iron rod
Texture/Rough,rough,Mechanical,steam engine,train station,a steam engine piston rubbing against a dry cylinder
Texture/Rough,rough,Mechanical,crane,dock,a dock crane's metal joints grinding in the salt air
Texture/Rough,rough,Mechanical,cement mixer,construction site,a cement mixer tumbling a load of dry jagged rocks
Texture/Rough,rough,Mechanical,grinding wheel,garage,a stone grinding wheel spinning against a rusted blade
Texture/Rough,rough,Mechanical,ventilator,attic,a ventilator fan with a rusted axle spinning slowly
Texture/Rough,rough,Mechanical,printing press,basement,a vintage printing press cycling with ungreased metal parts
Texture/Rough,rough,Mechanical,pump,well,a hand pump handle rubbing against a rusted iron pin
Texture/Rough,rough,Mechanical,generator,outpost,a diesel generator vibrating against a rough concrete pad
Texture/Rough,rough,Mechanical,saw,sawmill,a circular saw blade hitting a knot in a dry log
Texture/Rough,rough,Mechanical,winch,ship,a metal winch cable fraying as it slides over a drum
Texture/Rough,rough,Mechanical,hinge,dungeon,a massive iron hinge dragging across a stone floor
Texture/Rough,rough,Environmental,boulder,canyon,a heavy boulder scraping over a bed of dry shale
Texture/Rough,rough,Environmental,ice,lake,two sheets of ice grinding together in a frozen lake
Texture/Rough,rough,Environmental,wind,desert,wind blowing sand against the surface of a rusted sign
Texture/Rough,rough,Environmental,rockslide,mountain,a rockslide of jagged limestone cascading down a slope
Texture/Rough,rough,Environmental,waves,rocky coast,waves dragging large pebbles over a rough granite ledge
Texture/Rough,rough,Environmental,thunder,plains,a low-frequency roll of thunder across a parched landscape
Texture/Rough,rough,Environmental,glacier,arctic,the sound of a glacier scraping over a bed of volcanic rock
Texture/Rough,rough,Environmental,sandstorm,dune,sand grains blasting against a piece of weathered driftwood
Texture/Rough,rough,Environmental,river,gorge,a river pushing heavy silt and stones through a narrow gap
Texture/Rough,rough,Environmental,leaves,autumn forest,dry crunchy leaves being dragged across a paved path
Texture/Rough,rough,Environmental,fire,hearth,a fire burning through thick bark on a dry oak log
Texture/Rough,rough,Environmental,lava,volcano,the sound of cooling lava crusts rubbing together
Texture/Rough,rough,Environmental,mist,swamp,wind moving through a thicket of dry dead branches
Texture/Rough,rough,Environmental,hail,carport,hailstones bouncing off a rusted corrugated metal roof
