category,tag,domain,source,environment,scenario
Space/Dimension,wide,Musical,orchestra,stadium,a full symphony orchestra playing a massive chord in a concrete stadium
Space/Dimension,wide,Musical,pipe organ,cathedral,a pipe organ sounding all registers in a vast stone cathedral
Space/Dimension,wide,Musical,cymbals,canyon,a pair of orchestral cymbals clashing at the rim of a deep canyon
Space/Dimension,wide,Musical,taiko drums,valley,a group of taiko drummers performing in a wide mountain valley
Space/Dimension,wide,Musical,grand piano,ballroom,a grand piano being played with the lid fully open in a marble ballroom
Space/Dimension,wide,Musical,brass band,town square,a large brass band playing a fanfare in a wide cobblestone square
Space/Dimension,wide,Musical,gong,temple,a large bronze gong vibrating in an expansive mountain temple
Space/Dimension,wide,Musical,bagpipes,highlands,bagpipes echoing across a wide misty highland landscape
Space/Dimension,wide,Musical,timpani,concert hall,timpani drums being struck during a crescendo in a large hall
Space/Dimension,wide,Musical,choir,abbey,a hundred-person choir singing a long chord in a stone abbey
Space/Dimension,wide,Musical,harp,conservatory,a harp arpeggio ringing out in a large glass botanical garden
Space/Dimension,wide,Musical,carillon,city center,a carillon of bells ringing from a high tower over a city
Space/Dimension,wide,Musical,didgeridoo,outback,a didgeridoo drone vibrating across a wide desert plain
Space/Dimension,wide,Musical,electric guitar,arena,an electric guitar playing a sustained note through a large arena stack
Space/Dimension,wide,Musical,marching band,parade ground,a marching band playing a rhythmic cadence in an open field
Space/Dimension,wide,Musical,synthesizer,hangar,a synthesizer playing a lush pad in an empty aircraft hangar
Space/Dimension,wide,Musical,handpans,quarry,three handpans being played together in a wide limestone quarry
Space/Dimension,wide,Musical,cello ensemble,cellar,a section of cellos playing a low melody in a massive vaulted cellar
Space/Dimension,wide,Musical,tubular bells,belfry,tubular bells being struck in a high open-air belfry
Space/Dimension,wide,Musical,drums,clifftop,a full drum kit being played on a clifftop overlooking the ocean
Space/Dimension,wide,Mechanical,jet engine,tarmac,a jet engine roaring during takeoff on an expansive runway
Space/Dimension,wide,Mechanical,turbine,hydroelectric plant,a massive water turbine humming in a cavernous power plant
Space/Dimension,wide,Mechanical,factory line,warehouse,a massive automated assembly line whirring in a giant warehouse
Space/Dimension,wide,Mechanical,steam whistle,shipyard,a large steam whistle blowing from a ship in a wide harbor
Space/Dimension,wide,Mechanical,crane,construction site,a heavy-duty crane engine revving in a large open construction site
Space/Dimension,wide,Mechanical,printing press,newspaper cellar,a massive offset printing press running in a wide industrial cellar
Space/Dimension,wide,Mechanical,generator,field,a large industrial generator humming in a wide open farmland
Space/Dimension,wide,Mechanical,train,valley,a heavy freight engine thundering through a wide mountain valley
Space/Dimension,wide,Mechanical,ventilation fan,tunnel,a massive exhaust fan whirring in a long traffic tunnel
Space/Dimension,wide,Mechanical,piston,foundry,massive industrial pistons cycling in a large steel foundry
Space/Dimension,wide,Mechanical,winch,dock,a heavy winch pulling a steel cable across an expansive dockside
Space/Dimension,wide,Mechanical,conveyor,mine,a long rubber conveyor belt moving ore through a wide mine gallery
Space/Dimension,wide,Mechanical,boiler,hotel,a massive steam boiler rumbling in a large hotel basement
Space/Dimension,wide,Mechanical,siren,rooftop,a mechanical air-raid siren spinning up on a city rooftop
Space/Dimension,wide,Mechanical,hammer,shipyard,a pneumatic power hammer striking steel in an open shipyard
Space/Dimension,wide,Mechanical,compactor,landfill,a heavy trash compactor operating in a wide open landfill
Space/Dimension,wide,Mechanical,propeller,ocean,a large ship propeller churning the water in the open sea
Space/Dimension,wide,Mechanical,drill,quarry,a massive rock drill impacting a granite face in an open quarry
Space/Dimension,wide,Mechanical,shredder,recycling center,an industrial shredder crushing cars in a wide outdoor lot
Space/Dimension,wide,Mechanical,lathe,machine shop,a heavy industrial lathe turning steel in a large open shop
Space/Dimension,wide,Environmental,thunder,prairie,a massive roll of thunder across an open grassy prairie
Space/Dimension,wide,Environmental,ocean waves,beach,heavy waves crashing along a wide sandy coastline
Space/Dimension,wide,Environmental,wind,canyon,a howling wind blowing through a deep sandstone canyon
Space/Dimension,wide,Environmental,waterfall,gorge,a massive waterfall plunging into a wide rocky pool
Space/Dimension,wide,Environmental,avalanche,mountain range,the distant roar of a snow avalanche sliding down a mountain
Space/Dimension,wide,Environmental,fire,wildfire,the roar of a large forest fire moving through a wide valley
Space/Dimension,wide,Environmental,earthquake,rift,the deep groaning of the earth during a tectonic shift in a valley
Space/Dimension,wide,Environmental,volcano,crater,the bubbling and roaring of a lava lake in a wide crater
Space/Dimension,wide,Environmental,river,floodplain,a wide flooded river rushing over its banks in a valley
Space/Dimension,wide,Environmental,sandstorm,desert,a constant blast of sand against rocks in a wide desert
Space/Dimension,wide,Environmental,geyser,basin,a geyser erupting with a high-pressure jet in an open basin
Space/Dimension,wide,Environmental,storm,ocean,a heavy storm with wind and rain on the open ocean
Space/Dimension,wide,Environmental,glacier,ice field,the internal groaning of a massive glacier in the arctic
Space/Dimension,wide,Environmental,leaves,autumn forest,millions of dry leaves rustling in a wide deciduous forest
Space/Dimension,wide,Environmental,landslide,ravine,a mass of earth and rocks falling into a wide ravine
Space/Dimension,wide,Environmental,tide,estuary,the deep surge of an incoming tide into a wide estuary
Space/Dimension,wide,Environmental,iceberg,ocean,a massive iceberg calving and hitting the open water
Space/Dimension,wide,Environmental,trees,pine forest,a windstorm moving the canopy of a wide pine forest
Space/Dimension,wide,Environmental,rain,lake,heavy rain hitting the surface of a large open lake
Space/Dimension,wide,Environmental,steam,volcanic field,steam venting from multiple fissures across a wide field
Space/Dimension,wide,Organic,buffalo,plains,a herd of thousands of buffalo stampeding across the plains
Space/Dimension,wide,Organic,birds,rainforest,the overlapping calls of a bird colony in a wide jungle canopy
Space/Dimension,wide,Organic,lion,savanna,a lion's roar echoing across the wide grassy savanna
Space/Dimension,wide,Organic,whale,ocean,a blue whale singing in the depths of the open ocean
Space/Dimension,wide,Organic,gorillas,jungle,several gorillas beating their chests in a wide rainforest clearing
Space/Dimension,wide,Organic,cicadas,orchard,the collective buzzing of thousands of cicadas in a wide orchard
Space/Dimension,wide,Organic,wolves,tundra,a pack of wolves howling across a wide arctic tundra
Space/Dimension,wide,Organic,frogs,marsh,the overlapping croaking of a frog colony in a wide marsh
Space/Dimension,wide,Organic,elephant,savanna,an elephant rumbling in a wide acacia-dotted plain
Space/Dimension,wide,Organic,wings,cliff,the collective flapping of a thousand birds leaving a sea cliff
Space/Dimension,wide,Organic,bees,meadow,the hum of a massive swarm of bees in a wide wildflower meadow
Space/Dimension,wide,Organic,hooves,race track,a pack of horses galloping on a wide dirt track
Space/Dimension,wide,Organic,shouting,stadium,the roar of a crowd in a large open sports stadium
Space/Dimension,wide,Organic,crickets,field,the rhythmic chirping of millions of crickets in a wide field
Space/Dimension,wide,Organic,pigeons,plaza,a massive flock of pigeons taking flight in a wide stone plaza
Space/Dimension,wide,Organic,monkeys,jungle,a troop of monkeys calling out in a wide jungle valley
Space/Dimension,wide,Organic,alligators,swamp,the low-frequency bellowing of alligators in a wide swamp
Space/Dimension,wide,Organic,heartbeat,stadium,a human heartbeat amplified over a stadium sound system
Space/Dimension,wide,Organic,footsteps,hall,the echo of footsteps in a massive marble entrance hall
Space/Dimension,wide,Organic,snoring,dormitory,the collective snoring of many people in a large open room
Space/Dimension,wide,Domestic,door,mansion,a heavy oak door slamming shut in a wide stone foyer
Space/Dimension,wide,Domestic,rug,backyard,a large heavy rug being beaten in a wide open backyard
Space/Dimension,wide,Domestic,vacuum,hallway,an industrial vacuum running in a wide tiled corridor
Space/Dimension,wide,Domestic,fireplace,lodge,the roar of a large fire in a wide stone hearth in a lodge
Space/Dimension,wide,Domestic,curtains,theater,massive velvet stage curtains being drawn in a wide theater
Space/Dimension,wide,Domestic,dishes,kitchen,the clatter of a large commercial kitchen during a busy shift
Space/Dimension,wide,Domestic,wardrobe,bedroom,a massive wooden wardrobe being moved in a large bedroom
Space/Dimension,wide,Domestic,shutter,outside,a heavy window shutter banging against a brick wall in a storm
Space/Dimension,wide,Domestic,trunk,attic,a heavy steamer trunk being dragged across a wide attic floor
Space/Dimension,wide,Domestic,suitcase,lobby,a heavy suitcase being dropped onto a wide marble floor
Space/Dimension,wide,Domestic,washing machine,basement,the thumping of a laundry machine in a large open basement
Space/Dimension,wide,Domestic,radiator,apartment,the hissing and thumping of a radiator in a large open-plan loft
Space/Dimension,wide,Domestic,garbage can,alleyway,a heavy plastic bin being dragged down a wide alley
Space/Dimension,wide,Domestic,stove,kitchen,a professional gas range igniting with a wide woosh
Space/Dimension,wide,Domestic,bookshelf,library,a massive bookshelf creaking in a large vaulted library
Space/Dimension,wide,Domestic,bathtub,bathroom,water splashing in a large cast iron tub in a wide bathroom
Space/Dimension,wide,Domestic,ironing,laundry room,a steam iron discharging a large burst of steam in a wide room
Space/Dimension,wide,Domestic,chair,ballroom,a wooden chair being dragged across an expansive ballroom floor
Space/Dimension,wide,Domestic,fan,veranda,a large wooden ceiling fan whirring on a wide tropical veranda
Space/Dimension,wide,Domestic,mop,hallway,a wet mop hitting the floor in a long wide corridor
Space/Dimension,wide,Electronic,transformer,substation,the deep hum of a power transformer in a wide substation
Space/Dimension,wide,Electronic,subwoofer,nightclub,the low-frequency throb of a subwoofer in a large empty club
Space/Dimension,wide,Electronic,arc,factory,an industrial arc welder buzzing in a wide steel factory
Space/Dimension,wide,Electronic,server,data center,thousands of cooling fans humming in a wide server room
Space/Dimension,wide,Electronic,generator,site,a large diesel generator thrumming in a wide construction lot
Space/Dimension,wide,Electronic,static,radio room,the roar of radio static in a large broadcasting booth
Space/Dimension,wide,Electronic,hum,basement,the low hum of an electrical panel in a wide concrete cellar
Space/Dimension,wide,Electronic,fan,tunnel,a massive electric exhaust fan humming in a wide traffic tunnel
Space/Dimension,wide,Electronic,induction,kitchen,the hum of an induction cooktop in a large commercial kitchen
Space/Dimension,wide,Electronic,plasma,museum,the crackle of a large Tesla coil in a wide science museum
Space/Dimension,wide,Electronic,ups,office,the drone of a large uninterruptible power supply in a wide office
Space/Dimension,wide,Electronic,mains,utility room,the vibration of a main electrical panel in a large room
Space/Dimension,wide,Electronic,oscillator,lab,several oscillators playing a dense drone in a wide laboratory
Space/Dimension,wide,Electronic,taser,yard,an electronic taser arcing in a wide training yard
Space/Dimension,wide,Electronic,drone,park,a drone performing high-speed maneuvers in a wide open park
Space/Dimension,wide,Electronic,monitor,attic,the high-pitched whine of multiple old TVs in a wide attic
Space/Dimension,wide,Electronic,modem,study,the screeching of a dial-up modem in a large open-plan study
Space/Dimension,wide,Electronic,speaker,arena,a large speaker array playing a test tone in a wide arena
Space/Dimension,wide,Electronic,relay,closet,a bank of industrial relays clicking in a wide control room
Space/Dimension,wide,Electronic,magnet,scrapyard,the hum of a large electromagnet in a wide industrial yard
Space/Dimension,narrow,Musical,flute,ventilation duct,a piccolo playing a sharp melody inside a narrow metal duct
Space/Dimension,narrow,Musical,music box,tin,a small music box playing inside a narrow metal tobacco tin
Space/Dimension,narrow,Musical,harmonica,pipe,a harmonica being played through a narrow pvc pipe
Space/Dimension,narrow,Musical,drum,closet,a snare drum being struck inside a narrow walk-in closet
Space/Dimension,narrow,Musical,recorder,tube,a plastic recorder playing a high note inside a narrow mailing tube
Space/Dimension,narrow,Musical,triangle,cabinet,a steel triangle being struck inside a narrow wooden cabinet
Space/Dimension,narrow,Musical,tambourine,corner,a tambourine being shaken in a narrow corner of a room
Space/Dimension,narrow,Musical,glockenspiel,box,a glockenspiel bar being struck inside a narrow cardboard box
Space/Dimension,narrow,Musical,zither,drawer,a single zither string being plucked inside a narrow desk drawer
Space/Dimension,narrow,Musical,ukulele,pantry,a ukulele being strummed inside a narrow food pantry
Space/Dimension,narrow,Musical,kalimba,jar,a small kalimba being played inside a narrow glass jar
Space/Dimension,narrow,Musical,kazoo,hallway,a kazoo being blown in a narrow apartment hallway
Space/Dimension,narrow,Musical,metronome,case,a mechanical metronome ticking inside a narrow violin case
Space/Dimension,narrow,Musical,chimes,gap,small metal chimes hanging in a narrow gap between two buildings
Space/Dimension,narrow,Musical,whistle,stairwell,a slide whistle being played in a narrow concrete stairwell
Space/Dimension,narrow,Musical,banjo,alcove,a banjo being strummed in a narrow stone alcove
Space/Dimension,narrow,Musical,mandolin,closet,a mandolin being picked inside a narrow clothes closet
Space/Dimension,narrow,Musical,clappers,tube,wooden clappers being struck inside a narrow cardboard tube
Space/Dimension,narrow,Musical,pan flute,crevice,a pan flute being played near a narrow rock crevice
Space/Dimension,narrow,Musical,jew's harp,booth,a jew's harp vibrating in a narrow telephone booth
Space/Dimension,narrow,Mechanical,watch,tin,a mechanical wrist watch ticking inside a narrow metal tin
Space/Dimension,narrow,Mechanical,relay,junction box,a small electronic relay clicking inside a narrow metal box
Space/Dimension,narrow,Mechanical,motor,tube,a small electric motor whirring inside a narrow plastic tube
Space/Dimension,narrow,Mechanical,gears,housing,tiny brass gears clicking inside a narrow metal housing
Space/Dimension,narrow,Mechanical,typewriter,cubicle,a typewriter key striking the paper in a narrow office cubicle
Space/Dimension,narrow,Mechanical,stapler,cabinet,a stapler being used inside a narrow metal filing cabinet
Space/Dimension,narrow,Mechanical,camera,box,a camera shutter clicking inside a narrow wooden box
Space/Dimension,narrow,Mechanical,drill,pipe,a small hand drill boring into a narrow copper pipe
Space/Dimension,narrow,Mechanical,pulleys,shaft,small pulleys squeaking inside a narrow elevator shaft
Space/Dimension,narrow,Mechanical,fan,case,a small cooling fan whirring inside a narrow computer case
Space/Dimension,narrow,Mechanical,winch,compartment,a small winch ratcheting inside a narrow boat compartment
Space/Dimension,narrow,Mechanical,lathe,enclosure,a small lathe turning a plastic rod inside a narrow enclosure
Space/Dimension,narrow,Mechanical,pump,casing,a small water pump vibrating inside a narrow metal casing
Space/Dimension,narrow,Mechanical,lock,cavity,a key turning in a lock inside a narrow wall cavity
Space/Dimension,narrow,Mechanical,shredder,slot,a paper shredder pulling a sheet through its narrow slot
Space/Dimension,narrow,Mechanical,switch,panel,a toggle switch being flipped on a narrow control panel
Space/Dimension,narrow,Mechanical,sewing machine,nook,a sewing machine running in a narrow sewing nook
Space/Dimension,narrow,Mechanical,solenoid,valve,a small solenoid clicking inside a narrow valve body
Space/Dimension,narrow,Mechanical,projector,booth,a slide projector fan whirring in a narrow projection booth
Space/Dimension,narrow,Mechanical,timer,pantry,a mechanical egg timer ticking in a narrow pantry
Space/Dimension,narrow,Environmental,wind,crack,wind whistling through a narrow crack in a window frame
Space/Dimension,narrow,Environmental,water,gutter,rainwater rushing through a narrow metal roof gutter
Space/Dimension,narrow,Environmental,fire,chimney,a fire crackling inside a narrow brick chimney flue
Space/Dimension,narrow,Environmental,ice,crevice,thin ice cracking inside a narrow rock crevice
Space/Dimension,narrow,Environmental,pebble,pipe,a pebble rattling as it falls through a narrow metal pipe
Space/Dimension,narrow,Environmental,steam,vent,steam hissing through a narrow fissure in a rock
Space/Dimension,narrow,Environmental,rain,downspout,heavy rain splashing inside a narrow plastic downspout
Space/Dimension,narrow,Environmental,sand,crack,sand grains trickling through a narrow gap in a wall
Space/Dimension,narrow,Environmental,leaves,gutter,dry leaves rustling inside a narrow drainage gutter
Space/Dimension,narrow,Environmental,thaw,pipe,water dripping from a thawing pipe in a narrow crawlspace
Space/Dimension,narrow,Environmental,reeds,gap,dry reeds clattering in a narrow gap between two fences
Space/Dimension,narrow,Environmental,gravel,tube,fine gravel being poured through a narrow cardboard tube
Space/Dimension,narrow,Environmental,mist,fissure,freezing mist hissing through a narrow mountain fissure
Space/Dimension,narrow,Environmental,roots,crack,a tree root snapping inside a narrow crack in a sidewalk
Space/Dimension,narrow,Environmental,geyser,vent,the gurgling of water deep inside a narrow geothermal vent
Space/Dimension,narrow,Environmental,snow,gap,snow sliding through a narrow gap in a roof
Space/Dimension,narrow,Environmental,pebbles,crack,small stones grinding together in a narrow rock crack
Space/Dimension,narrow,Environmental,lava,tube,the bubbling of magma inside a narrow volcanic tube
Space/Dimension,narrow,Environmental,hail,vent,hailstones hitting a narrow metal ventilation cap
Space/Dimension,narrow,Environmental,mud,hole,a gas bubble popping in a narrow mud hole
Space/Dimension,narrow,Organic,cricket,reed,a cricket chirping inside a narrow hollow reed
Space/Dimension,narrow,Organic,mouse,wall,a mouse scratching inside a narrow wall cavity
Space/Dimension,narrow,Organic,insect,shell,an insect buzzing inside a narrow spiral seashell
Space/Dimension,narrow,Organic,breathing,mask,heavy breathing heard inside a narrow oxygen mask
Space/Dimension,narrow,Organic,fingernails,crack,fingernails scratching inside a narrow wooden crack
Space/Dimension,narrow,Organic,bee,flower,a bumblebee buzzing inside a narrow foxglove flower
Space/Dimension,narrow,Organic,beak,hole,a bird's beak tapping inside a narrow tree hole
Space/Dimension,narrow,Organic,tongue,mouth,a person making a clicking sound with their tongue in a closed mouth
Space/Dimension,narrow,Organic,wings,box,a moth fluttering its wings inside a narrow cardboard box
Space/Dimension,narrow,Organic,talons,crevice,an eagle's talons scraping inside a narrow rock crevice
Space/Dimension,narrow,Organic,bones,tube,small bird bones rattling inside a narrow glass tube
Space/Dimension,narrow,Organic,scales,gap,a snake's scales rasping in a narrow gap under a porch
Space/Dimension,narrow,Organic,shiver,sleeping bag,a person shivering inside a narrow mummy sleeping bag
Space/Dimension,narrow,Organic,chatter,burrow,a squirrel chattering inside a narrow dirt burrow
Space/Dimension,narrow,Organic,grunt,tunnel,a person grunting while crawling through a narrow tunnel
Space/Dimension,narrow,Organic,munching,hollow,a rodent chewing on a nut inside a narrow hollow log
Space/Dimension,narrow,Organic,tail,burrow,a rabbit's tail thumping in a narrow underground burrow
Space/Dimension,narrow,Organic,heartbeat,stethoscope,a heartbeat heard through a narrow stethoscope tube
Space/Dimension,narrow,Organic,footsteps,alley,the sound of footsteps in a narrow stone alleyway
Space/Dimension,narrow,Organic,snore,tent,a person snoring inside a narrow one-man tent
Space/Dimension,narrow,Domestic,kettle,kitchen,a tea kettle whistling in a narrow apartment kitchen
Space/Dimension,narrow,Domestic,zipper,closet,a metal zipper being pulled up in a narrow clothes closet
Space/Dimension,narrow,Domestic,keys,pantry,a set of keys jingling in a narrow food pantry
Space/Dimension,narrow,Domestic,scissors,box,scissors snipping inside a narrow cardboard box
Space/Dimension,narrow,Domestic,stapler,drawer,a stapler being used inside a narrow desk drawer
Space/Dimension,narrow,Domestic,light switch,closet,a plastic light switch being flipped in a narrow closet
Space/Dimension,narrow,Domestic,coins,jar,coins clinking inside a narrow glass mason jar
Space/Dimension,narrow,Domestic,spoon,mug,a metal spoon hitting the side of a narrow ceramic mug
Space/Dimension,narrow,Domestic,ice,glass,ice cubes clinking in a narrow champagne flute
Space/Dimension,narrow,Domestic,can,shelf,a tin can being set down on a narrow wooden shelf
Space/Dimension,narrow,Domestic,spray can,cupboard,an aerosol can being sprayed inside a narrow cupboard
Space/Dimension,narrow,Domestic,bottle,rack,a wine bottle being slid into a narrow wooden rack
Space/Dimension,narrow,Domestic,needle,tube,a sewing needle being dropped into a narrow metal tube
Space/Dimension,narrow,Domestic,whistle,hallway,a metal pea whistle being blown in a narrow hallway
Space/Dimension,narrow,Domestic,button,jar,a plastic button falling into a narrow glass jar
Space/Dimension,narrow,Domestic,tweezers,case,metal tweezers being snapped shut inside a narrow case
Space/Dimension,narrow,Domestic,jewelry,box,a metal necklace being dropped into a narrow jewelry box
Space/Dimension,narrow,Domestic,pen,holder,a pen being dropped into a narrow ceramic holder
Space/Dimension,narrow,Domestic,curtain,rod,a curtain ring sliding across a narrow metal rod
Space/Dimension,narrow,Domestic,matches,box,a match being struck inside a narrow cardboard box
Space/Dimension,narrow,Electronic,earpiece,headset,a small speaker buzzing inside a narrow plastic headset
Space/Dimension,narrow,Electronic,relay,panel,a small electronic relay clicking inside a narrow control panel
Space/Dimension,narrow,Electronic,buzzer,watch,a tiny piezo buzzer beeping inside a narrow wrist watch
