category,tag,domain,source,environment,scenario
Emotional/Subjective,haunting,Musical,cello,cistern,a single cello note decaying in a flooded stone cistern
Emotional/Subjective,haunting,Musical,flute,mountain pass,a wooden flute melody drifting through a misty mountain pass
Emotional/Subjective,haunting,Musical,piano,hospital,a solitary piano key sustaining in an abandoned hospital ward
Emotional/Subjective,haunting,Musical,pipe organ,cathedral,a pipe organ pedal note vibrating in a dark stone cathedral
Emotional/Subjective,haunting,Musical,harp,ruin,a harp string being plucked once in a roofless stone abbey
Emotional/Subjective,haunting,Musical,violin,tunnel,a violin playing a slow vibrato in a vaulted concrete tunnel
Emotional/Subjective,haunting,Musical,bell,ghost town,a heavy iron bell tolling once in a deserted mountain town
Emotional/Subjective,haunting,Musical,harmonica,swamp,a harmonica blowing a low note in a foggy bayou
Emotional/Subjective,haunting,Musical,chimes,cliffs,metal wind chimes clashing on a porch over a dark ocean
Emotional/Subjective,haunting,Musical,zither,attic,a zither string being plucked in a dusty forgotten attic
Emotional/Subjective,haunting,Musical,gong,cavern,a large gong shimmering in the depths of a limestone cave
Emotional/Subjective,haunting,Musical,trumpet,valley,a distant trumpet fanfare echoing in a snowy valley
Emotional/Subjective,haunting,Musical,lute,cellar,a lute string being plucked in a damp wine cellar
Emotional/Subjective,haunting,Musical,celesta,fairground,a celesta playing a slow tune in an overgrown fairground
Emotional/Subjective,haunting,Musical,didgeridoo,canyon,a didgeridoo drone vibrating in a deep desert canyon
Emotional/Subjective,haunting,Musical,singing saw,woods,a singing saw being bowed in a moonlit forest
Emotional/Subjective,haunting,Musical,tambourine,meadow,a tambourine jingle rattling in a cemetery at night
Emotional/Subjective,haunting,Musical,oboe,orchard,an oboe playing a melancholic trill in a dead orchard
Emotional/Subjective,haunting,Mechanical,windmill,desert,a rusty windmill blade creaking in a dry desert wind
Emotional/Subjective,haunting,Mechanical,clock,tower,the slow rhythmic ticking of a clock in an empty stone tower
Emotional/Subjective,haunting,Mechanical,loom,cottage,a wooden loom clacking in a dark thatched cottage
Emotional/Subjective,haunting,Mechanical,steam engine,station,a steam engine hissing in a foggy railway yard
Emotional/Subjective,haunting,Mechanical,winch,shipwreck,a rusty winch cable groaning on a beached ship
