category,tag,domain,source,environment,scenario
Modulation/Movement,vibrating,Musical,tuning fork,workshop,a steel tuning fork being struck and held against a wooden workbench
Modulation/Movement,vibrating,Musical,violin string,recording studio,a thick violin string being bowed with heavy pressure in a studio
Modulation/Movement,vibrating,Musical,snare wires,gymnasium,the metal wires under a snare drum rattling after a loud bass hit
Modulation/Movement,vibrating,Musical,piano string,parlor,a low piano string oscillating after being struck with the damper off
Modulation/Movement,vibrating,Musical,cello body,chapel,the wooden shell of a cello resonating during a sustained low note
Modulation/Movement,vibrating,Musical,reed,conservatory,the wooden reed of a bassoon shaking during a low chalumeau note
Modulation/Movement,vibrating,Musical,cymbal,garage,a large crash cymbal trembling on its stand after a soft strike
Modulation/Movement,vibrating,Musical,gong,temple,the surface of a bronze gong shivering after a mallet hit
Modulation/Movement,vibrating,Musical,organ pipe,cathedral,the air column inside a massive metal organ pipe shaking the floor
Modulation/Movement,vibrating,Musical,acoustic guitar,porch,the wooden soundboard of a guitar humming during a power chord
Modulation/Movement,vibrating,Musical,mouth harp,meadow,a metal mouth harp being plucked and held against the teeth
Modulation/Movement,vibrating,Musical,harmonica,campsite,the internal brass plates of a harmonica rattling during a heavy draw
Modulation/Movement,vibrating,Musical,marimba,hall,a low wooden bar of a marimba shaking after a soft mallet strike
Modulation/Movement,vibrating,Musical,tambourine,marketplace,the metal jingles of a tambourine humming after a sharp slap
Modulation/Movement,vibrating,Musical,sitar,courtyard,the sympathetic strings of a sitar buzzing in a stone courtyard
Modulation/Movement,vibrating,Musical,didgeridoo,outback,the wooden walls of a didgeridoo shaking during a deep drone
Modulation/Movement,vibrating,Musical,trumpet,stadium,the brass bell of a trumpet trembling during a loud high note
Modulation/Movement,vibrating,Musical,handpan,subway,the steel shell of a handpan resonating with a steady hum
Modulation/Movement,vibrating,Mechanical,engine block,garage,a heavy diesel engine block shaking while idling in a garage
Modulation/Movement,vibrating,Mechanical,sewing machine,nursery,a vintage sewing machine table shaking as the needle moves
Modulation/Movement,vibrating,Mechanical,electric sander,workshop,a handheld sander running against a loose plywood sheet
Modulation/Movement,vibrating,Mechanical,compressor,shed,an air compressor thrumming on a thin metal floor in a shed
Modulation/Movement,vibrating,Mechanical,pneumatic drill,city street,a jackhammer handle shaking in the hands of a worker
Modulation/Movement,vibrating,Mechanical,fan,office,a small electric desk fan buzzing on a hollow wooden desk
Modulation/Movement,vibrating,Mechanical,lathe,machine shop,a metal lathe bed humming as it carves a steel rod
Modulation/Movement,vibrating,Mechanical,washing machine,laundry room,a washing machine drum shaking during a high-speed spin cycle
Modulation/Movement,vibrating,Mechanical,pager,waiting room,a small pager motor spinning against a plastic tabletop
Modulation/Movement,vibrating,Mechanical,turbine,power plant,a large steam turbine casing humming in a power station
Modulation/Movement,vibrating,Mechanical,piston,tractor,a heavy metal piston rod clattering in its housing on a farm
Modulation/Movement,vibrating,Mechanical,conveyor,warehouse,a rubber conveyor belt rollers humming in a distribution center
Modulation/Movement,vibrating,Mechanical,shutter,house,a metal window shutter rattling in its track during a windstorm
Modulation/Movement,vibrating,Mechanical,winch,dockyard,a winch motor humming as it maintains tension on a cable
Modulation/Movement,vibrating,Mechanical,pump,well house,a water pump motor thrumming in a concrete well house
Modulation/Movement,vibrating,Mechanical,drill bit,shipyard,a long metal drill bit shaking as it enters a steel plate
Modulation/Movement,vibrating,Mechanical,typewriter,library,the metal frame of a typewriter humming as the keys are hit
Modulation/Movement,vibrating,Mechanical,gears,watch shop,the fast internal oscillation of a balance wheel in a watch
Modulation/Movement,vibrating,Environmental,ground,valley,the ground shaking during a low-frequency thunder roll in a valley
Modulation/Movement,vibrating,Environmental,wire fence,prairie,a taut wire fence humming in a steady prairie wind
Modulation/Movement,vibrating,Environmental,ice,lake,a thick sheet of lake ice groaning and trembling in the wind
Modulation/Movement,vibrating,Environmental,leaves,forest,a dense canopy of leaves rustling and shaking in a storm
Modulation/Movement,vibrating,Environmental,air,canyon,the air in a narrow canyon humming during a distant rockfall
Modulation/Movement,vibrating,Environmental,mud,geothermal park,the surface of a thick mudpot shaking before a bubble pops
Modulation/Movement,vibrating,Environmental,sand,desert,a metal signpost humming as sandblasts hit it in a desert
Modulation/Movement,vibrating,Environmental,thaw,arctic,an iceberg groaning and trembling before calving into the sea
Modulation/Movement,vibrating,Environmental,water,waterfall,the rocks behind a massive waterfall shaking from the impact
Modulation/Movement,vibrating,Environmental,tree,woods,a large pine tree trunk creaking and shaking in a gale
Modulation/Movement,vibrating,Environmental,fire,campsite,the air around a large bonfire humming with heat and draft
Modulation/Movement,vibrating,Environmental,geyser,basin,the ground near a geyser trembling before an eruption
Modulation/Movement,vibrating,Environmental,reeds,marsh,dry marsh reeds shivering in a sharp winter breeze
Modulation/Movement,vibrating,Environmental,rocks,slope,a pile of loose slate chips sliding and rattling down a hill
Modulation/Movement,vibrating,Environmental,bamboo,grove,hollow bamboo stalks knocking and humming in a wind
Modulation/Movement,vibrating,Environmental,thunder,mountain,the low-frequency vibration of thunder felt through a stone ledge
Modulation/Movement,vibrating,Environmental,rain,tin roof,a corrugated tin roof humming under a heavy downpour
Modulation/Movement,vibrating,Environmental,mist,fjord,the low-frequency hiss of high-pressure mist in a narrow pass
Modulation/Movement,vibrating,Organic,bee,meadow,a large honeybee buzzing inside a hollow flower petal
Modulation/Movement,vibrating,Organic,cat,living room,a large cat purring deeply while resting on a wooden floor
Modulation/Movement,vibrating,Organic,vocal cords,bedroom,a person humming a low-frequency note in a quiet room
Modulation/Movement,vibrating,Organic,heartbeat,clinic,a heartbeat heard through a chest as a steady thrum
Modulation/Movement,vibrating,Organic,throat,waiting room,a person's chest rattling during a deep raspy breath
Modulation/Movement,vibrating,Organic,insect,orchard,the high-speed wings of a cicada shaking the air in a tree
Modulation/Movement,vibrating,Organic,elephant,savanna,an elephant's infrasonic rumble felt in the dry ground
Modulation/Movement,vibrating,Organic,wings,garden,the hum of a hummingbird's wings hovering near a feeder
Modulation/Movement,vibrating,Organic,skin,bathroom,a person's hand trembling while holding a metal razor
Modulation/Movement,vibrating,Organic,teeth,dentist,teeth chattering together rapidly in a cold office
Modulation/Movement,vibrating,Organic,stomach,bedroom,the low-frequency gurgle of a stomach in a quiet room
Modulation/Movement,vibrating,Organic,joints,living room,a person's hand shaking while holding a heavy ceramic mug
Modulation/Movement,vibrating,Organic,muscle,gym,a person's leg muscle twitching after a strenuous workout
Modulation/Movement,vibrating,Organic,bark,forest,the trunk of a thin birch tree shaking in a strong wind
Modulation/Movement,vibrating,Organic,scales,desert,the rattle of a snake's tail shaking in a dry bush
Modulation/Movement,vibrating,Organic,feathers,stable,a bird's feathers rustling as it shakes its whole body
Modulation/Movement,vibrating,Organic,snore,tent,a deep rhythmic snore shaking the fabric of a tent
Modulation/Movement,vibrating,Organic,howl,tundra,the throat of a wolf vibrating during a long howl
Modulation/Movement,vibrating,Domestic,toothbrush,bathroom,an electric toothbrush buzzing against a ceramic sink
Modulation/Movement,vibrating,Domestic,blender,kitchen,a kitchen blender shaking on a granite countertop
Modulation/Movement,vibrating,Domestic,refrigerator,pantry,an old refrigerator compressor humming in a quiet pantry
Modulation/Movement,vibrating,Domestic,window,living room,a glass window pane rattling in its frame in a storm
Modulation/Movement,vibrating,Domestic,floor,hallway,wooden floorboards humming as a heavy machine runs nearby
Modulation/Movement,vibrating,Domestic,phone,bedroom,a cell phone vibrating on a wooden nightstand
Modulation/Movement,vibrating,Domestic,pipes,basement,water pipes thrumming with high pressure in a basement
Modulation/Movement,vibrating,Domestic,radiator,bedroom,a steam radiator clicking and humming in a quiet room
Modulation/Movement,vibrating,Domestic,door,hallway,a hollow wooden door rattling in a drafty hallway
Modulation/Movement,vibrating,Domestic,kettle,kitchen,a metal tea kettle lid rattling as the water boils
Modulation/Movement,vibrating,Domestic,razor,dressing room,an electric shaver buzzing on a wooden vanity
Modulation/Movement,vibrating,Domestic,fan,bedroom,a large floor fan thrumming on a hardwood floor
Modulation/Movement,vibrating,Domestic,aquarium,living room,an air pump humming against the glass of a fish tank
Modulation/Movement,vibrating,Domestic,mixer,bakery,a stand mixer shaking a metal bowl full of thick dough
Modulation/Movement,vibrating,Domestic,clock,hallway,the internal motor of an electric clock humming in a hall
Modulation/Movement,vibrating,Domestic,bed,nursery,a crib motor vibrating to move a mobile in a room
Modulation/Movement,vibrating,Domestic,bin,alley,a metal trash can lid rattling in a strong wind
Modulation/Movement,vibrating,Domestic,tray,cafeteria,a metal serving tray vibrating on a stainless steel counter
Modulation/Movement,vibrating,Electronic,transformer,substation,a large power transformer humming in an electrical yard
Modulation/Movement,vibrating,Electronic,speaker,studio,a speaker cone moving rapidly during a low-frequency test
Modulation/Movement,vibrating,Electronic,relay,server room,an electrical relay clicking and buzzing in a control panel
Modulation/Movement,vibrating,Electronic,monitor,office,the high-frequency whine of an old monitor shaking its casing
Modulation/Movement,vibrating,Electronic,inverter,solar farm,the steady hum of a power inverter in a utility building
Modulation/Movement,vibrating,Electronic,buzz,workshop,a faulty fluorescent light fixture buzzing in a garage
Modulation/Movement,vibrating,Electronic,amplifier,stage,a guitar amp humming with a 60-cycle ground loop
Modulation/Movement,vibrating,Electronic,oscillator,lab,an analog synth oscillator beating against another frequency
Modulation/Movement,vibrating,Electronic,fan,computer lab,a high-speed cooling fan vibrating in a server rack
Modulation/Movement,vibrating,Electronic,hard drive,office,a hard drive humming as it spins at ten thousand rpm
Modulation/Movement,vibrating,Electronic,solenoid,factory,an electromagnetic solenoid buzzing as it holds a valve open
Modulation/Movement,vibrating,Electronic,modem,attic,a vintage modem humming during a data transfer
Modulation/Movement,vibrating,Electronic,beeper,kitchen,a digital timer vibrating against a metal refrigerator
Modulation/Movement,vibrating,Electronic,power supply,study,a laptop power brick humming on a wooden desk
Modulation/Movement,vibrating,Electronic,strobe,club,the electronic whine of a strobe light charging
Modulation/Movement,vibrating,Electronic,welder,garage,an arc welder humming while the electrode is active
Modulation/Movement,vibrating,Electronic,motor,toy shop,a small dc motor buzzing in a plastic toy
Modulation/Movement,vibrating,Electronic,circuit,lab,a resonant filter loop oscillating in an analog circuit
Modulation/Movement,wobbling,Musical,gong,temple,a large thin gong rocking on its stand after a strike
Modulation/Movement,wobbling,Musical,drumhead,studio,a loose drum skin oscillating slowly after a heavy hit
Modulation/Movement,wobbling,Musical,saw,woodshop,a musical saw blade being flexed while bowed
Modulation/Movement,wobbling,Musical,cello string,chapel,a very loose cello string being plucked with a slow decay
Modulation/Movement,wobbling,Musical,organ pipe,cathedral,the unstable pitch of a leaky organ pipe in a hall
Modulation/Movement,wobbling,Musical,cymbal,garage,a crash cymbal swaying back and forth on a loose felt
Modulation/Movement,wobbling,Musical,bell,square,a large bronze bell swinging slowly after the chime
Modulation/Movement,wobbling,Musical,tuba,basement,a tuba note being played with a wide unsteady vibrato
Modulation/Movement,wobbling,Musical,harmonium,attic,the air pressure fluctuating in a harmonium's bellows
Modulation/Movement,wobbling,Musical,bass drum,field,a bass drum on an uneven stand shaking after a hit
Modulation/Movement,wobbling,Musical,zither,hut,a long zither string being bent by a finger in a hut
Modulation/Movement,wobbling,Musical,handpan,subway,a handpan being tilted while a note resonates in a tunnel
Modulation/Movement,wobbling,Musical,harp,gallery,a low harp string swinging after being plucked forcefully
Modulation/Movement,wobbling,Musical,timpani,stage,a timpani pedal being moved up and down during a roll
Modulation/Movement,wobbling,Musical,bagpipe,field,a bagpipe chanter pitch wavering as the air runs low
Modulation/Movement,wobbling,Musical,accordion,plaza,an accordion bellows being shaken during a sustained chord
Modulation/Movement,wobbling,Musical,horn,rehearsal,a french horn note wavering as the player loses breath
Modulation/Movement,wobbling,Mechanical,flywheel,machine shop,an unbalanced flywheel rocking on its axle in a shop
Modulation/Movement,wobbling,Mechanical,fan,warehouse,a ceiling fan with a bent blade shaking in a warehouse
Modulation/Movement,wobbling,Mechanical,wheel,street,a loose bicycle wheel wobbling as it rolls on asphalt
Modulation/Movement,wobbling,Mechanical,pulley,barn,a heavy wooden pulley rocking under an uneven load
Modulation/Movement,wobbling,Mechanical,lathe,workshop,a long metal rod wobbling in a lathe as it spins
Modulation/Movement,wobbling,Mechanical,drill,garage,a bent drill bit oscillating as it spins in a hand
Modulation/Movement,wobbling,Mechanical,conveyor,factory,a loose conveyor belt flapping on its rollers
Modulation/Movement,wobbling,Mechanical,pump,well house,a manual pump handle rocking in a loose hinge
Modulation/Movement,wobbling,Mechanical,engine,tractor,a tractor engine mounting shaking the whole frame
Modulation/Movement,wobbling,Mechanical,spinning wheel,cottage,a wooden spinning wheel rocking on a stone floor
Modulation/Movement,wobbling,Mechanical,typewriter,study,a typewriter carriage rattling as it moves to the end
Modulation/Movement,wobbling,Mechanical,gears,tower,large worn gears slipping and jumping in a clock tower
Modulation/Movement,wobbling,Mechanical,winch,dock,a winch drum oscillating while lowering a heavy net
Modulation/Movement,wobbling,Mechanical,shutter,house,a window shutter flapping unevenly in a light wind
Modulation/Movement,wobbling,Mechanical,vent,tunnel,a loose ventilation grate rattling in a tunnel draft
Modulation/Movement,wobbling,Mechanical,loom,mill,a wooden loom frame rocking during a heavy weave
Modulation/Movement,wobbling,Mechanical,piston,factory,a piston rod moving with an uneven rhythmic thud
Modulation/Movement,wobbling,Mechanical,latch,gate,a gate rattling and rocking in its frame in the wind
Modulation/Movement,wobbling,Environmental,mud,swamp,the surface of deep mud shifting and jiggling in a bog
Modulation/Movement,wobbling,Environmental,slush,road,thick slushy ice moving under a car tire on a road
Modulation/Movement,wobbling,Environmental,tree,field,a tall birch tree swaying and creaking in a storm
Modulation/Movement,wobbling,Environmental,ice,lake,a large ice floe rocking in the ripples of a lake
Modulation/Movement,wobbling,Environmental,wind,canyon,wind gusting and changing direction in a rock gorge
Modulation/Movement,wobbling,Environmental,water,bucket,water sloshing and oscillating in a heavy metal bucket
Modulation/Movement,wobbling,Environmental,sand,dune,a loose patch of sand sliding down a dune peak
Modulation/Movement,wobbling,Environmental,leaves,woods,a branch full of heavy wet leaves swaying in the wind
Modulation/Movement,wobbling,Environmental,thunder,valley,the sound of thunder wavering as it echoes in a valley
Modulation/Movement,wobbling,Environmental,thaw,arctic,a melting ice pillar rocking on its base in the sun
Modulation/Movement,wobbling,Environmental,rocks,quarry,a pile of loose stones shifting and settling in a pit
Modulation/Movement,wobbling,Environmental,reeds,marsh,a clump of tall reeds swaying in a marshland breeze
Modulation/Movement,wobbling,Environmental,geyser,basin,a pool of hot water bubbling and rocking before a boil
Modulation/Movement,wobbling,Environmental,bamboo,grove,a bamboo stalk bending and creaking in a strong wind
Modulation/Movement,wobbling,Environmental,landslide,slope,a thick layer of wet earth sliding slowly down a hill
Modulation/Movement,wobbling,Environmental,waves,beach,the receding water of a wave making pebbles roll and rock
Modulation/Movement,wobbling,Environmental,fire,campsite,a tall flame flickering and swaying in a draft
Modulation/Movement,wobbling,Environmental,mist,pass,a thick bank of fog swirling in a mountain pass
Modulation/Movement,wobbling,Organic,jello,kitchen,a plate of gelatin dessert jiggling on a kitchen table
Modulation/Movement,wobbling,Organic,skin,stable,the loose skin of a horse's neck shaking as it runs
Modulation/Movement,wobbling,Organic,muscle,gym,a person's arm muscle trembling while lifting a heavy weight
Modulation/Movement,wobbling,Organic,stomach,bedroom,the surface of a person's stomach jiggling as they laugh
Modulation/Movement,wobbling,Organic,voice,room,a person's voice wavering while they are cold
Modulation/Movement,wobbling,Organic,neck,pond,a pelican's throat pouch shaking as it swallows a fish
Modulation/Movement,wobbling,Organic,wings,garden,a large butterfly's wings flapping slowly in the air
Modulation/Movement,wobbling,Organic,joints,hallway,a person's knees shaking while standing on a tall ladder
Modulation/Movement,wobbling,Organic,scales,reptile house,a large snake's body moving in slow undulating waves
Modulation/Movement,wobbling,Organic,howl,tundra,a wolf's howl wavering in the wind across a plain
Modulation/Movement,wobbling,Organic,tree,forest,a hollow tree trunk swaying and groaning in the woods
Modulation/Movement,wobbling,Organic,feet,marsh,a person's feet sinking and shifting in deep wet mud
Modulation/Movement,wobbling,Organic,fur,barn,a large dog's loose fur shaking as it dries itself
Modulation/Movement,wobbling,Organic,breath,tent,a person's breath catching and wavering in their sleep
Modulation/Movement,wobbling,Organic,nest,tree,a large bird's nest swaying on a thin branch in a wind
Modulation/Movement,wobbling,Organic,tongue,nursery,a person making a slow rhythmic trill with their tongue
Modulation/Movement,wobbling,Organic,cheeks,bathroom,a person's cheeks shaking as they gargle water
Modulation/Movement,wobbling,Organic,tail,swamp,an alligator's tail moving slowly through thick weeds
Modulation/Movement,wobbling,Domestic,jelly,pantry,a jar of fruit jelly jiggling as it is moved on a shelf
Modulation/Movement,wobbling,Domestic,table,dining room,a dining table with a short leg rocking on a floor
Modulation/Movement,wobbling,Domestic,ceiling fan,bedroom,a ceiling fan wobbling in its mount on a high speed
Modulation/Movement,wobbling,Domestic,water,bath,water in a bathtub sloshing back and forth after a person leaves
Modulation/Movement,wobbling,Domestic,rug,hallway,a loose rug sliding and bunching up on a wooden floor
Modulation/Movement,wobbling,Domestic,chandelier,hall,a crystal chandelier swaying in a strong draft
Modulation/Movement,wobbling,Domestic,curtain,living room,a heavy velvet curtain flapping and swaying in the wind
Modulation/Movement,wobbling,Domestic,chair,porch,a rocking chair moving back and forth on a wooden deck
Modulation/Movement,wobbling,Domestic,shelf,library,a loose bookshelf rocking as a book is removed
Modulation/Movement,wobbling,Domestic,bed,nursery,a mattress shaking as a child jumps on it in a room
Modulation/Movement,wobbling,Domestic,pot,kitchen,a pot of soup rocking on a burner during a heavy boil
Modulation/Movement,wobbling,Domestic,bin,alley,a plastic trash bin rocking on its wheels on a sidewalk
Modulation/Movement,wobbling,Domestic,ladder,attic,a wooden ladder shifting and creaking under a step
Modulation/Movement,wobbling,Domestic,clothes,laundry,a pile of wet clothes shaking in a laundry basket
Modulation/Movement,wobbling,Domestic,mirror,dressing room,a hand mirror rocking on a marble tabletop
Modulation/Movement,wobbling,Domestic,door,cathedral,a massive wooden door swaying slightly in a wind
Modulation/Movement,wobbling,Domestic,trunk,attic,a steamer trunk rocking as the lid is pried open
Modulation/Movement,wobbling,Domestic,broom,porch,a long broom handle leaning and wobbling against a wall
Modulation/Movement,wobbling,Electronic,motor,workshop,a failing electric motor oscillating at a low frequency
Modulation/Movement,wobbling,Electronic,speaker,studio,a speaker cabinet rocking as it plays a loud bass note
Modulation/Movement,wobbling,Electronic,circuit,lab,the pitch of an analog synth wavering due to voltage drift
Modulation/Movement,wobbling,Electronic,oscillator,studio,a low-frequency oscillator modulating a pitch in a room
Modulation/Movement,wobbling,Electronic,transformer,vault,a transformer hum wavering as the electrical load shifts
Modulation/Movement,wobbling,Electronic,fan,office,a portable fan with a loose mount rattling and shaking
Modulation/Movement,wobbling,Electronic,monitor,bedroom,a television on a high dresser shaking as someone walks by
Modulation/Movement,wobbling,Electronic,keyboard,parlor,the sound of a vintage electric piano with a tremolo circuit
Modulation/Movement,wobbling,Electronic,relay,basement,a relay clicking at an irregular and unsteady rate
Modulation/Movement,wobbling,Electronic,hard drive,server,a failing hard drive platter making an uneven whir
Modulation/Movement,wobbling,Electronic,modem,attic,the carrier tone of a modem wavering during a bad connection
Modulation/Movement,wobbling,Electronic,beeper,kitchen,a digital timer beeping with an unstable rhythm
Modulation/Movement,wobbling,Electronic,strobe,club,a strobe light sequence with an irregular pulse rate
Modulation/Movement,wobbling,Electronic,welder,shipyard,the hiss of a plasma cutter wavering as the torch moves
Modulation/Movement,wobbling,Electronic,power supply,lab,a power unit humming and dipping in frequency
Modulation/Movement,wobbling,Electronic,buzzer,toy store,a toy buzzer with dying batteries sounding an uneven tone
Modulation/Movement,wobbling,Electronic,solenoid,factory,a solenoid plunger oscillating rapidly in a narrow gap
Modulation/Movement,wobbling,Electronic,drone,hall,a synth drone with a slow beating frequency between two notes
Modulation/Movement,shimmering,Musical,bell tree,cathedral,a metal bell tree being swept with a metal rod in a hall
Modulation/Movement,shimmering,Musical,mark tree,studio,a set of small brass wind chimes being brushed by a hand
Modulation/Movement,shimmering,Musical,finger cymbals,temple,brass finger cymbals clashing and sustaining in a stone room
Modulation/Movement,shimmering,Musical,glockenspiel,observatory,a glockenspiel being played with rapid mallet strokes
Modulation/Movement,shimmering,Musical,piano,ballroom,high piano notes ringing out with the sustain pedal down
Modulation/Movement,shimmering,Musical,triangle,chapel,a steel triangle being struck repeatedly in a stone chapel
Modulation/Movement,shimmering,Musical,harp,gallery,a rapid harp glissando in the high register in a hall
Modulation/Movement,shimmering,Musical,sleigh bells,winter field,a bunch of small silver bells being shaken in the wind
Modulation/Movement,shimmering,Musical,celesta,fairground,a celesta playing a high melodic sequence in a garden
Modulation/Movement,shimmering,Musical,tambourine,plaza,the jingles of a tambourine ringing out after a light shake
Modulation/Movement,shimmering,Musical,sitar,temple,the sympathetic strings of a sitar resonating in a stone room
Modulation/Movement,shimmering,Musical,xylophone,school,a metal xylophone bar being hit and allowed to ring
Modulation/Movement,shimmering,Musical,cymbals,warehouse,a pair of thin splash cymbals clashing and sustaining
Modulation/Movement,shimmering,Musical,violin,vault,high violin harmonics being played with a light bow
Modulation/Movement,shimmering,Musical,acoustic guitar,porch,the high strings of a guitar being strummed with a light pick
Modulation/Movement,shimmering,Musical,mandolin,garden,a mandolin playing a rapid tremolo on the high strings
Modulation/Movement,shimmering,Musical,harpsichord,gallery,a harpsichord playing a fast arpeggio in an art gallery
Modulation/Movement,shimmering,Musical,handpan,cave,a handpan producing many high-frequency overtones in a cave
Modulation/Movement,shimmering,Mechanical,turbine,power plant,polished turbine blades spinning at high speed in a hall
Modulation/Movement,shimmering,Mechanical,gears,watch shop,dozens of tiny brass gears turning under a bright light
Modulation/Movement,shimmering,Mechanical,saw,workshop,a circular saw blade spinning freely with a high-pitched ring
Modulation/Movement,shimmering,Mechanical,pulleys,shipyard,a row of metal pulleys spinning under a light cable
Modulation/Movement,shimmering,Mechanical,lathe,machine shop,a metal lathe carving a thin aluminum rod with a shine
Modulation/Movement,shimmering,Mechanical,clockwork,nursery,a tin wind-up toy spinning a series of small mirrors
Modulation/Movement,shimmering,Mechanical,camera,studio,the internal mirrors of a camera moving during a burst of shots
Modulation/Movement,shimmering,Mechanical,stapler,office,a chrome stapler reflecting light as it clicks shut
Modulation/Movement,shimmering,Mechanical,fan,computer lab,the fast rotation of a small silver cooling fan
Modulation/Movement,shimmering,Mechanical,winch,dockyard,a polished steel winch drum reeling in a wet cable
Modulation/Movement,shimmering,Mechanical,drill,garage,a high-speed metal drill bit spinning in a bright light
Modulation/Movement,shimmering,Mechanical,typewriter,library,the metal arms of a typewriter moving in a rapid sequence
Modulation/Movement,shimmering,Mechanical,valves,factory,a row of brass pressure valves venting high-frequency steam
Modulation/Movement,shimmering,Mechanical,conveyor,warehouse,a metal roller conveyor belt moving polished parts
Modulation/Movement,shimmering,Mechanical,lever,cockpit,a row of chrome switches being flipped on a control panel
Modulation/Movement,shimmering,Mechanical,shears,garden,polished garden shears snipping through a spiderweb
Modulation/Movement,shimmering,Mechanical,spring,workshop,a fine coil spring vibrating under a bright light
Modulation/Movement,shimmering,Mechanical,projector,theater,the high-speed rotation of a film projector shutter
Modulation/Movement,shimmering,Environmental,water,lake,sunlight reflecting off small ripples on a calm lake surface
Modulation/Movement,shimmering,Environmental,heat haze,asphalt road,the visual and sonic distortion of a hot road surface
Modulation/Movement,shimmering,Environmental,ice,glacier,light reflecting off a wall of ice crystals in the sun
Modulation/Movement,shimmering,Environmental,rain,skylight,light rain tapping and glistening on a glass skylight
Modulation/Movement,shimmering,Environmental,mist,valley,freezing mist glistening as it moves through a rocky pass
Modulation/Movement,shimmering,Environmental,sand,desert,fine sand grains blowing and sparkling across a dune
Modulation/Movement,shimmering,Environmental,stream,mountain,water splashing over white quartz pebbles in a stream
Modulation/Movement,shimmering,Environmental,geyser,basin,a mist of water droplets catching the sun near a geyser
Modulation/Movement,shimmering,Environmental,leaves,forest,light wind rustling the leaves of a silver birch tree
Modulation/Movement,shimmering,Environmental,frost,field,the sparkling of frozen dew on a field of grass in the morning
Modulation/Movement,shimmering,Environmental,thaw,cabin,icicles melting and dripping into a puddle in the sun
Modulation/Movement,shimmering,Environmental,reeds,marsh,dry marsh reeds catching the light as they sway
Modulation/Movement,shimmering,Environmental,shells,beach,wet seashells glistening and clinking in the surf
Modulation/Movement,shimmering,Environmental,bamboo,grove,the leaves of a bamboo grove rustling in the sunlight
Modulation/Movement,shimmering,Environmental,rocks,canyon,two pieces of mica being struck together in a canyon
Modulation/Movement,shimmering,Environmental,fire,woods,the flickering light and sound of a dying fire at night
Modulation/Movement,shimmering,Environmental,waterfall,jungle,a fine mist of water rising from a tropical waterfall
Modulation/Movement,shimmering,Environmental,icicles,cave,light reflecting off wet stalactites in a limestone cave
Modulation/Movement,shimmering,Organic,beetle,meadow,the iridescent wings of a jewel beetle buzzing in the sun
Modulation/Movement,shimmering,Organic,scales,aquarium,the scales of a school of fish turning in the water
Modulation/Movement,shimmering,Organic,feathers,garden,the iridescent neck feathers of a pigeon ruffling in the sun
Modulation/Movement,shimmering,Organic,insect,field,a field of fireflies flickering in the dusk in a meadow
Modulation/Movement,shimmering,Organic,eyes,den,the reflection of light in a cat's eyes in a dark room
