category,tag,domain,source,environment,scenario
Brightness/Spectral,bright,Musical,mandolin,meadow,a mandolin string being plucked with a hard plectrum in an open field
Brightness/Spectral,bright,Musical,tambourine,busy street,a tambourine shaking rhythmically on a crowded sidewalk
Brightness/Spectral,bright,Musical,glockenspiel,forest,a glockenspiel mallet striking a metal bar under a canopy of trees
Brightness/Spectral,bright,Musical,triangle,canyon,a small steel triangle ringing out across a deep gorge
Brightness/Spectral,bright,Musical,cymbals,rooftop,a pair of finger cymbals clashing together on a windy roof
Brightness/Spectral,bright,Musical,violin,art gallery,a violin bow performing a rapid staccato on the highest string
Brightness/Spectral,bright,Musical,trumpet,harbor,a brass trumpet playing a high fanfare near the water
Brightness/Spectral,bright,Musical,xylophone,desert,a wooden xylophone being played with hard mallets in the heat
Brightness/Spectral,bright,Musical,piccolo,botanical garden,a silver piccolo trilling a high note near a fountain
Brightness/Spectral,bright,Musical,banjo,farmland,a banjo string being snapped against the fretboard in a barn
Brightness/Spectral,bright,Musical,harmonica,beach,a harmonica being blown sharply on a sandy shoreline
Brightness/Spectral,bright,Musical,sleigh bells,tundra,a cluster of sleigh bells jingling in the frozen air
Brightness/Spectral,bright,Musical,harpsichord,library,a harpsichord key mechanism clicking and ringing in a quiet room
Brightness/Spectral,bright,Musical,chimes,meadow,wind blowing through a set of thin aluminum chimes
Brightness/Spectral,bright,Musical,snare drum,industrial site,a snare drum being hit with a rimshot on a loading dock
Brightness/Spectral,bright,Musical,kalimba,greenhouse,a metal tine on a kalimba being flicked near glass walls
Brightness/Spectral,bright,Musical,flute,cave,a wooden flute playing a sharp overblown note in a limestone cavern
Brightness/Spectral,bright,Musical,handbell,mountaintop,a polished brass handbell being shaken in the thin air
Brightness/Spectral,bright,Mechanical,gears,watch shop,the rapid ticking of small brass gears in a pocket watch
Brightness/Spectral,bright,Mechanical,lathe,factory,a metal lathe shaving a thin layer of steel on a shop floor
Brightness/Spectral,bright,Mechanical,bicycle,paved trail,a bicycle chain spinning rapidly on a high gear
Brightness/Spectral,bright,Mechanical,typewriter,office,the metal arms of a typewriter striking a platen
Brightness/Spectral,bright,Mechanical,drill,garage,a high-speed drill bit spinning against a metal plate
Brightness/Spectral,bright,Mechanical,projector,theater,the clicking of a vintage film projector in a small room
Brightness/Spectral,bright,Mechanical,sewing machine,attic,a sewing machine needle punching through silk fabric
Brightness/Spectral,bright,Mechanical,chainsaw,orchard,the high-pitched idle of a small chainsaw engine
Brightness/Spectral,bright,Mechanical,grinder,construction site,an angle grinder throwing sparks against a steel beam
Brightness/Spectral,bright,Mechanical,fan,greenhouse,a small metal desk fan spinning at its highest speed
Brightness/Spectral,bright,Mechanical,conveyor belt,shipyard,a metal conveyor belt rattling over small rollers
Brightness/Spectral,bright,Mechanical,clockwork,museum,the winding of a spring-loaded clock mechanism
Brightness/Spectral,bright,Mechanical,pulley,harbor,a wire cable sliding through a small metal pulley
Brightness/Spectral,bright,Mechanical,engine,desert,the high-frequency whine of a racing drone motor
Brightness/Spectral,bright,Mechanical,pneumatics,factory,a short burst of compressed air from a narrow nozzle
Brightness/Spectral,bright,Mechanical,winch,dock,a steel cable tensioning on a motorized winch
Brightness/Spectral,bright,Mechanical,solenoid,laboratory,a small solenoid clicking rapidly in an electronics lab
Brightness/Spectral,bright,Mechanical,lathe,workshop,a wood lathe carving a spindle at high velocity
Brightness/Spectral,bright,Environmental,ice,arctic,a sheet of thin ice cracking across a frozen pond
Brightness/Spectral,bright,Environmental,water,cave,small droplets of water hitting a shallow puddle in a cavern
Brightness/Spectral,bright,Environmental,wind,forest,wind whistling through the needles of a pine tree
Brightness/Spectral,bright,Environmental,fire,campsite,the sharp crackle of dry pine needles in a campfire
Brightness/Spectral,bright,Environmental,sand,desert,sand grains skittering against a metal fence in a storm
Brightness/Spectral,bright,Environmental,pebbles,shoreline,small pebbles washing against each other in a receding tide
Brightness/Spectral,bright,Environmental,hail,orchard,hailstones bouncing off the leaves of a fruit tree
Brightness/Spectral,bright,Environmental,geyser,volcanic field,a high-pressure steam vent hissing from a rock crevice
Brightness/Spectral,bright,Environmental,leaves,woods,dry autumn leaves skittering across a paved path
Brightness/Spectral,bright,Environmental,rain,rooftop,light rain tapping against a corrugated plastic sheet
Brightness/Spectral,bright,Environmental,shale,mountain,small pieces of shale sliding down a steep slope
Brightness/Spectral,bright,Environmental,reeds,marsh,dry reeds rubbing together in a stiff breeze
Brightness/Spectral,bright,Environmental,snow,tundra,the crunch of frozen snow crust under a light boot
Brightness/Spectral,bright,Environmental,twigs,forest,a thin dry twig snapping under tension
Brightness/Spectral,bright,Environmental,glacier,arctic,the high-pitched groan of shifting glacial ice
Brightness/Spectral,bright,Environmental,stream,meadow,water rushing over a bed of small smooth stones
Brightness/Spectral,bright,Environmental,thistles,field,the dry rustle of thistles brushing against denim
Brightness/Spectral,bright,Environmental,dust,attic,dust motes swirling into a spinning metal vent
Brightness/Spectral,bright,Organic,bird,rainforest,a tropical bird emitting a sharp piercing whistle
Brightness/Spectral,bright,Organic,insect,meadow,the high-pitched stridulation of a cricket in the grass
Brightness/Spectral,bright,Organic,rodent,farm,a squirrel chattering rapidly from a wooden fence
Brightness/Spectral,bright,Organic,human,hallway,a sharp finger snap echoing in a tiled corridor
Brightness/Spectral,bright,Organic,claws,kitchen,a cat's claws clicking on a linoleum floor
Brightness/Spectral,bright,Organic,wood,workshop,the rasping of a fine file against a piece of cedar
Brightness/Spectral,bright,Organic,shell,beach,crushing a dry seashell into small fragments
Brightness/Spectral,bright,Organic,leaves,forest,a lizard scurrying over dry brittle foliage
Brightness/Spectral,bright,Organic,teeth,bathroom,the clicking of teeth during a rapid shiver
Brightness/Spectral,bright,Organic,bark,park,a small dog barking sharply at a passing cyclist
Brightness/Spectral,bright,Organic,bones,museum,the dry rattle of a small skeleton being moved
Brightness/Spectral,bright,Organic,wings,garden,the rapid fluttering of a hummingbird's wings
