category,tag,domain,source,environment,scenario
Dynamic/Stable,constant,Musical,pipe organ,cathedral,a pipe organ pedal note held in a stone sanctuary
Dynamic/Stable,constant,Musical,bagpipes,highlands,a constant drone from a bagpipe chanter echoing across a valley
Dynamic/Stable,constant,Musical,hurdy-gurdy,piazza,a hand-cranked hurdy-gurdy playing a continuous drone note
Dynamic/Stable,constant,Musical,tanpura,shrine,a tanpura string being plucked repeatedly to maintain a tonal backdrop
Dynamic/Stable,constant,Musical,double bass,hall,a double bass string being bowed with a long and steady stroke
Dynamic/Stable,constant,Musical,cello,chamber,a cello playing a sustained low note without vibrato
Dynamic/Stable,constant,Musical,violin,studio,a violin string being bowed at a fixed pressure and speed
Dynamic/Stable,constant,Musical,accordion,plaza,an accordion holding a single chord with a steady bellows squeeze
Dynamic/Stable,constant,Musical,harmonium,temple,a harmonium playing a sustained reed note in a quiet room
Dynamic/Stable,constant,Musical,synthesizer,laboratory,a digital synthesizer outputting a steady sine wave
Dynamic/Stable,constant,Musical,singing bowl,meadow,a mallet circling the rim of a brass singing bowl
Dynamic/Stable,constant,Musical,gong,observatory,a large gong being rolled with soft mallets to create a wash
Dynamic/Stable,constant,Musical,timpani,stage,a timpani roll maintained at a steady volume
Dynamic/Stable,constant,Musical,marimba,conservatory,a marimba bar being rolled with yarn mallets
Dynamic/Stable,constant,Musical,didgeridoo,outback,a continuous rhythmic drone through a hollow eucalyptus branch
Dynamic/Stable,constant,Musical,flute,garden,a concert flute playing a single held note for a long breath
Dynamic/Stable,constant,Musical,harmonica,porch,a single high note held on a harmonica in a light breeze
Dynamic/Stable,constant,Mechanical,diesel engine,warehouse,a heavy diesel engine idling at a fixed speed
Dynamic/Stable,constant,Mechanical,turbine,dam,a hydroelectric turbine spinning at its operating velocity
Dynamic/Stable,constant,Mechanical,conveyor,factory,a rubber conveyor belt moving at a steady rate
Dynamic/Stable,constant,Mechanical,lathe,workshop,a metal lathe spindle rotating without interruption
Dynamic/Stable,constant,Mechanical,drill,garage,an electric drill motor running at its highest setting
Dynamic/Stable,constant,Mechanical,cooling fan,data center,a high-speed server fan spinning in a rack
Dynamic/Stable,constant,Mechanical,water wheel,mill,a wooden water wheel turning in a steady river current
Dynamic/Stable,constant,Mechanical,millstone,farmland,two large stones grinding grain in a wind-powered mill
Dynamic/Stable,constant,Mechanical,winch,harbor,an electric winch motor winding a cable at a fixed pace
Dynamic/Stable,constant,Mechanical,generator,bunker,a backup generator running in a concrete room
Dynamic/Stable,constant,Mechanical,elevator motor,hotel,an elevator motor operating during a long ascent
Dynamic/Stable,constant,Mechanical,printing press,basement,the motor of an offset press running through a large job
Dynamic/Stable,constant,Mechanical,pump,well,a mechanical water pump operating in a field
Dynamic/Stable,constant,Mechanical,air compressor,site,an air compressor motor running to maintain tank pressure
Dynamic/Stable,constant,Mechanical,sewing machine,loft,a sewing machine motor running at a high speed
Dynamic/Stable,constant,Mechanical,gears,clock tower,a series of heavy brass gears meshing in a clock movement
Dynamic/Stable,constant,Mechanical,flywheel,foundry,a massive metal flywheel spinning in a machine shop
Dynamic/Stable,constant,Environmental,wind,canyon,a steady gale howling through a narrow rock gap
Dynamic/Stable,constant,Environmental,waterfall,cliff,the unchanging roar of a massive waterfall hitting a pool
Dynamic/Stable,constant,Environmental,river,gorge,a deep river flowing over a flat rocky bed
Dynamic/Stable,constant,Environmental,rain,tin roof,a heavy and unchanging downpour on a metal shed
Dynamic/Stable,constant,Environmental,fire,forest,the steady roar of a large forest fire in the wind
Dynamic/Stable,constant,Environmental,ocean,shore,the low-frequency wash of distant surf on a flat beach
Dynamic/Stable,constant,Environmental,sandstorm,desert,wind driving sand against a corrugated metal wall
Dynamic/Stable,constant,Environmental,geyser,basin,a volcanic vent releasing a steady stream of steam
Dynamic/Stable,constant,Environmental,steam vent,mountain,pressurized gas escaping from a rocky fissure
