category,tag,domain,source,environment,scenario
Energy/Dynamics,powerful,Musical,concert grand piano,deserted ballroom,a low staccato note played on a concert grand piano in a deserted ballroom
Energy/Dynamics,powerful,Musical,pipe organ,stone cathedral,the lowest pedal note of a pipe organ vibrating in a stone cathedral
Energy/Dynamics,powerful,Musical,taiko drum,misty valley,a massive taiko drum being struck with heavy mallets in a misty valley
Energy/Dynamics,powerful,Musical,marching band,football stadium,a full marching band playing a loud fanfare in a football stadium
Energy/Dynamics,powerful,Musical,orchestral gong,shrine,a bronze orchestral gong being struck and resonating in a shrine
Energy/Dynamics,powerful,Musical,timpani,concert hall,a fortissimo timpani roll echoing in a concert hall
Energy/Dynamics,powerful,Musical,tuba,underground tunnel,a tuba playing a deep blast in an underground tunnel
Energy/Dynamics,powerful,Musical,concert cymbals,clifftop,two heavy brass cymbals clashing together on a windy clifftop
Energy/Dynamics,powerful,Musical,12-string guitar,canyon,a 12-string guitar being strummed with full force in a desert canyon
Energy/Dynamics,powerful,Musical,brass section,cathedral tower,a group of trombones playing a low chord in a cathedral tower
Energy/Dynamics,powerful,Musical,bass drum,parade ground,a large bass drum being struck in the middle of a parade ground
Energy/Dynamics,powerful,Musical,double bass,jazz club,a double bass string being plucked aggressively in a jazz club
Energy/Dynamics,powerful,Musical,djembe,beach bonfire,a deep bass stroke on a large djembe by a beach bonfire
Energy/Dynamics,powerful,Musical,synthesizer,recording studio,a sub-bass oscillator on a synthesizer in a recording studio
Energy/Dynamics,powerful,Musical,log drum,jungle clearing,a heavy log drum being struck with a wooden club in a jungle clearing
Energy/Dynamics,powerful,Musical,bagpipes,highland plateau,a massed band of bagpipes playing on a highland plateau
Energy/Dynamics,powerful,Musical,church bells,town square,a set of massive bronze bells swinging in a town square
Energy/Dynamics,powerful,Musical,kettle drum,orchestra pit,a kettle drum being struck with a hard mallet in an orchestra pit
Energy/Dynamics,powerful,Mechanical,steam locomotive,railway yard,a steam locomotive chuffing at full pressure in a railway yard
Energy/Dynamics,powerful,Mechanical,hydraulic press,factory floor,a hydraulic press descending and striking a steel plate on a factory floor
Energy/Dynamics,powerful,Mechanical,diesel engine,ship's hull,a large diesel engine idling inside a ship's hull
