category,tag,domain,source,environment,scenario
Material/Source,metallic,Musical,triangle,cathedral,a triangle being struck with a thin steel beater in a stone hall
Material/Source,metallic,Musical,cymbal,stage,a large brass crash cymbal being struck and ringing out
Material/Source,metallic,Musical,steel guitar,canyon,a high-tension steel guitar string being plucked in a gorge
Material/Source,metallic,Musical,bells,square,a carillon of bronze bells ringing in a city square
Material/Source,metallic,Musical,flute,gallery,a silver flute playing a sharp high note in a stone gallery
Material/Source,metallic,Musical,glockenspiel,studio,a glockenspiel bar being hit with a hard brass mallet
Material/Source,metallic,Musical,gong,temple,a massive bronze gong being struck with a heavy mallet
Material/Source,metallic,Musical,trumpet,plaza,a brass trumpet sounding a fanfare in an open square
Material/Source,metallic,Musical,harpsichord,parlor,a harpsichord plectrum plucking a high-tension metal string
Material/Source,metallic,Musical,mandolin,orchard,a mandolin string being picked with a metal plectrum
Material/Source,metallic,Musical,banjo,farm,a banjo being played with sharp metal finger picks
Material/Source,metallic,Musical,handpan,meadow,a steel handpan being struck in the center with a thumb
Material/Source,metallic,Musical,celesta,greenhouse,a celesta note ringing out inside a glass greenhouse
Material/Source,metallic,Musical,tambourine,bazaar,a tambourine with brass jingles being shaken vigorously
Material/Source,metallic,Musical,xylophone,school,a metal xylophone bar being struck with a hard beater
Material/Source,metallic,Musical,harmonica,street,a mouth organ with metal reeds being played with force
Material/Source,metallic,Musical,finger cymbals,beach,a set of small brass finger cymbals clinking in the wind
Material/Source,metallic,Musical,sitar,temple,a sitar sympathetic string vibrating against a metal bridge
Material/Source,metallic,Mechanical,gears,clock tower,a set of polished brass gears clicking inside a tower
Material/Source,metallic,Mechanical,lathe,factory,a metal lathe carving a spinning rod of stainless steel
Material/Source,metallic,Mechanical,piston,workshop,a steel piston sliding through a lubricated metal sleeve
Material/Source,metallic,Mechanical,winch,dock,a heavy iron winch pulling a thick chain through a block
Material/Source,metallic,Mechanical,drill bit,garage,a high-speed steel drill bit entering a metal plate
Material/Source,metallic,Mechanical,saw blade,sawmill,a circular saw blade humming as it spins at high speed
Material/Source,metallic,Mechanical,ratchet,deck,a large metal ratchet wrench clicking under heavy tension
Material/Source,metallic,Mechanical,typewriter,library,a manual typewriter key striking a metal carriage return
Material/Source,metallic,Mechanical,spring,attic,a heavy steel coil spring snapping back into its housing
Material/Source,metallic,Mechanical,shutter,studio,the mechanical shutter of a vintage film camera firing
