category,tag,domain,source,environment,scenario
Density/Complexity,sparse,Musical,triangle,stone chapel,a single strike of a steel triangle in a stone chapel
Density/Complexity,sparse,Musical,harp,quiet library,a solitary harp string being plucked in a quiet library
Density/Complexity,sparse,Musical,flute,mountain peak,a lone flute note echoing off a distant mountain peak
Density/Complexity,sparse,Musical,bass drum,empty ballroom,a single deep beat of a bass drum in an empty ballroom
Density/Complexity,sparse,Musical,piano,recital hall,a single high piano key being struck once
Density/Complexity,sparse,Musical,woodblock,zen garden,a solitary woodblock strike in a quiet zen garden
Density/Complexity,sparse,Musical,gong,monastery,a single gong strike fading into silence in a monastery
Density/Complexity,sparse,Musical,celesta,nursery,a solitary note from a celesta in a still nursery
Density/Complexity,sparse,Musical,violin,cathedral,a single pizzicato violin note in a vast cathedral
Density/Complexity,sparse,Musical,tambourine,padded booth,a single shake of a tambourine in a dampened room
Density/Complexity,sparse,Musical,mandolin,courtyard,a solitary mandolin string being plucked in a courtyard
Density/Complexity,sparse,Musical,bell,village square,a single toll of a distant church bell
Density/Complexity,sparse,Musical,piccolo,meadow,a solitary piccolo trill in an open meadow
Density/Complexity,sparse,Musical,kalimba,porch,a single tine of a kalimba being flicked on a porch
Density/Complexity,sparse,Musical,claves,studio,a single hit of two wooden claves together
Density/Complexity,sparse,Musical,trumpet,canyon,a single short trumpet blast in a desert canyon
Density/Complexity,sparse,Musical,xylophone,classroom,a solitary xylophone bar being struck with a mallet
Density/Complexity,sparse,Musical,chime,garden,a single glass wind chime tinkling in a light breeze
Density/Complexity,sparse,Mechanical,typewriter,study,a single key strike on a vintage manual typewriter
Density/Complexity,sparse,Mechanical,camera,rooftop,a solitary click of a mechanical camera shutter
Density/Complexity,sparse,Mechanical,clock,hallway,a single loud tick of a grandfather clock in a hallway
Density/Complexity,sparse,Mechanical,stapler,office,a single click of a metal stapler on a desk
Density/Complexity,sparse,Mechanical,lock,vault,a single heavy metallic click of a vault lock engaging
Density/Complexity,sparse,Mechanical,relay,server room,a solitary mechanical relay clicking once in a rack
Density/Complexity,sparse,Mechanical,lighter,balcony,a single flick of a metal lighter sparking
Density/Complexity,sparse,Mechanical,switch,cockpit,a single toggle switch being flipped in a quiet cockpit
Density/Complexity,sparse,Mechanical,ratchet,garage,a single click of a socket ratchet in a workshop
Density/Complexity,sparse,Mechanical,telegraph,station,a solitary tap of a brass telegraph key
Density/Complexity,sparse,Mechanical,metronome,music room,a single tick of a mechanical metronome
Density/Complexity,sparse,Mechanical,gears,watch shop,a single movement of a large wooden gear tooth
Density/Complexity,sparse,Mechanical,valve,factory,a single short hiss of air from a pneumatic valve
Density/Complexity,sparse,Mechanical,hammer,shipyard,a solitary strike of a hammer against a steel plate
Density/Complexity,sparse,Mechanical,pen,library,a single click of a retractable ballpoint pen
Density/Complexity,sparse,Mechanical,punch,studio,a single hole puncher snapping through a piece of cardstock
Density/Complexity,sparse,Mechanical,piston,museum,a single stroke of a large antique steam piston
Density/Complexity,sparse,Mechanical,bell,cobblestone street,a single ring of a mechanical bicycle bell
Density/Complexity,sparse,Environmental,raindrop,greenhouse,a single heavy raindrop hitting the glass roof of a greenhouse
Density/Complexity,sparse,Environmental,twig,forest floor,a solitary dry twig snapping underfoot in a forest
Density/Complexity,sparse,Environmental,thunder,prairie,a single distant roll of thunder across a prairie
Density/Complexity,sparse,Environmental,pebble,cave,a single pebble falling into a deep pool in a cavern
Density/Complexity,sparse,Environmental,ice,lake,a solitary crack of ice on a frozen lake
Density/Complexity,sparse,Environmental,leaf,autumn woods,a single dry leaf hitting the ground in a quiet forest
Density/Complexity,sparse,Environmental,geyser,thermal field,a single bubble of steam popping in a geothermal pool
Density/Complexity,sparse,Environmental,hail,car hood,a solitary hailstone hitting a metal car roof
Density/Complexity,sparse,Environmental,fire,campsite,a single loud pop of sap in a burning log
Density/Complexity,sparse,Environmental,sand,desert,a single grain of sand hitting a glass bottle in the wind
Density/Complexity,sparse,Environmental,snow,roof,a single clump of snow falling from a roof onto the ground
Density/Complexity,sparse,Environmental,wind,alleyway,a single short whistle of wind through a narrow gap
Density/Complexity,sparse,Environmental,acorn,park,a single acorn hitting a wooden park bench
Density/Complexity,sparse,Environmental,icicle,cavern,a solitary drop of water falling from an icicle
Density/Complexity,sparse,Environmental,rock,quarry,a single small stone tumbling down a gravel slope
Density/Complexity,sparse,Environmental,wave,shoreline,a single small wave lapping against a flat rock
Density/Complexity,sparse,Environmental,shell,beach,a single seashell clinking against a pebble in the surf
Density/Complexity,sparse,Environmental,lightning,mountaintop,a solitary crackle of static before a distant strike
Density/Complexity,sparse,Organic,bird,rainforest,a single short chirp of a bird in a dense jungle
Density/Complexity,sparse,Organic,heartbeat,bedroom,a single thud of a human heart in a silent room
Density/Complexity,sparse,Organic,footstep,hallway,a single heavy footstep on a wooden floor
Density/Complexity,sparse,Organic,bark,distance,a single distant dog bark in the middle of the night
Density/Complexity,sparse,Organic,clap,auditorium,a solitary hand clap echoing in an empty hall
Density/Complexity,sparse,Organic,voice,canyon,a single short shout echoing in a canyon
Density/Complexity,sparse,Organic,breath,tent,a single deep sigh in a quiet camping tent
Density/Complexity,sparse,Organic,cough,library,a solitary muffled cough in a silent library
Density/Complexity,sparse,Organic,joint,room,a single snap of a knuckle in a quiet room
Density/Complexity,sparse,Organic,wing,attic,a single flap of a bird’s wing in a dusty attic
Density/Complexity,sparse,Organic,teeth,office,a single click of teeth coming together
Density/Complexity,sparse,Organic,throat,church,a single clear of a throat in a stone church
Density/Complexity,sparse,Organic,tongue,study,a single click of a tongue against the roof of the mouth
Density/Complexity,sparse,Organic,tail,pond,a single slap of a fish tail on the water surface
Density/Complexity,sparse,Organic,beak,woods,a single snap of a bird’s beak on a branch
Density/Complexity,sparse,Organic,hoof,stable,a single stamp of a horse’s hoof on a wooden floor
Density/Complexity,sparse,Organic,cricket,meadow,a solitary cricket chirp in a vast field
Density/Complexity,sparse,Organic,shuffling,closet,a single movement of a body against a fabric curtain
Density/Complexity,sparse,Domestic,faucet,kitchen,a single drop of water falling into a metal sink
Density/Complexity,sparse,Domestic,door,house,a single click of a door latch engaging
Density/Complexity,sparse,Domestic,key,foyer,a solitary clink of a key being set on a glass table
Density/Complexity,sparse,Domestic,glass,dining room,a single clink of a spoon against a wine glass
Density/Complexity,sparse,Domestic,floorboard,hallway,a single creak of a wooden floorboard
Density/Complexity,sparse,Domestic,cabinet,bathroom,a single thud of a cabinet door closing
Density/Complexity,sparse,Domestic,paper,study,a single sheet of paper being turned in a book
Density/Complexity,sparse,Domestic,scissors,sewing room,a solitary snip of metal scissors through fabric
Density/Complexity,sparse,Domestic,ice,tumbler,a single clink of an ice cube in a glass
Density/Complexity,sparse,Domestic,light switch,bedroom,a single click of a plastic light switch
Density/Complexity,sparse,Domestic,plate,kitchen,a single clink of a ceramic plate being set down
Density/Complexity,sparse,Domestic,bottle,pantry,a single click of a bottle cap being twisted off
Density/Complexity,sparse,Domestic,coin,piggy bank,a single coin hitting the bottom of a ceramic jar
Density/Complexity,sparse,Domestic,drawer,bedroom,a single short slide of a wooden drawer opening
Density/Complexity,sparse,Domestic,pillow,bedroom,a single soft thud of a pillow hitting a bed
Density/Complexity,sparse,Domestic,spoon,kitchen,a single clink of a metal spoon hitting a tile floor
Density/Complexity,sparse,Domestic,staple,office,a single staple being removed from a sheet of paper
Density/Complexity,sparse,Domestic,thimble,sewing basket,a single tap of a metal thimble against a plastic box
Density/Complexity,sparse,Electronic,beep,hospital,a single short beep of an electronic monitor
Density/Complexity,sparse,Electronic,spark,lab,a solitary electric spark jumping between two points
