category,tag,domain,source,environment,scenario
Mass/Thick,fat,Musical,analog synthesizer,studio,a wide-pulse analog synthesizer chord in a wood-paneled room
Mass/Thick,fat,Musical,tuba,rehearsal room,a low tuba note with a heavy vibrato
Mass/Thick,fat,Musical,double bass,basement,a thick gut string plucked on a double bass
Mass/Thick,fat,Musical,tenor saxophone,lounge,a breathy low-register saxophone note
Mass/Thick,fat,Musical,taiko drum,shrine,a massive taiko drum struck with a thick padded mallet
Mass/Thick,fat,Musical,pipe organ,cathedral,a sustained pedal note on a pipe organ
Mass/Thick,fat,Musical,cello,chamber,a long-bowed cello note with a wide vibrato
Mass/Thick,fat,Musical,bassoon,hall,a low staccato note on a wooden bassoon
Mass/Thick,fat,Musical,gong,temple,the after-ring of a large bronze gong struck with a heavy mallet
Mass/Thick,fat,Musical,piano,ballroom,a grand piano chord vibrating in a carpeted room
Mass/Thick,fat,Musical,didgeridoo,outback,a continuous drone through a thick eucalyptus branch
Mass/Thick,fat,Musical,marimba,conservatory,a marimba bar struck with a very soft yarn mallet
Mass/Thick,fat,Musical,harmonica,porch,a bluesy harmonica chord with a deep hand cup
Mass/Thick,fat,Musical,timpani,stage,a timpani roll with large woolly mallets
Mass/Thick,fat,Musical,french horn,hall,a sustained low note on a french horn
Mass/Thick,fat,Musical,electric guitar,garage,a distorted power chord through a large speaker cabinet
Mass/Thick,fat,Musical,djembe,beach,a heavy bass stroke on a large skin-head djembe
Mass/Thick,fat,Mechanical,diesel engine,warehouse,a heavy diesel engine idling in a stone building
Mass/Thick,fat,Mechanical,hydraulic press,factory,a thick hydraulic cylinder moving slowly under pressure
Mass/Thick,fat,Mechanical,turbine,power plant,the low-frequency hum of a large steam turbine
Mass/Thick,fat,Mechanical,steam locomotive,station,a steam locomotive puffing a thick cloud of vapor
Mass/Thick,fat,Mechanical,generator,bunker,the steady thrum of a large backup generator
Mass/Thick,fat,Mechanical,pump,well,the rhythmic pulse of an oil derrick pump
Mass/Thick,fat,Mechanical,fan,tunnel,a massive ventilation fan spinning in a subway
Mass/Thick,fat,Mechanical,gears,mill,the heavy grinding of grease-filled steel gears
Mass/Thick,fat,Mechanical,boiler,foundry,the deep rumble of water in an industrial boiler
Mass/Thick,fat,Mechanical,winch,dock,a thick hemp rope straining on a large winch
Mass/Thick,fat,Mechanical,press,plant,the heavy thud of a hydraulic stamping press
Mass/Thick,fat,Mechanical,lathe,workshop,a heavy lathe turning a large oak log
Mass/Thick,fat,Mechanical,compressor,garage,the vibration of a large air compressor tank
Mass/Thick,fat,Mechanical,piston,factory,a large steam piston moving with a heavy huff
Mass/Thick,fat,Mechanical,conveyor,quarry,a heavy rubber conveyor belt moving gravel
Mass/Thick,fat,Mechanical,elevator,hotel,the low drone of a large elevator motor
Mass/Thick,fat,Mechanical,crane,shipyard,the groan of a heavy crane lifting a container
Mass/Thick,fat,Mechanical,hammer,yard,a pneumatic hammer hitting a thick steel beam
Mass/Thick,fat,Environmental,mud,volcanic field,thick bubbling mud in a thermal field
Mass/Thick,fat,Environmental,wind,canyon,a dense wind gust moaning through a rock arch
Mass/Thick,fat,Environmental,thunder,valley,the distant low-frequency rumble of a storm
Mass/Thick,fat,Environmental,waterfall,cliff,a massive waterfall hitting a deep plunge pool
Mass/Thick,fat,Environmental,ocean,shore,a heavy swell rolling over a sandy beach
Mass/Thick,fat,Environmental,fire,forest,the low roar of a large forest fire
Mass/Thick,fat,Environmental,earthquake,plains,the rumble of the ground during a tremor
Mass/Thick,fat,Environmental,avalanche,mountain,the muffled roar of a snow slide in a valley
Mass/Thick,fat,Environmental,geyser,basin,the subterranean gurgle of a hot spring
Mass/Thick,fat,Environmental,lava,crater,the thick pop of a gas bubble in a lava lake
Mass/Thick,fat,Environmental,storm,prairie,the low-frequency hum of a distant tornado
Mass/Thick,fat,Environmental,ice,lake,the deep boom of a thick ice sheet cracking
Mass/Thick,fat,Environmental,river,gorge,the deep rush of a swollen river in a canyon
Mass/Thick,fat,Environmental,thaw,woods,the sound of wet snow sliding off a cedar roof
Mass/Thick,fat,Environmental,mist,harbor,a foghorn echoing through a thick morning fog
Mass/Thick,fat,Environmental,rain,forest,heavy rain hitting a canopy of broad leaves
Mass/Thick,fat,Environmental,rocks,quarry,a massive boulder hitting the floor of a pit
Mass/Thick,fat,Organic,walrus,arctic,the resonant grunt of a walrus on a rocky beach
Mass/Thick,fat,Organic,bison,prairie,a bison's deep belly low across a field
Mass/Thick,fat,Organic,elephant,savanna,the infra-sonic rumble of an elephant's throat
Mass/Thick,fat,Organic,lion,plain,a deep gutteral growl from a lion's chest
Mass/Thick,fat,Organic,whale,ocean,the low-frequency moan of a blue whale
Mass/Thick,fat,Organic,human,cathedral,a low bass vocal drone in a stone room
Mass/Thick,fat,Organic,bear,forest,the deep huff of a grizzly bear
Mass/Thick,fat,Organic,alligator,swamp,an alligator's low-frequency bellow
Mass/Thick,fat,Organic,heartbeat,room,a slow heavy heartbeat heard through a stethoscope
Mass/Thick,fat,Organic,snore,tent,a deep rhythmic snore echoing in a small space
Mass/Thick,fat,Organic,wings,night,the low flap of a large owl's wings
Mass/Thick,fat,Organic,stomp,barn,the heavy thud of a horse's hoof on dirt
Mass/Thick,fat,Organic,growl,cave,a large animal's growl echoing in the dark
Mass/Thick,fat,Organic,branches,woods,the deep groan of two old trees rubbing
Mass/Thick,fat,Organic,purr,living room,the steady purring of a large cat
Mass/Thick,fat,Organic,chest,meadow,a person thumping their chest firmly
