category,tag,domain,source,environment,scenario
Space/Dimension,wide,Musical,pipe organ,massive cathedral,a pipe organ chord echoing through a massive stone cathedral
Space/Dimension,wide,Musical,alphorn,alpine valley,an alphorn blowing a long note across a vast alpine valley
Space/Dimension,wide,Musical,marching band,open stadium,a marching band playing in the center of an open stadium
Space/Dimension,wide,Musical,gong,mountain monastery,a large bronze gong tolling on a high mountain monastery terrace
Space/Dimension,wide,Musical,timpani,outdoor amphitheater,a timpani roll resonating in a large outdoor stone amphitheater
Space/Dimension,wide,Musical,grand piano,marble museum,a staccato piano chord decaying in a vast marble museum hall
Space/Dimension,wide,Musical,trumpet,snowy canyon,a trumpet fanfare echoing between the walls of a snowy canyon
Space/Dimension,wide,Musical,choir,granite basilica,a hundred-voice choir humming in a grand granite basilica
Space/Dimension,wide,Musical,cello,empty hangar,a solo cello playing a low note in a cavernous airplane hangar
Space/Dimension,wide,Musical,drums,quarry,a drum kit being played at the bottom of a wide limestone quarry
Space/Dimension,wide,Musical,handbells,misty lake,a set of handbells ringing across a wide misty lake
Space/Dimension,wide,Musical,didgeridoo,outback plain,a didgeridoo drone spreading across a flat outback plain
Space/Dimension,wide,Musical,bagpipes,highland ridge,bagpipes playing on a windy highland ridge
Space/Dimension,wide,Musical,church bells,city square,a carillon of bells pealing over a wide cobblestone city square
Space/Dimension,wide,Musical,harp,ballroom,a concert harp glissando in an empty high-ceilinged ballroom
Space/Dimension,wide,Musical,flute,cliffs,a wooden flute melody drifting over coastal cliffs
Space/Dimension,wide,Musical,orchestra,concert hall,the final chord of an orchestra in a world-class concert hall
Space/Dimension,wide,Musical,xylophone,botanical garden,a xylophone being struck in a large glass botanical garden
Space/Dimension,wide,Mechanical,steam locomotive,prairie,a steam locomotive whistle blowing across a wide open prairie
Space/Dimension,wide,Mechanical,jet engine,airfield,the roar of a jet engine taxiing on a vast airfield
Space/Dimension,wide,Mechanical,foghorn,coastal bay,a heavy foghorn sounding across a wide harbor bay
Space/Dimension,wide,Mechanical,jackhammer,city center,the rhythmic striking of a jackhammer in an empty city plaza
Space/Dimension,wide,Mechanical,crane,shipyard,the groaning of a massive shipyard crane in an open dock
Space/Dimension,wide,Mechanical,pumping station,underground reservoir,the low thrum of a pump in a massive underground water reservoir
Space/Dimension,wide,Mechanical,factory whistle,industrial district,a loud factory whistle echoing through an industrial district
Space/Dimension,wide,Mechanical,wind turbine,wind farm,the rhythmic swoosh of a wind turbine on a vast hilltop
Space/Dimension,wide,Mechanical,printing press,newspaper basement,a large printing press running in a cavernous basement
Space/Dimension,wide,Mechanical,elevator motor,high-rise shaft,the mechanical hum of a motor in a wide elevator shaft
Space/Dimension,wide,Mechanical,train brakes,mountain pass,the screech of train brakes echoing in a wide mountain pass
