category,tag,domain,source,environment,scenario
Attack/Transient,punchy,Musical,kick drum,recording studio,a felt beater striking a 22-inch kick drum
Attack/Transient,punchy,Musical,snare drum,gymnasium,a wooden stick hitting a taut snare drum in the center
Attack/Transient,punchy,Musical,timpani,concert hall,a hard mallet striking a large copper timpani drum
Attack/Transient,punchy,Musical,conga,beach,a sharp palm strike on the head of a tuned conga
Attack/Transient,punchy,Musical,piano,ballroom,a low-register staccato chord played on a grand piano
Attack/Transient,punchy,Musical,bass guitar,jazz club,a thumb-slapped low string on an electric bass
Attack/Transient,punchy,Musical,tom-tom,basement,a quick hit on a floor tom with a thick drumstick
Attack/Transient,punchy,Musical,cello,rehearsal space,a heavy pizzicato note on a cello's lowest string
Attack/Transient,punchy,Musical,tabla,temple,a focused finger strike on the center of a dayan drum
Attack/Transient,punchy,Musical,marimba,conservatory,a rubber mallet hitting a low rosewood bar
Attack/Transient,punchy,Musical,xylophone,theater,a firm strike on a wooden xylophone key
Attack/Transient,punchy,Musical,synthesizer,studio,a short sawtooth wave burst with a fast filter envelope
Attack/Transient,punchy,Musical,handpan,meadow,a firm thumb strike on the center note of a steel handpan
Attack/Transient,punchy,Musical,cowbell,stadium,a heavy wooden stick hitting the side of a large cowbell
Attack/Transient,punchy,Musical,woodblock,music room,a hard plastic mallet striking a large hollow woodblock
Attack/Transient,punchy,Musical,djembe,park,a sharp bass stroke on the center of a djembe
Attack/Transient,punchy,Musical,gong,shrine,a muffled mallet strike on a small thick bronze gong
Attack/Transient,punchy,Mechanical,piston,factory,a pneumatic piston engaging at the end of its stroke
Attack/Transient,punchy,Mechanical,press,industrial plant,a hydraulic metal press stamping a sheet of aluminum
Attack/Transient,punchy,Mechanical,stapler,office,a heavy-duty industrial stapler firing into a stack of cardboard
Attack/Transient,punchy,Mechanical,hammer,construction site,a pneumatic nail gun firing into a wooden beam
Attack/Transient,punchy,Mechanical,relay,power station,a high-voltage electrical relay snapping shut
Attack/Transient,punchy,Mechanical,shutter,photography studio,the mechanical mirror slap of a dslr camera
Attack/Transient,punchy,Mechanical,typewriter,library,the solid impact of a typewriter hammer against the platen
Attack/Transient,punchy,Mechanical,valves,garage,the rhythmic opening and closing of heavy engine valves
Attack/Transient,punchy,Mechanical,loom,textile mill,the mechanical shuttle of a power loom hitting the frame
