category,tag,domain,source,environment,scenario
Brightness,bright,Musical,piccolo,mountain peak,a piccolo playing a rapid scale on a windy mountain peak
Brightness,bright,Musical,glockenspiel,concert hall,a glockenspiel being struck with hard mallets in an empty concert hall
Brightness,bright,Musical,mandolin,meadow,a mandolin being strummed quickly in a grassy meadow
Brightness,bright,Musical,triangle,cathedral,a steel triangle being struck once in a stone cathedral
Brightness,bright,Musical,trumpet,city square,a trumpet playing a high fanfare in a busy city square
Brightness,bright,Musical,violin,art gallery,a violin playing a series of high harmonics in a marble art gallery
Brightness,bright,Musical,celesta,fairground,a celesta playing a melody near a carousel at a fairground
Brightness,bright,Musical,harpsichord,ballroom,a harpsichord playing a fast arpeggio in a grand ballroom
Brightness,bright,Musical,tambourine,street festival,a tambourine being shaken vigorously at a street festival
Brightness,bright,Musical,brass bell,clock tower,a small brass bell ringing in a high clock tower
Brightness,bright,Musical,recorder,forest,a soprano recorder playing a bird-like melody in a pine forest
Brightness,bright,Musical,ukulele,beach,a ukulele being plucked near the shore on a tropical beach
Brightness,bright,Musical,banjo,farm,a banjo being fingerpicked on a wooden porch on a farm
Brightness,bright,Musical,finger cymbals,desert,a pair of brass finger cymbals clashing in a quiet desert
Brightness,bright,Musical,harp,garden,a harp being plucked in the high register in a botanical garden
Brightness,bright,Musical,silver flute,canyon,a silver flute playing a long note echoing in a deep canyon
Brightness,bright,Musical,xylophone,schoolroom,a xylophone being played with hard plastic beaters in a schoolroom
Brightness,bright,Musical,chimes,rooftop,a set of metal wind chimes hanging on a windy city rooftop
Brightness,bright,Mechanical,brass gear,clockmaker shop,a brass gear spinning rapidly against a pawl in a clockmaker shop
Brightness,bright,Mechanical,sewing machine,attic,a vintage sewing machine needle cycling quickly in a quiet attic
Brightness,bright,Mechanical,metal lathe,factory,a metal lathe carving a thin groove into a brass rod in a factory
Brightness,bright,Mechanical,typewriter,office,a manual typewriter carriage returning with a bell ring in an office
Brightness,bright,Mechanical,telegraph,train station,a telegraph key tapping out a message in a rural train station
Brightness,bright,Mechanical,wind-up toy,nursery,a tin wind-up toy walking across a wooden floor in a nursery
Brightness,bright,Mechanical,coin sorter,bank,a mechanical coin sorter dropping quarters into metal bins in a bank
