category,tag,domain,source,environment,scenario
Emotional/Subjective,haunting,Musical,waterphone,stone crypt,a waterphone being struck and tilted in a stone crypt
Emotional/Subjective,haunting,Musical,bowed cymbal,empty cistern,a violin bow being drawn across the edge of a crash cymbal in a cistern
Emotional/Subjective,haunting,Musical,detuned piano,abandoned ballroom,a single dampened key being struck on a detuned piano in a ballroom
Emotional/Subjective,haunting,Musical,glass harmonica,misty chapel,a wet finger circling the rim of a glass harmonica in a chapel
Emotional/Subjective,haunting,Musical,pipe organ,cathedral ruins,a low-register organ pipe ciphering a steady note in cathedral ruins
Emotional/Subjective,haunting,Musical,slide whistle,foggy pier,a slow downward glissando on a wooden slide whistle on a pier
Emotional/Subjective,haunting,Musical,cello,underground bunker,a cello playing a slow minor-key melody on the lowest string in a bunker
Emotional/Subjective,haunting,Musical,tibetan bowl,mountain cave,a singing bowl being rubbed with a suede mallet in a mountain cave
Emotional/Subjective,haunting,Musical,aeolian harp,windy cliff,the strings of an aeolian harp vibrating in a steady wind on a cliff
Emotional/Subjective,haunting,Musical,musical saw,dark woods,a musical saw being bent and struck with a mallet in a forest
Emotional/Subjective,haunting,Musical,harpsichord,dusty attic,a harpsichord playing a slow arpeggio in a dusty attic
Emotional/Subjective,haunting,Musical,piccolo,snowy ridge,a piccolo playing a high tremolo on a desolate snowy ridge
Emotional/Subjective,haunting,Musical,frame drum,deserted village,a large frame drum being struck softly in a deserted village square
Emotional/Subjective,haunting,Musical,bells,misty valley,distant church bells ringing slowly through a misty valley
Emotional/Subjective,haunting,Musical,mellotron,dilapidated theater,a mellotron playing a flute tape loop in a dilapidated theater
Emotional/Subjective,haunting,Musical,theremin,observatory,a hand moving slowly near a theremin antenna in an observatory
Emotional/Subjective,haunting,Musical,zither,tea house,a single high-register zither string being plucked in a tea house
Emotional/Subjective,haunting,Musical,harmonium,old abbey,the wheezing of a harmonium bellows in an old stone abbey
Emotional/Subjective,haunting,Mechanical,windmill,open field,a rusty windmill blade creaking as it turns in a light breeze
Emotional/Subjective,haunting,Mechanical,winch,shipwreck,a rusted steel winch groaning under the weight of a heavy chain
Emotional/Subjective,haunting,Mechanical,clockwork,watchmaker shop,the slow rhythmic ticking of a massive grandfather clock in a shop
Emotional/Subjective,haunting,Mechanical,elevator,hotel,the distant mechanical whine of an elevator moving in an empty hotel
Emotional/Subjective,haunting,Mechanical,printing press,basement,the rhythmic muffled thud of a vintage printing press in a basement
Emotional/Subjective,haunting,Mechanical,gate,graveyard,a heavy iron gate creaking slowly as it opens in a graveyard
Emotional/Subjective,haunting,Mechanical,loom,textile mill,the rhythmic mechanical clatter of a wooden loom in a factory
