category,tag,domain,source,environment,scenario
Energy/Dynamics,powerful,Musical,pipe organ,stone cathedral,a pipe organ playing a full-register chord in a stone cathedral
Energy/Dynamics,powerful,Musical,orchestral bass drum,concert hall,a large orchestral bass drum being struck with a heavy mallet in a concert hall
Energy/Dynamics,powerful,Musical,bronze gong,temple,a bronze gong resonating after a maximum-force strike in a temple
Energy/Dynamics,powerful,Musical,grand piano,ballroom,a grand piano playing a fortissimo low-octave chord in a ballroom
Energy/Dynamics,powerful,Musical,cello ensemble,stone chapel,a section of ten cellos bowing a unison note in a stone chapel
Energy/Dynamics,powerful,Musical,taiko drum,village square,a large taiko drum being hit with thick wooden bachi in a village square
Energy/Dynamics,powerful,Musical,tuba,rehearsal hall,a tuba blowing a sustained note at full lung capacity in a rehearsal hall
Energy/Dynamics,powerful,Musical,12-string guitar,studio,a 12-string acoustic guitar being strummed forcefully in a recording studio
Energy/Dynamics,powerful,Musical,tubular bells,clock tower,a large set of tubular bells ringing in a high clock tower
Energy/Dynamics,powerful,Musical,symphony orchestra,auditorium,a symphony orchestra playing a final cadence in an auditorium
Energy/Dynamics,powerful,Musical,stack of amplifiers,stage,a wall of amplifiers humming with high-gain electrical current on a stage
Energy/Dynamics,powerful,Musical,bagpipe,mountain pass,a bagpipe drone echoing through a narrow mountain pass
Energy/Dynamics,powerful,Musical,djembe,jungle,a djembe drum being struck with a heavy palm in a jungle clearing
Energy/Dynamics,powerful,Musical,concert harp,art gallery,a concert harp playing a rapid fortissimo glissando in an art gallery
Energy/Dynamics,powerful,Musical,saxophone section,jazz club,a saxophone section playing a loud unison melody in a jazz club
Energy/Dynamics,powerful,Musical,handpan,stone rotunda,a large handpan resonating under the dome of a stone rotunda
Energy/Dynamics,powerful,Musical,percussion section,brick alleyway,a marching band's percussion section playing in a brick alleyway
Energy/Dynamics,powerful,Musical,tam-tam,theater,a massive tam-tam gong shimmering after a powerful impact in a theater
Energy/Dynamics,powerful,Mechanical,hydraulic press,scrapyard,a hydraulic press crushing a car frame in a metal scrapyard
Energy/Dynamics,powerful,Mechanical,jet turbine,tarmac,a jet turbine running at full thrust on an airport tarmac
Energy/Dynamics,powerful,Mechanical,steam locomotive,train station,a steam locomotive releasing a massive blast of steam at a station
Energy/Dynamics,powerful,Mechanical,pile driver,construction site,a mechanical pile driver hitting a steel beam into the earth
Energy/Dynamics,powerful,Mechanical,industrial fan,tunnel,a massive ventilation fan roaring in an industrial tunnel
Energy/Dynamics,powerful,Mechanical,shredder,recycling plant,an industrial shredder crushing a thick metal block in a plant
Energy/Dynamics,powerful,Mechanical,diesel engine,cargo ship,the deep rhythmic throb of a massive diesel engine in a cargo ship
Energy/Dynamics,powerful,Mechanical,crane winch,shipyard,a heavy-duty crane winch lifting a shipping container in a shipyard
Energy/Dynamics,powerful,Mechanical,excavator,quarry,a large excavator arm breaking through a granite shelf in a quarry
Energy/Dynamics,powerful,Mechanical,bulldozer,landfill,a bulldozer pushing a massive pile of concrete debris in a landfill
Energy/Dynamics,powerful,Mechanical,pneumatic hammer,foundry,a pneumatic hammer striking a glowing iron ingot in a foundry
Energy/Dynamics,powerful,Mechanical,printing press,factory,a large-scale offset printing press thumping at high speed
Energy/Dynamics,powerful,Mechanical,turbine,hydroelectric dam,a massive water turbine humming deep inside a concrete dam
Energy/Dynamics,powerful,Mechanical,stamping press,automotive plant,a heavy stamping press forming a steel car door in a factory
Energy/Dynamics,powerful,Mechanical,wind turbine,hilltop,the rhythmic whoosh of massive wind turbine blades on a hilltop
Energy/Dynamics,powerful,Mechanical,concrete mixer,building site,a large concrete mixer drum churning heavy stones at a site
Energy/Dynamics,powerful,Mechanical,air compressor,garage,a high-capacity air compressor vibrating on a concrete floor
Energy/Dynamics,powerful,Mechanical,millstone,grist mill,a massive stone millstone grinding grain in a water-powered mill
Energy/Dynamics,powerful,Environmental,thunder,mountain range,a sharp thunderclap echoing through a vast mountain range
Energy/Dynamics,powerful,Environmental,waterfall,river gorge,a massive waterfall thundering into a deep rocky gorge
Energy/Dynamics,powerful,Environmental,ocean swells,sea wall,heavy ocean swells slamming into a concrete sea wall during a storm
Energy/Dynamics,powerful,Environmental,volcano,island,the deep subterranean roar of an erupting volcanic vent on an island
Energy/Dynamics,powerful,Environmental,landslide,cliffside,a massive landslide of boulders falling down a steep cliffside
Energy/Dynamics,powerful,Environmental,avalanche,snowy peak,the muffled roar of a snow avalanche sliding down a mountain peak
Energy/Dynamics,powerful,Environmental,hurricane,coastline,hurricane-force winds whipping through a coastal town
Energy/Dynamics,powerful,Environmental,geyser,national park,a large geyser jetting high-pressure water into the air
Energy/Dynamics,powerful,Environmental,river,canyon,a flooded river rushing through a narrow rock canyon
Energy/Dynamics,powerful,Environmental,earthquake,forest,the deep vibration of the ground shifting in a dense forest
Energy/Dynamics,powerful,Environmental,mudpot,geothermal park,a thick mudpot bubbling and plopping with high force
Energy/Dynamics,powerful,Environmental,glacier,arctic sea,a massive ice sheet groaning as it calves into the arctic sea
Energy/Dynamics,powerful,Environmental,fire,valley,a large forest fire roaring through a dry valley
Energy/Dynamics,powerful,Environmental,tornado,prairie,the low-frequency roar of a tornado passing over a prairie
Energy/Dynamics,powerful,Environmental,storm surge,beach,a massive storm surge hitting a sandy beach with a deep thud
Energy/Dynamics,powerful,Environmental,rockfall,quarry,a large rockfall echoing through a deep granite quarry
Energy/Dynamics,powerful,Environmental,mist,fjord,the low-frequency hiss of high-pressure mist in a fjord
Energy/Dynamics,powerful,Environmental,lightning,mountaintop,a lightning strike hitting a copper rod on a mountaintop
Energy/Dynamics,powerful,Organic,elephant,savanna,an elephant's trumpeting call echoing across a wide savanna
Energy/Dynamics,powerful,Organic,lion,grassland,the deep chesty roar of a lion in the grassland
Energy/Dynamics,powerful,Organic,whale,ocean,a humpback whale's song in the middle of the deep ocean
Energy/Dynamics,powerful,Organic,gorilla,jungle,a mountain gorilla beating its chest in a dense jungle
Energy/Dynamics,powerful,Organic,bear,forest,the deep guttural growl of a grizzly bear in a forest
Energy/Dynamics,powerful,Organic,whale tail,sea,a blue whale's tail slapping the surface of the sea
Energy/Dynamics,powerful,Organic,bison,plains,the heavy rhythmic thud of a bison herd running across the plains
Energy/Dynamics,powerful,Organic,alligator,swamp,the low-frequency bellow of an alligator in a swamp
Energy/Dynamics,powerful,Organic,hippo,river,a hippopotamus grunting and splashing in a shallow river
Energy/Dynamics,powerful,Organic,walrus,beach,the low guttural grunt of a walrus on an arctic beach
Energy/Dynamics,powerful,Organic,ostrich,desert,the deep booming call of an ostrich in a desert
Energy/Dynamics,powerful,Organic,howl,tundra,a wolf's howl echoing across a vast frozen tundra
Energy/Dynamics,powerful,Organic,wings,cliffside,the heavy flap of a large condor's wings near a cliffside
Energy/Dynamics,powerful,Organic,bark,woods,a large mastiff barking in a quiet wooded area
Energy/Dynamics,powerful,Organic,tree,forest,a massive oak tree trunk creaking and snapping in a storm
Energy/Dynamics,powerful,Organic,foliage,rainforest,dense jungle foliage whipped into a frenzy by a tropical storm
Energy/Dynamics,powerful,Organic,herd,savanna,the combined thud of a wildebeest stampede on the savanna
Energy/Dynamics,powerful,Organic,breath,ice sheet,a heavy exhale of breath on a vast arctic ice sheet
Energy/Dynamics,powerful,Domestic,wardrobe,bedroom,a heavy oak wardrobe being pushed across a carpeted floor
Energy/Dynamics,powerful,Domestic,door,castle,a heavy iron-studded door slamming shut in a stone castle
Energy/Dynamics,powerful,Domestic,fireplace,living room,the muffled roar of a large fire in a brick fireplace
Energy/Dynamics,powerful,Domestic,trunk,attic,a large wooden steamer trunk being dropped onto an attic floor
Energy/Dynamics,powerful,Domestic,sofa,den,someone sitting down heavily on a large leather sofa
Energy/Dynamics,powerful,Domestic,rug,hallway,a heavy rolled-up rug thudding onto a floor in a hallway
Energy/Dynamics,powerful,Domestic,curtain,theater,heavy velvet stage curtains being drawn closed in a theater
Energy/Dynamics,powerful,Domestic,bath,bathroom,a bathtub being filled with high-pressure water from a wide faucet
Energy/Dynamics,powerful,Domestic,stew,kitchen,a thick vegetable stew bubbling in a heavy cast iron pot
Energy/Dynamics,powerful,Domestic,kettle,kitchen,the deep rolling boil of water in a large metal pot
Energy/Dynamics,powerful,Domestic,shutter,house,heavy wooden window shutters banging against a brick wall
Energy/Dynamics,powerful,Domestic,pipes,basement,the low vibration of water hammer in old basement pipes
Energy/Dynamics,powerful,Domestic,bin,alley,a heavy plastic trash bin being dragged over asphalt in an alley
Energy/Dynamics,powerful,Domestic,table,dining room,a massive mahogany dining table being moved in a room
Energy/Dynamics,powerful,Domestic,mattress,bedroom,a heavy mattress being dropped onto a wooden bed frame
Energy/Dynamics,powerful,Domestic,bookshelf,library,a heavy bookshelf being slid along a wooden library floor
Energy/Dynamics,powerful,Domestic,laundry,laundry room,a large basket of wet towels being dropped onto a floor
Energy/Dynamics,powerful,Domestic,drawer,office,a heavy metal file drawer being slammed shut in an office
Energy/Dynamics,powerful,Electronic,subwoofer,concert,the low-frequency vibration of a large subwoofer at a concert
Energy/Dynamics,powerful,Electronic,transformer,substation,the deep hum of a high-voltage transformer in a substation
Energy/Dynamics,powerful,Electronic,generator,campsite,the muffled thrum of a portable generator outside a tent
Energy/Dynamics,powerful,Electronic,motor,industrial plant,a large electric motor driving a pump in a plant
Energy/Dynamics,powerful,Electronic,alarm,factory,a loud industrial alarm sounding in a vast factory hall
Energy/Dynamics,powerful,Electronic,pa system,stadium,a public address announcement in a wide outdoor stadium
Energy/Dynamics,powerful,Electronic,synthesizer,studio,a multi-voice analog synthesizer playing a complex chord
Energy/Dynamics,powerful,Electronic,buzz,workshop,the low-frequency buzz of a faulty fluorescent light fixture
Energy/Dynamics,powerful,Electronic,inverter,solar farm,the steady low-frequency hum of a power inverter
Energy/Dynamics,powerful,Electronic,amplifier,garage,the 60-cycle hum of a tube amplifier in a garage
Energy/Dynamics,powerful,Electronic,fan,office,the low-frequency whir of a large floor fan in an office
Energy/Dynamics,powerful,Electronic,drone,hangar,an electronic drone sound vibrating in a large metal hangar
Energy/Dynamics,powerful,Electronic,vacuum,living room,the low-frequency rumble of a vacuum cleaner on a rug
Energy/Dynamics,powerful,Electronic,mains,basement,the deep vibration of a main electrical panel in a basement
Energy/Dynamics,powerful,Electronic,elevator,apartment,the low hum of an electric elevator motor starting up
Energy/Dynamics,powerful,Electronic,heater,bedroom,the steady low-frequency whir of an electric space heater
Energy/Dynamics,powerful,Electronic,arc,laboratory,a high-voltage electric arc hissing in a lab
Energy/Dynamics,powerful,Electronic,modem,attic,the peak volume of a modem's carrier signal handshake
Energy/Dynamics,aggressive,Musical,electric guitar,garage,a heavily distorted guitar chord being struck in a garage
Energy/Dynamics,aggressive,Musical,snare drum,studio,a snare drum rimshot played with maximum force in a studio
Energy/Dynamics,aggressive,Musical,cymbals,empty warehouse,a pair of crash cymbals clashing together in a warehouse
Energy/Dynamics,aggressive,Musical,saxophone,jazz club,a tenor saxophone being overblown to produce a growl
Energy/Dynamics,aggressive,Musical,piano,ballroom,a piano being played with forceful dissonant chords in a hall
