category,tag,domain,source,environment,scenario
Energy/Dynamics,powerful,Musical,pipe organ,cathedral,a sustained low-pedal note from a massive pipe organ
Energy/Dynamics,powerful,Musical,grand piano,concert hall,a fortissimo chord played at the bottom of a nine-foot grand piano
Energy/Dynamics,powerful,Musical,timpani,orchestra pit,a heavy mallet roll on a set of copper timpani
Energy/Dynamics,powerful,Musical,tuba,underground parking,a long sustained note from a large-bore brass tuba
Energy/Dynamics,powerful,Musical,gong,temple,the deep resonant wash after a heavy strike on a large bronze gong
Energy/Dynamics,powerful,Musical,taiko drum,open field,the massive impact of a thick wooden stick on a large taiko drum
Energy/Dynamics,powerful,Musical,bass drum,parade,the deep thumping of a marching band bass drum
Energy/Dynamics,powerful,Musical,choir,stone hall,a hundred-voice male choir singing a low-frequency unison note
Energy/Dynamics,powerful,Musical,didgeridoo,cave,the deep resonant drone of a large eucalyptus didgeridoo
Energy/Dynamics,powerful,Musical,cello,chapel,a deep resonant double-stop on the lower strings of a cello
Energy/Dynamics,powerful,Musical,synthesizer,studio,a detuned multi-oscillator sawtooth bass patch
Energy/Dynamics,powerful,Musical,accordion,plaza,a full-bellows chord on a professional concert accordion
Energy/Dynamics,powerful,Musical,trombone,recording booth,a loud staccato blast from a tenor trombone
Energy/Dynamics,powerful,Musical,harp,ballroom,a low glissando across the heavy strings of a concert harp
Energy/Dynamics,powerful,Musical,handpan,tunnel,the resonant sustain of a heavy strike on a nitrided steel handpan
Energy/Dynamics,powerful,Musical,bassoon,rehearsal room,a low-register note from a wooden contrabassoon
Energy/Dynamics,powerful,Musical,cymbals,stage,the massive shimmering crash of large orchestral cymbals
Energy/Dynamics,powerful,Musical,organ pipes,factory,the continuous full-pressure air rush through a 32-foot organ pipe
Energy/Dynamics,powerful,Mechanical,jet engine,airfield,the deafening roar of a jet engine at full thrust
Energy/Dynamics,powerful,Mechanical,steam locomotive,station,the heavy rhythmic chugging of a large steam engine
Energy/Dynamics,powerful,Mechanical,hydraulic press,factory,the massive thud and vibration of a 50-ton metal press
Energy/Dynamics,powerful,Mechanical,turbine,dam,the deep resonant hum of a massive hydroelectric water turbine
Energy/Dynamics,powerful,Mechanical,diesel engine,dockside,the low-frequency thrum of a container ship’s engine at idle
Energy/Dynamics,powerful,Mechanical,printing press,shop,the complex rhythmic roar of a high-speed newspaper press
Energy/Dynamics,powerful,Mechanical,truck,highway,the heavy rumble of a semi-truck engine braking down a hill
Energy/Dynamics,powerful,Mechanical,boiler,basement,the deep resonant roar of an industrial steam boiler igniting
Energy/Dynamics,powerful,Mechanical,generator,construction site,the heavy steady thrum of a large diesel generator
Energy/Dynamics,powerful,Mechanical,crane,shipyard,the low-frequency groan of a massive electric winch
Energy/Dynamics,powerful,Mechanical,subway,tunnel,the resonant roar of a train approaching an underground station
Energy/Dynamics,powerful,Mechanical,propeller,ocean,the deep rhythmic pulse of a large ship's propeller underwater
Energy/Dynamics,powerful,Mechanical,ventilation,tunnel,the massive air rush of an industrial tunnel fan
Energy/Dynamics,powerful,Mechanical,conveyor,mine,the heavy grinding rumble of a large rock conveyor belt
Energy/Dynamics,powerful,Mechanical,mill,quarry,the massive crushing sound of a stone-grinding machine
Energy/Dynamics,powerful,Mechanical,excavator,site,the deep mechanical grunt of a hydraulic shovel digging
Energy/Dynamics,powerful,Mechanical,furnace,steel mill,the massive roar of a blast furnace during a melt
Energy/Dynamics,powerful,Mechanical,pump,oil field,the deep rhythmic thud of a large oil pumpjack
Energy/Dynamics,powerful,Environmental,thunder,plains,the massive rolling boom of a nearby thunderclap
Energy/Dynamics,powerful,Environmental,waterfall,jungle,the powerful steady roar of a massive vertical waterfall
Energy/Dynamics,powerful,Environmental,ocean,cliff,the heavy crash of a massive swell against a rocky wall
Energy/Dynamics,powerful,Environmental,earthquake,mountain,the deep subterranean rumble of shifting tectonic plates
Energy/Dynamics,powerful,Environmental,avalanche,peak,the massive muffled roar of snow sliding down a mountain
Energy/Dynamics,powerful,Environmental,landslide,canyon,the complex crashing roar of falling rocks and earth
Energy/Dynamics,powerful,Environmental,volcano,island,the deep resonant grumble of an active volcanic vent
Energy/Dynamics,powerful,Environmental,wind,forest,the powerful roar of a gale through a pine canopy
Energy/Dynamics,powerful,Environmental,fire,warehouse,the massive rushing roar of a large structure fire
Energy/Dynamics,powerful,Environmental,storm,desert,the deep resonant howl of a sandstorm in a canyon
Energy/Dynamics,powerful,Environmental,river,gorge,the powerful surge of a flooded river over rocks
Energy/Dynamics,powerful,Environmental,geyser,national park,the massive thudding and rushing of a geyser eruption
Energy/Dynamics,powerful,Environmental,ice,glacier,the deep resonant groan of a massive ice shelf calving
Energy/Dynamics,powerful,Environmental,rain,tropical forest,the dense roar of heavy rain on a jungle canopy
Energy/Dynamics,powerful,Environmental,tide,marsh,the heavy rhythmic surge of a rising tide in a bay
Energy/Dynamics,powerful,Environmental,mud,volcano,the deep glooping sound of a massive mud pot bubbling
Energy/Dynamics,powerful,Environmental,waves,shore,the powerful resonant wash of surf on a pebble beach
Energy/Dynamics,powerful,Environmental,air,hangar,the massive rushing sound of a pressurized air release
Energy/Dynamics,powerful,Organic,lion,savanna,the powerful resonant roar of a male lion
Energy/Dynamics,powerful,Organic,elephant,valley,the deep infrasonic rumble of an elephant’s call
Energy/Dynamics,powerful,Organic,vocal,concert hall,a powerful operatic baritone note with full vibrato
Energy/Dynamics,powerful,Organic,footsteps,hallway,the heavy resonant thud of a large person walking
Energy/Dynamics,powerful,Organic,whale,ocean,the deep complex groan of a humpback whale
Energy/Dynamics,powerful,Organic,growl,forest,the deep resonant warning of a grizzly bear
Energy/Dynamics,powerful,Organic,thump,gym,the massive impact of a heavy body landing on a wrestling mat
Energy/Dynamics,powerful,Organic,breathing,cave,the deep resonant inhale of a large hibernating mammal
Energy/Dynamics,powerful,Organic,wings,forest,the heavy rhythmic flap of a large swan taking flight
Energy/Dynamics,powerful,Organic,chest,jungle,the deep hollow thud of a silverback gorilla striking its chest
Energy/Dynamics,powerful,Organic,purr,zoo,the deep resonant vibration of a tiger’s purr
Energy/Dynamics,powerful,Organic,clapping,stadium,the massive unified roar of a stadium crowd applauding
Energy/Dynamics,powerful,Organic,bark,mountain,the deep resonant howl of a timber wolf
Energy/Dynamics,powerful,Organic,bellow,moorland,the deep powerful call of a red deer stag
Energy/Dynamics,powerful,Organic,heartbeat,quiet room,the deep resonant thump of a heart through a stethoscope
Energy/Dynamics,powerful,Organic,digging,garden,the heavy thud of a shovel hitting wet clay earth
Energy/Dynamics,powerful,Organic,falling,woods,the massive crash of a rotten oak tree hitting the ground
Energy/Dynamics,powerful,Organic,throat,hall,the harmonically rich drone of a Tuvan throat singer
Energy/Dynamics,powerful,Domestic,door,mansion,the heavy resonant thud of a massive oak front door closing
Energy/Dynamics,powerful,Domestic,bathtub,bathroom,the deep resonant splash of a full tub of water
Energy/Dynamics,powerful,Domestic,fireplace,lounge,the powerful roar of a large fire in a wide chimney
