category,tag,domain,source,environment,scenario
Clarity/Definition,clear,Musical,triangle,concert hall,a steel triangle being struck once in a quiet concert hall
Clarity/Definition,clear,Musical,piccolo,alpine meadow,a piccolo playing a high-register trill in an alpine meadow
Clarity/Definition,clear,Musical,glockenspiel,music studio,a glockenspiel mallet hitting a metal bar in a dry studio
Clarity/Definition,clear,Musical,mandolin,bustling marketplace,a mandolin string being plucked sharply in a marketplace
Clarity/Definition,clear,Musical,harp,quiet manor,a high harp string being plucked once in a library
Clarity/Definition,clear,Musical,violin,recital hall,a violin playing a high harmonic note with a steady bow
Clarity/Definition,clear,Musical,tambourine,rooftop garden,a tambourine with silver jingles being struck on a breezy rooftop
Clarity/Definition,clear,Musical,xylophone,botanical garden,a rosewood xylophone note ringing out in a botanical garden
Clarity/Definition,clear,Musical,flute,mountain peak,a silver flute blowing a sharp note on a mountain peak
Clarity/Definition,clear,Musical,kalimba,desert oasis,a metal tine on a kalimba being flicked in an oasis
Clarity/Definition,clear,Musical,chimes,balcony,wind chimes clattering together on a quiet balcony
Clarity/Definition,clear,Musical,ukulele,tropical island,a ukulele being strummed rapidly on a tropical island
Clarity/Definition,clear,Musical,celesta,snowy village,a celesta playing a delicate sequence in a snowy village
Clarity/Definition,clear,Musical,pan flute,meadow,a pan flute blowing a sharp note in a meadow
Clarity/Definition,clear,Musical,sitar,temple courtyard,a sitar string resonating in a stone temple courtyard
Clarity/Definition,clear,Musical,banjo,farmyard,a banjo string being plucked in a quiet farmyard
Clarity/Definition,clear,Musical,harpsichord,ballroom,a harpsichord key being pressed in a stately ballroom
Clarity/Definition,clear,Musical,tuning fork,laboratory,a tuning fork vibrating on a wooden table in a lab
Clarity/Definition,clear,Mechanical,wristwatch,study,a mechanical wristwatch ticking on a glass table in a study
Clarity/Definition,clear,Mechanical,camera,tourist site,a vintage camera shutter clicking at a high speed
Clarity/Definition,clear,Mechanical,bicycle bell,paved path,a bicycle bell ringing clearly on a suburban path
Clarity/Definition,clear,Mechanical,typewriter,office,a manual typewriter key striking paper in a quiet office
Clarity/Definition,clear,Mechanical,metronome,music room,a mechanical metronome ticking steadily in a music room
Clarity/Definition,clear,Mechanical,light switch,hallway,a plastic light switch clicking on in a hallway
Clarity/Definition,clear,Mechanical,stapler,library,a metal stapler snapping shut on a single page
Clarity/Definition,clear,Mechanical,key,front porch,a metal key turning in a brass lock on a porch
Clarity/Definition,clear,Mechanical,timer,kitchen,a mechanical kitchen timer dinging once on a counter
Clarity/Definition,clear,Mechanical,escapement,watchmaker,a watch escapement ticking under a magnifying glass
Clarity/Definition,clear,Mechanical,lathe,machine shop,a metal lathe shaving a thin strip of aluminum
Clarity/Definition,clear,Mechanical,shears,greenhouse,metal gardening shears clipping a stem in a greenhouse
Clarity/Definition,clear,Mechanical,sewing machine,tailor shop,a sewing machine needle piercing fabric in a shop
Clarity/Definition,clear,Mechanical,gears,clock tower,small steel gears meshing together in a clock tower
Clarity/Definition,clear,Mechanical,can opener,kitchen,a manual can opener cutting through a tin lid
Clarity/Definition,clear,Mechanical,zipper,camping site,a metal zipper being pulled up quickly on a tent
Clarity/Definition,clear,Mechanical,shredder,home office,a paper shredder blades spinning in a home office
Clarity/Definition,clear,Mechanical,calipers,laboratory,metal calipers being slid shut on a glass slide
Clarity/Definition,clear,Mechanical,spring,workshop,a small metal spring being released from tension
Clarity/Definition,clear,Environmental,water drop,cave,a single drop of water hitting a still pool in a cave
Clarity/Definition,clear,Environmental,icicle,cave entrance,an icicle shattering on a stone floor at a cave entrance
Clarity/Definition,clear,Environmental,twig,forest,a dry twig snapping once underfoot in the woods
Clarity/Definition,clear,Environmental,thunder,open plains,a single sharp thunderclap over a prairie
Clarity/Definition,clear,Environmental,rain,skylight,a single raindrop hitting a glass skylight in a room
Clarity/Definition,clear,Environmental,ice,frozen lake,a lone crack in a sheet of ice on a frozen lake
Clarity/Definition,clear,Environmental,hail,carport,one hailstone hitting the metal roof of a car
Clarity/Definition,clear,Environmental,wind,canyon,a short gust of wind whistling through a rock gap
Clarity/Definition,clear,Environmental,sand,dune,sand grains trickling down a glass bottle in a wind
Clarity/Definition,clear,Environmental,leaves,pavement,a single dry leaf skittering across a quiet road
Clarity/Definition,clear,Environmental,fire,campsite,a single pop of sap in a small campfire
Clarity/Definition,clear,Environmental,shale,cliffside,a single piece of shale sliding down a slope
Clarity/Definition,clear,Environmental,snow,mountain,a clump of snow falling and hitting the ground once
Clarity/Definition,clear,Environmental,bubble,swamp,one gas bubble bursting on the surface of a marsh
Clarity/Definition,clear,Environmental,geyser,wasteland,a single hiss of steam from a small ground vent
Clarity/Definition,clear,Environmental,reeds,riverbank,one dry reed snapping in the wind
Clarity/Definition,clear,Environmental,frost,meadow,stepping on frozen grass in a morning meadow
