category,tag,domain,source,environment,scenario
Density/Complexity,sparse,Musical,triangle,cathedral,a single strike of a steel triangle in a vast stone hall
Density/Complexity,sparse,Musical,metronome,music room,the isolated mechanical tick of a pendulum once every two seconds
Density/Complexity,sparse,Musical,bass drum,concert hall,a solitary strike on a large orchestral drum followed by silence
Density/Complexity,sparse,Musical,piano,ballroom,a single high-register piano key pressed and held until the vibration stops
Density/Complexity,sparse,Musical,temple bell,mountain top,the occasional tolling of a heavy bronze bell in the wind
Density/Complexity,sparse,Musical,violin,gallery,a lone pizzicato pluck of a violin string in an empty room
Density/Complexity,sparse,Musical,cymbals,rehearsal space,a light tap on a suspended cymbal that slowly fades away
Density/Complexity,sparse,Musical,flute,meadow,a single short breath through a wooden flute in an open field
Density/Complexity,sparse,Musical,harp,conservatory,the individual plucking of a single gut string in a quiet corridor
Density/Complexity,sparse,Musical,woodblock,stage,a solitary knock of a wooden mallet on a hollow block
Density/Complexity,sparse,Musical,cello,library,one deep bow stroke on a cello’s open string
Density/Complexity,sparse,Musical,handbell,chapel,the periodic ringing of a small brass handbell
Density/Complexity,sparse,Musical,synthesizer,studio,a single short sine wave pulse with a long silent interval
Density/Complexity,sparse,Musical,timpani,pit,a lone soft mallet hit on a copper-bodied drum
Density/Complexity,sparse,Musical,claves,recording booth,two wooden sticks striking together once every few seconds
Density/Complexity,sparse,Musical,lute,parlor,a single fingernail pluck on a nylon lute string
Density/Complexity,sparse,Musical,gong,dojo,the faint shimmer of a gong being tapped very lightly once
Density/Complexity,sparse,Musical,recorder,classroom,a solitary high note held for a brief moment
Density/Complexity,sparse,Musical,banjo,porch,the isolated twang of a single banjo string being tuned
Density/Complexity,sparse,Musical,organ,abbey,a single low-frequency puff of air from a wooden pipe
Density/Complexity,sparse,Mechanical,clock,study,the slow rhythmic ticking of a vintage grandfather clock
Density/Complexity,sparse,Mechanical,elevator,hotel,the occasional distant ding of an elevator arriving on a floor
Density/Complexity,sparse,Mechanical,relay,control room,the isolated click of an electromagnetic switch engaging
Density/Complexity,sparse,Mechanical,typewriter,office,a single metal typebar hitting paper in a quiet room
Density/Complexity,sparse,Mechanical,camera,studio,the solitary mechanical snap of a manual camera shutter
Density/Complexity,sparse,Mechanical,stapler,library,the occasional thud of a stapler being used once
Density/Complexity,sparse,Mechanical,switch,laboratory,the single mechanical click of a toggle being flipped
Density/Complexity,sparse,Mechanical,pump,well house,the slow rhythmic pulsing of a deep-water pump
Density/Complexity,sparse,Mechanical,valve,boiler room,a single metallic clank from a steam valve closing
Density/Complexity,sparse,Mechanical,lock,hallway,the individual click of a key turning in a tumbler
Density/Complexity,sparse,Mechanical,lathe,workshop,the intermittent scrape of a tool against a rotating wooden spindle
Density/Complexity,sparse,Mechanical,winch,dock,the occasional metallic groan of a cable tensioning
Density/Complexity,sparse,Mechanical,printer,office,the single mechanical cycle of an inkjet head moving across paper
