category,tag,domain,source,environment,scenario
Attack/Transient,punchy,Musical,kick drum,empty gymnasium,a kick drum being struck with a hard felt beater in a gymnasium
Attack/Transient,punchy,Musical,conga,tropical beach,a conga drum being hit with a sharp open-palm stroke on a beach
Attack/Transient,punchy,Musical,electric bass,rehearsal studio,a bass guitar string being slapped against the fretboard
Attack/Transient,punchy,Musical,pizzicato cello,stone chamber,a cello string being plucked and released in a stone chamber
Attack/Transient,punchy,Musical,piano,ballroom,a staccato chord being played in the lower register of a grand piano
Attack/Transient,punchy,Musical,timpani,concert hall,a timpani drum being struck with a hard wooden mallet
Attack/Transient,punchy,Musical,taiko,open field,a large taiko drum being beaten with thick wooden dowels
Attack/Transient,punchy,Musical,snare drum,parade route,a snare drum being struck with a rimshot on a street corner
Attack/Transient,punchy,Musical,xylophone,music room,a xylophone bar being hit with a hard rubber mallet
Attack/Transient,punchy,Musical,cowbell,mountain pasture,a metal cowbell being struck with a wooden stick
Attack/Transient,punchy,Musical,tabla,temple,a tabla drum being struck with a quick finger flick
Attack/Transient,punchy,Musical,wood block,theatrical stage,a hollow wood block being struck with a drumstick
Attack/Transient,punchy,Musical,clapping sticks,outback,hardwood clapping sticks being struck together in the desert
Attack/Transient,punchy,Musical,harp,conservatory,a harp string being plucked forcefully in a low register
Attack/Transient,punchy,Musical,marimba,botanical garden,a marimba bar being struck with a medium-hard yarn mallet
Attack/Transient,punchy,Musical,bongo,rooftop,a bongo drum being struck with the fingertips during a performance
Attack/Transient,punchy,Musical,hammered dulcimer,rustic barn,a hammered dulcimer string being hit with a wooden mallet
Attack/Transient,punchy,Musical,steel drum,island pier,a steel drum being struck with a rubber-tipped mallet
Attack/Transient,punchy,Mechanical,pneumatic nail gun,construction site,a pneumatic nail gun firing a steel nail into a wooden beam
Attack/Transient,punchy,Mechanical,hydraulic press,factory,a hydraulic press making a quick impact on a metal sheet
Attack/Transient,punchy,Mechanical,piston,engine room,a large diesel engine piston firing during a cold start
Attack/Transient,punchy,Mechanical,staple gun,upholstery shop,a heavy-duty staple gun firing into a wooden frame
Attack/Transient,punchy,Mechanical,jackhammer,city street,a jackhammer bit hitting a concrete slab
Attack/Transient,punchy,Mechanical,punch press,metal shop,a mechanical punch press piercing a hole in steel
Attack/Transient,punchy,Mechanical,impact wrench,auto garage,an air-powered impact wrench hitting a lug nut
Attack/Transient,punchy,Mechanical,shredder,office,an industrial paper shredder grabbing a thick stack of documents
Attack/Transient,punchy,Mechanical,spring,warehouse,a heavy industrial spring snapping back into place
Attack/Transient,punchy,Mechanical,solenoid,factory floor,a large solenoid plunger striking a metal stop
Attack/Transient,punchy,Mechanical,relay,power plant,a high-voltage relay clicking shut with force
Attack/Transient,punchy,Mechanical,hammer,shipyard,a sledgehammer hitting a thick steel hull
Attack/Transient,punchy,Mechanical,typewriter,newsroom,a typewriter hammer hitting a platen through a ribbon
Attack/Transient,punchy,Mechanical,lathe,machine shop,a metal lathe bit making first contact with a spinning rod
Attack/Transient,punchy,Mechanical,pump,basement,a sump pump motor kicking on with a sudden thud
Attack/Transient,punchy,Mechanical,valve,oil rig,a high-pressure steam valve slamming shut
Attack/Transient,punchy,Mechanical,conveyor,bottling plant,a mechanical arm pushing a glass bottle onto a belt
Attack/Transient,punchy,Mechanical,winch,dock,a mechanical winch gear engaging under a heavy load
Attack/Transient,punchy,Environmental,thunder,desert canyon,a sharp crack of thunder echoing off canyon walls
Attack/Transient,punchy,Environmental,hail,car roof,a large hailstone bouncing off the metal roof of a car
Attack/Transient,punchy,Environmental,ice,frozen lake,a heavy fissure opening up in the ice of a frozen lake
Attack/Transient,punchy,Environmental,geyser,thermal field,the initial burst of water from a geothermal vent
Attack/Transient,punchy,Environmental,rockfall,mountain pass,a boulder hitting a flat ledge during a rockslide
Attack/Transient,punchy,Environmental,wave,sea wall,a massive ocean wave slamming into a concrete pier
Attack/Transient,punchy,Environmental,mud,geothermal pool,a large bubble of thick mud bursting at the surface
Attack/Transient,punchy,Environmental,fire,campsite,a large pocket of sap popping in a burning pine log
Attack/Transient,punchy,Environmental,rain,greenhouse,a single heavy raindrop hitting a glass pane
Attack/Transient,punchy,Environmental,wind,narrow alley,a sudden gust of wind slamming a wooden shutter
Attack/Transient,punchy,Environmental,river,rocky gorge,a floating log striking a rock in a fast-moving current
Attack/Transient,punchy,Environmental,tree,forest,a heavy branch snapping and hitting the forest floor
Attack/Transient,punchy,Environmental,avalanche,valley,the sound of a snow slab breaking away from a ridge
Attack/Transient,punchy,Environmental,sinkhole,field,the earth collapsing into an underground void
Attack/Transient,punchy,Environmental,sand,dune,a heavy clumps of wet sand falling from a dune crest
Attack/Transient,punchy,Environmental,tide,rocky shore,water rushing into a hollow sea cave with a thud
Attack/Transient,punchy,Environmental,lightning,open prairie,a lightning bolt striking a lone tree in a field
Attack/Transient,punchy,Environmental,glacier,arctic bay,a block of ice calving into the water
