category,tag,domain,source,environment,scenario
Density/Complexity,sparse,Musical,triangle,orchestra pit,a single strike on a steel triangle every ten seconds
Density/Complexity,sparse,Musical,piano,empty theater,a lone middle-c note struck once in a quiet room
Density/Complexity,sparse,Musical,harp,chapel,a solitary pluck of a nylon harp string
Density/Complexity,sparse,Musical,wood block,rehearsal space,an occasional tap on a hollow maple block
Density/Complexity,sparse,Musical,kick drum,recording studio,a single isolated thump of a felt beater on a drum skin
Density/Complexity,sparse,Musical,violin,art gallery,a solitary pizzicato pluck on a violin string
Density/Complexity,sparse,Musical,glockenspiel,nursery,a single mallet hit on a small metal bar
Density/Complexity,sparse,Musical,cello,stone cellar,one long bowed note followed by a long silence
Density/Complexity,sparse,Musical,tambourine,meadow,a single shake of metal jingles in the distance
Density/Complexity,sparse,Musical,acoustic guitar,living room,the thumb-plucking of one low-e string
Density/Complexity,sparse,Musical,chimes,temple,a single chime swaying into a metal post in a light breeze
Density/Complexity,sparse,Musical,synthesizer,studio,a solitary short sine-wave pulse with a long delay
Density/Complexity,sparse,Musical,cymbals,concert hall,the faint ring of a single finger cymbal strike
Density/Complexity,sparse,Musical,banjo,front porch,one sharp pluck on a steel banjo string
Density/Complexity,sparse,Musical,flute,mountaintop,a single short breath through a silver flute
Density/Complexity,sparse,Musical,xylophone,classroom,a solitary hit on a wooden xylophone key
Density/Complexity,sparse,Musical,didgeridoo,outback,a short isolated hoot through a hollow log
Density/Complexity,sparse,Musical,timpani,ballroom,a single muffled strike on a copper kettle drum
Density/Complexity,sparse,Mechanical,clock,watchmaker shop,the slow rhythmic ticking of a single pocket watch
Density/Complexity,sparse,Mechanical,metronome,music room,the isolated click of a pendulum metronome on a low setting
Density/Complexity,sparse,Mechanical,typewriter,study,the occasional strike of a metal key on paper
Density/Complexity,sparse,Mechanical,gears,old mill,the slow clunk of a single large wooden cog engaging
Density/Complexity,sparse,Mechanical,sprinkler,suburban lawn,an occasional click from a rotating metal sprinkler head
Density/Complexity,sparse,Mechanical,latch,briefcase,the single metallic snap of a spring-loaded latch
Density/Complexity,sparse,Mechanical,camera,photography studio,a solitary mechanical click of a film camera shutter
Density/Complexity,sparse,Mechanical,telegraph,station,a single short tap of a metal telegraph key
Density/Complexity,sparse,Mechanical,stapler,office,one sharp snap of a stapler piercing a sheet of paper
Density/Complexity,sparse,Mechanical,winch,dockside,the isolated click of a ratchet pawl turning once
Density/Complexity,sparse,Mechanical,bell,hotel lobby,a single ding of a silver service bell
Density/Complexity,sparse,Mechanical,relay,control room,the lone click of an electromagnetic switch
Density/Complexity,sparse,Mechanical,piston,laboratory,a solitary stroke of a small pneumatic piston
Density/Complexity,sparse,Mechanical,razor,barbershop,a single short snip of a mechanical hair clipper
Density/Complexity,sparse,Mechanical,turn signal,car,the isolated rhythmic clicking of a blinker relay
Density/Complexity,sparse,Mechanical,pulley,barn,a single creak of a wooden pulley wheel turning
Density/Complexity,sparse,Mechanical,valve,boiler room,the occasional drip of water hitting a metal pipe
Density/Complexity,sparse,Mechanical,engine,garage,a single mechanical tick of a cooling car engine
Density/Complexity,sparse,Environmental,rain,tin-roofed shed,a lone raindrop hitting a corrugated metal surface
Density/Complexity,sparse,Environmental,thunder,distance,a single muffled roll of thunder in the far distance
Density/Complexity,sparse,Environmental,ice,frozen pond,an occasional sharp crack from a thick layer of ice
Density/Complexity,sparse,Environmental,twig,forest,a single dry cedar branch snapping underfoot
Density/Complexity,sparse,Environmental,water,cave,a solitary droplet hitting the surface of a deep pool
Density/Complexity,sparse,Environmental,leaves,park,the occasional rustle of a single dry leaf on pavement
Density/Complexity,sparse,Environmental,wind,ruins,a lone whistle of wind through a narrow stone gap
Density/Complexity,sparse,Environmental,pebbles,shoreline,the isolated click of two stones hitting in a small wave
