category,tag,domain,source,environment,scenario
Harmonic/Damped,muffled,Musical,piano,manor house,a piano being played in a distant room behind heavy oak doors
Harmonic/Damped,muffled,Musical,snare drum,studio,a snare drum head being struck while covered by a thick wool blanket
Harmonic/Damped,muffled,Musical,trumpet,jazz club,a trumpet playing with a heavy felt hat covering the bell
Harmonic/Damped,muffled,Musical,cello,conservatory,a cello being bowed while the sound holes are blocked by foam
Harmonic/Damped,muffled,Musical,timpani,hall,a timpani strike heard through a thick velvet stage curtain
Harmonic/Damped,muffled,Musical,guitar,porch,the strings of an acoustic guitar being strummed under a heavy canvas tarp
Harmonic/Damped,muffled,Musical,organ,abbey,a pipe organ playing a chord heard from outside the thick stone walls
Harmonic/Damped,muffled,Musical,flute,meadow,a flute playing a long note inside a hollow log stuffed with leaves
Harmonic/Damped,muffled,Musical,drums,basement,a drum set being played in a basement heard from the second floor
Harmonic/Damped,muffled,Musical,harp,museum,a harpist plucking strings in a gallery draped in heavy tapestries
Harmonic/Damped,muffled,Musical,violin,chamber,a violin playing a melody behind a thick wooden partition
Harmonic/Damped,muffled,Musical,glockenspiel,attic,a glockenspiel being struck inside a cardboard box filled with clothes
Harmonic/Damped,muffled,Musical,tambourine,festival,a tambourine being shaken inside a heavy leather bag
Harmonic/Damped,muffled,Musical,recorder,classroom,a recorder being played while the end is pressed against a soft cushion
Harmonic/Damped,muffled,Musical,accordion,street,an accordion being played inside a small wooden booth
Harmonic/Damped,muffled,Musical,gong,temple,a large gong being struck underwater in a stone pool
Harmonic/Damped,muffled,Musical,bassoon,studio,a bassoon playing a low note through a thick cloth wrap
Harmonic/Damped,muffled,Musical,viola,hall,a viola being bowed while the player wears heavy winter gloves
Harmonic/Damped,muffled,Mechanical,engine,garage,a car engine idling behind a closed insulated garage door
Harmonic/Damped,muffled,Mechanical,gears,mill,industrial gears turning inside a housing filled with heavy grease
Harmonic/Damped,muffled,Mechanical,drill,workshop,a drill boring into a piece of wood through a thick rubber mat
Harmonic/Damped,muffled,Mechanical,fan,office,a ceiling fan whirring behind a layer of ceiling tiles
Harmonic/Damped,muffled,Mechanical,generator,outpost,a diesel generator humming from inside a snow-covered shed
Harmonic/Damped,muffled,Mechanical,piston,factory,a pneumatic piston firing inside a soundproofed enclosure
Harmonic/Damped,muffled,Mechanical,lathe,machine shop,a metal lathe carving a rod behind a thick plexiglass shield
Harmonic/Damped,muffled,Mechanical,typewriter,office,a typewriter being used inside a felt-lined carrying case
Harmonic/Damped,muffled,Mechanical,winch,dock,a winch motor whirring from deep inside a ship's hull
Harmonic/Damped,muffled,Mechanical,shutter,store,a metal shutter being rolled down heard from an interior hallway
Harmonic/Damped,muffled,Mechanical,boiler,basement,the roar of a gas boiler burner behind a concrete wall
Harmonic/Damped,muffled,Mechanical,conveyor,warehouse,a conveyor belt moving boxes in a distant wing of a facility
Harmonic/Damped,muffled,Mechanical,press,factory,a hydraulic press thumping behind a safety barrier
Harmonic/Damped,muffled,Mechanical,clock,tower,the ticking of a large clock mechanism inside a stone belfry
Harmonic/Damped,muffled,Mechanical,pump,well,a water pump vibrating deep underground in a well shaft
Harmonic/Damped,muffled,Mechanical,stapler,library,a stapler being used inside a desk drawer
Harmonic/Damped,muffled,Mechanical,saw,sawmill,a circular saw cutting timber heard from a neighboring building
Harmonic/Damped,muffled,Mechanical,sewing machine,attic,a sewing machine needle cycling through a thick winter quilt
Harmonic/Damped,muffled,Environmental,thunder,distance,distant thunder rolling through a layer of thick heavy fog
Harmonic/Damped,muffled,Environmental,waterfall,cave,a waterfall crashing behind a massive limestone column
Harmonic/Damped,muffled,Environmental,rain,forest,heavy rain falling onto a thick canopy of tropical leaves
Harmonic/Damped,muffled,Environmental,wind,canyon,wind howling outside the walls of a mountain stone hut
Harmonic/Damped,muffled,Environmental,waves,shore,ocean waves breaking against a beach heard from behind a dune
Harmonic/Damped,muffled,Environmental,fire,hearth,a fire crackling behind a thick cast-iron fireplace screen
Harmonic/Damped,muffled,Environmental,stream,meadow,a stream rushing under a thick layer of winter ice
Harmonic/Damped,muffled,Environmental,mud pot,geothermal field,a large mud bubble bursting deep within a viscous pool
Harmonic/Damped,muffled,Environmental,mist,forest,the call of a distant animal through a dense damp forest
Harmonic/Damped,muffled,Environmental,avalanche,slope,the roar of a snow slide heard from inside a mountain tunnel
Harmonic/Damped,muffled,Environmental,leaves,woods,wind rustling through a pile of wet decomposing leaves
Harmonic/Damped,muffled,Environmental,echo,canyon,a shout reflecting off a cliff face through a heavy snowstorm
Harmonic/Damped,muffled,Environmental,ice,lake,a resonant crack in a frozen lake heard from under the snow
Harmonic/Damped,muffled,Environmental,geyser,plain,steam escaping a vent through a pile of loose volcanic ash
Harmonic/Damped,muffled,Environmental,river,valley,a flooded river rushing through a gorge heard from a high ridge
Harmonic/Damped,muffled,Environmental,hail,carport,hailstones bouncing off a metal roof covered in wet pine needles
