category,tag,domain,source,environment,scenario
Processing,distorted,Musical,piccolo trumpet,practice room,a piccolo trumpet overblown until the note breaks in a small practice room
Processing,distorted,Musical,snare drum,basement,a snare drum with a loose head being struck with a heavy stick
Processing,distorted,Musical,pipe organ,abbey,a pipe organ pipe vibrating against its metal housing in a stone abbey
Processing,distorted,Musical,cello,cellar,a cello string being bowed with extreme pressure until the tone becomes scratchy
Processing,distorted,Musical,electric guitar,garage,an electric guitar signal clipping through a small battery-powered amplifier
Processing,distorted,Musical,tambourine,hall,a tambourine with cracked aluminum jingles being shaken vigorously
Processing,distorted,Musical,harmonica,alleyway,a harmonica reed vibrating against a plastic casing during a loud note
Processing,distorted,Musical,piano,ballroom,a piano with metal tacks on the hammers hitting strings hard
Processing,distorted,Musical,gong,vault,a large gong being struck with a metal rod in a concrete vault
Processing,distorted,Musical,didgeridoo,cave,a didgeridoo growling at a high volume in a limestone cavern
Processing,distorted,Musical,banjo,porch,a banjo with a loose bridge being strummed with heavy picks
Processing,distorted,Musical,timpani,theatre,a timpani drum head buzzing against the copper kettle during a loud hit
Processing,distorted,Musical,flute,meadow,a flute being overblown to produce a multiphonic screech
Processing,distorted,Musical,xylophone,classroom,a xylophone hit with a metal hammer on a cracked wooden bar
Processing,distorted,Musical,recorder,park,a plastic recorder being blown past its limit into a high squeak
Processing,distorted,Musical,ukulele,beach,a plastic ukulele with loose strings being strummed fast
Processing,distorted,Musical,harp,conservatory,a low harp string snapping against the soundboard
Processing,distorted,Musical,sax,club,a tenor saxophone playing a loud honking note through a chipped reed
Processing,distorted,Mechanical,lathe,machine shop,a metal lathe tool chattering violently against a spinning steel rod
Processing,distorted,Mechanical,jackhammer,street,a jackhammer bit vibrating against a loose metal plate in a road
Processing,distorted,Mechanical,chainsaw,forest,a high-revving chainsaw blade binding in a piece of hardwood
Processing,distorted,Mechanical,circular saw,lumberyard,a circular saw blade screeching through a sheet of metal
Processing,distorted,Mechanical,drill,garage,an industrial drill bit grinding against a stuck metal bolt
Processing,distorted,Mechanical,conveyor,warehouse,a heavy rubber conveyor belt slipping on a metal roller
Processing,distorted,Mechanical,gears,mill,large iron gears grinding together without lubricant in a factory
Processing,distorted,Mechanical,engine,shipyard,a ship's diesel engine knocking and vibrating its metal casing
Processing,distorted,Mechanical,stamping machine,plant,a heavy metal press hitting a part with an uneven strike
