category,tag,domain,source,environment,scenario
Brightness,bright,Musical,trumpet,meadow,a brass trumpet fanfare in a sun-drenched meadow
Brightness,bright,Musical,acoustic guitar,courtyard,a nylon string guitar pluck in a sunlit courtyard
Brightness,bright,Musical,tambourine,forest,a tambourine shake in a lush green forest
Brightness,bright,Musical,handbells,cathedral,a set of silver handbells ringing in a stone cathedral
Brightness,bright,Musical,flute,garden,a concert flute trill in a botanical garden
Brightness,bright,Musical,cymbals,stadium,a pair of finger cymbals clashing in an open stadium
Brightness,bright,Musical,harpsichord,ballroom,a harpsichord melody in a grand ballroom
Brightness,bright,Musical,mandolin,piazza,a mandolin tremolo in a cobblestone piazza
Brightness,bright,Musical,piccolo,parade,a piccolo solo during a street parade
Brightness,bright,Musical,xylophone,classroom,a wooden xylophone strike in a bright classroom
Brightness,bright,Musical,banjo,farmland,a banjo pluck on a wide porch overlooking farmland
Brightness,bright,Musical,triangle,orchestra pit,a steel triangle strike in an orchestra pit
Brightness,bright,Musical,clarinet,park,a clarinet run in a public park
Brightness,bright,Musical,marimba,patio,a marimba chord on a tiled patio
Brightness,bright,Musical,glockenspiel,nursery,a glockenspiel note in a quiet nursery
Brightness,bright,Musical,violin,art gallery,a violin pizzicato in a white-walled art gallery
Brightness,bright,Musical,ukulele,beach,a ukulele strum on a sandy beach
Brightness,bright,Mechanical,gears,clock tower,a polished steel gear spinning in a clock tower
Brightness,bright,Mechanical,sewing machine,loft,a sewing machine needle punching fabric in a bright loft
Brightness,bright,Mechanical,typewriter,library,a manual typewriter key strike in a quiet library
Brightness,bright,Mechanical,lathe,workshop,a metal lathe turning a piece of aluminum in a workshop
Brightness,bright,Mechanical,bicycle bell,city street,a brass bicycle bell ringing on a busy city street
Brightness,bright,Mechanical,printing press,factory,a small printing press operating in a clean factory
Brightness,bright,Mechanical,wind-up toy,playroom,a tin wind-up toy walking across a wooden floor
Brightness,bright,Mechanical,escapement,watchmaker shop,a mechanical watch escapement ticking on a workbench
Brightness,bright,Mechanical,pulley,shipyard,a metal pulley wheel spinning on a shipyard crane
Brightness,bright,Mechanical,cash register,diner,a vintage cash register drawer opening in a diner
Brightness,bright,Mechanical,drill,garage,a hand drill spinning through a piece of pine in a garage
